代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
1605,華新,35.6,+0.4,+1.14,"68,255",05/14,"21,166","20,309",+857,"1,150",13,"+1,137","1,889",988,+901,"24,205","21,310","+2,895",＋＋＋
2542,興富發,43.15,+0.45,+1.05,"14,891",05/14,"7,369","4,670","+2,699",18,0,+18,81,117,-37,"7,467","4,788","+2,680",＋＋－
2481,強茂,115.5,-5.5,-4.55,"73,641",05/14,"20,238","17,235","+3,003",306,0,+306,669,"1,311",-642,"21,212","18,546","+2,667",＋＋－
3028,增你強,78.8,+5.5,+7.5,"7,909",05/14,"3,636","1,150","+2,486",1,0,+1,89,203,-114,"3,726","1,353","+2,373",＋＋－
4904,遠傳,98.1,+1.2,+1.24,"6,144",05/14,"4,519","2,945","+1,574","1,202",508,+694,27,110,-83,"5,748","3,563","+2,186",＋＋－
6139,亞翔,720,+34,+4.96,"6,558",05/14,"2,936","1,125","+1,810",43,11,+32,304,171,+132,"3,282","1,308","+1,975",＋＋＋
2368,金像電,1430,+80,+5.93,"7,002",05/14,"3,164","2,213",+952,990,114,+876,235,333,-98,"4,389","2,660","+1,729",＋＋－
5536,聖暉*,1010,+60,+6.32,"4,488",05/14,"2,216",993,"+1,222",329,0,+329,167,176,-9,"2,711","1,169","+1,542",＋＋－
6415,矽力*-KY,503,+35.5,+7.59,"7,353",05/14,"3,946","2,789","+1,157",315,2,+313,149,132,+17,"4,409","2,922","+1,487",＋＋＋
2376,技嘉,327,+13.5,+4.31,"16,985",05/14,"7,754","6,655","+1,099",115,7,+108,493,236,+257,"8,361","6,897","+1,464",＋＋＋
1582,信錦,97.8,+5.8,+6.3,"7,138",05/14,"1,844","1,547",+297,850,0,+850,92,87,+5,"2,786","1,634","+1,152",＋＋＋
3008,大立光,3135,+285,+10,"4,217",05/14,"1,272",639,+633,343,23,+320,310,156,+154,"1,925",818,"+1,107",＋＋＋
6488,環球晶,788,+38,+5.07,"2,725",05/14,"1,387",527,+860,85,69,+16,50,78,-28,"1,522",674,+848,＋＋－
3227,原相,228,+5,+2.24,"2,314",05/14,"1,034",760,+275,462,3,+459,45,28,+17,"1,542",791,+751,＋＋＋
6831,邁科,722,+34,+4.94,"3,908",05/14,"1,770","1,186",+584,296,55,+241,35,188,-154,"2,101","1,429",+672,＋＋－
9958,世紀鋼,110,+5.5,+5.26,"3,631",05/14,"1,338","1,170",+168,307,1,+306,93,49,+44,"1,738","1,220",+518,＋＋＋
2049,上銀,374.5,+10,+2.74,"9,818",05/14,"3,395","3,117",+278,121,1,+120,285,205,+80,"3,801","3,324",+478,＋＋＋
4966,譜瑞-KY,819,+10,+1.24,"7,346",05/14,"1,938","1,732",+206,276,10,+266,157,154,+3,"2,371","1,897",+474,＋＋＋
6510,精測,4150,+375,+9.93,"1,373",05/14,523,311,+213,103,0,+103,109,94,+15,735,405,+331,＋＋＋
2383,台光電,4920,-10,-0.2,"2,342",05/14,"1,128",950,+179,182,9,+173,63,108,-45,"1,374","1,067",+306,＋＋－
6830,汎銓,727,-19,-2.55,"2,993",05/14,"1,040",748,+292,42,0,+42,60,105,-46,"1,142",853,+288,＋＋－
4105,東洋,76,+0.4,+0.53,602,05/14,241,145,+96,174,2,+172,0,0,0,415,147,+268,＋＋・
3661,世芯-KY,4830,+50,+1.05,"3,193",05/14,"1,570","1,395",+175,64,2,+62,94,75,+19,"1,728","1,472",+256,＋＋＋
6442,光聖,1855,+50,+2.77,"2,071",05/14,730,599,+131,50,11,+39,52,54,-2,831,664,+168,＋＋－
6515,穎崴,10540,+665,+6.73,511,05/14,177,148,+29,115,12,+103,54,46,+8,346,206,+140,＋＋＋
2727,王品,237,+1,+0.42,503,05/14,197,105,+92,64,46,+18,4,1,+3,265,152,+113,＋＋＋
3529,力旺,3920,0,0,543,05/14,252,216,+36,43,25,+18,20,13,+6,314,254,+60,＋＋＋
3004,豐達科,117,+2.5,+2.18,377,05/14,126,103,+23,30,0,+30,0,0,0,156,103,+53,＋＋・
3044,健鼎,512,-17,-3.21,"9,519",05/14,"4,133","4,025",+108,90,46,+44,131,249,-119,"4,354","4,320",+33,＋＋－
5274,信驊,17810,-10,-0.06,297,05/14,163,141,+23,17,7,+10,9,11,-2,189,159,+31,＋＋－
6679,鈺太,315,-5,-1.56,390,05/14,137,120,+17,2,0,+2,4,30,-26,143,150,-7,＋＋－
