代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
3034,聯詠,498,+45,+9.93,"20,156",05/08,"8,252","6,227","+2,025",904,258,+646,839,526,+313,"9,995","7,011","+2,984",＋＋＋
2395,研華,476.5,+32.5,+7.32,"10,465",05/08,"7,913","5,143","+2,770",49,0,+49,92,108,-17,"8,053","5,251","+2,803",＋＋－
2377,微星,100,-1,-0.99,"13,010",05/08,"6,393","3,833","+2,560",6,0,+6,179,269,-90,"6,578","4,102","+2,476",＋＋－
4966,譜瑞-KY,669,+60,+9.85,"5,861",05/08,"2,143",584,"+1,559",461,0,+461,379,205,+174,"2,983",790,"+2,194",＋＋＋
2393,億光,73.7,+1.2,+1.66,"5,035",05/08,"2,921","1,587","+1,334",734,126,+608,72,40,+31,"3,727","1,753","+1,974",＋＋＋
8210,勤誠,1415,+125,+9.69,"6,156",05/08,"1,881","1,115",+766,"1,045",1,"+1,044",234,242,-9,"3,160","1,358","+1,802",＋＋－
6488,環球晶,802,+9,+1.13,"19,248",05/08,"9,733","7,610","+2,123",52,50,+2,301,727,-425,"10,086","8,387","+1,700",＋＋－
6285,啟碁,247.5,-8.5,-3.32,"49,913",05/08,"18,226","16,646","+1,580","1,037",750,+287,410,664,-255,"19,673","18,060","+1,613",＋＋－
2382,廣達,340.5,-3.5,-1.02,"17,407",05/08,"9,015","7,630","+1,384",266,101,+165,239,286,-47,"9,520","8,017","+1,502",＋＋－
4904,遠傳,95.9,+0.5,+0.52,"8,955",05/08,"6,606","5,693",+913,"1,812","1,331",+481,65,113,-48,"8,483","7,137","+1,346",＋＋－
8299,群聯,2430,+40,+1.67,"13,335",05/08,"4,609","3,538","+1,070",313,16,+297,429,496,-67,"5,351","4,050","+1,301",＋＋－
6505,台塑化,53,+0.7,+1.34,"9,479",05/08,"5,592","4,521","+1,071",70,5,+65,203,199,+3,"5,865","4,726","+1,139",＋＋＋
8069,元太,162,+9,+5.88,"22,979",05/08,"9,459","8,613",+846,1,0,+1,546,259,+287,"10,005","8,872","+1,134",＋＋＋
3532,台勝科,257.5,-5.5,-2.09,"13,841",05/08,"4,746","4,210",+536,863,0,+863,104,439,-335,"5,713","4,649","+1,064",＋＋－
6789,采鈺,603,+22,+3.79,"10,024",05/08,"3,074","2,028","+1,046",13,0,+13,132,138,-6,"3,219","2,166","+1,053",＋＋－
3526,凡甲,395,+17.5,+4.64,"3,363",05/08,"1,603",993,+610,155,2,+153,31,87,-56,"1,789","1,082",+707,＋＋－
5289,宜鼎,1600,+25,+1.59,"7,080",05/08,"1,985","1,902",+83,557,2,+556,128,133,-4,"2,670","2,036",+634,＋＋－
2059,川湖,5320,+480,+9.92,"1,475",05/08,504,101,+402,237,0,+237,60,74,-13,801,175,+626,＋＋－
6781,AES-KY,1230,+75,+6.49,"3,562",05/08,"1,222",631,+591,0,0,0,111,92,+19,"1,333",723,+610,＋＋＋
3665,貿聯-KY,2750,-30,-1.08,"1,930",05/08,"1,164",633,+532,204,183,+21,43,48,-5,"1,411",863,+548,＋＋－
8454,富邦媒,196,+7,+3.7,"1,665",05/08,865,540,+325,161,0,+161,6,6,0,"1,032",546,+487,＋＋＋
2455,全新,337,-5,-1.46,"2,191",05/08,"1,009",503,+506,7,0,+7,111,152,-41,"1,127",655,+472,＋＋－
6805,富世達,1980,+60,+3.12,"2,787",05/08,"1,278","1,036",+241,201,6,+195,68,64,+4,"1,547","1,107",+440,＋＋＋
3592,瑞鼎,258.5,+16,+6.6,"2,732",05/08,984,781,+202,210,3,+207,38,26,+12,"1,231",811,+421,＋＋＋
6291,沛亨,468,-14,-2.9,"3,580",05/08,"1,095","1,012",+83,310,0,+310,101,89,+12,"1,506","1,101",+405,＋＋＋
3293,鈊象,735,+15,+2.08,"1,909",05/08,790,636,+154,195,1,+194,58,19,+39,"1,043",656,+387,＋＋＋
3533,嘉澤,2700,-150,-5.26,"1,770",05/08,"1,101",765,+336,97,6,+91,20,70,-50,"1,218",841,+377,＋＋－
3661,世芯-KY,4890,+95,+1.98,"3,240",05/08,"1,256","1,065",+191,124,7,+117,126,116,+10,"1,506","1,188",+318,＋＋＋
6526,達發,753,+33,+4.58,"6,701",05/08,"2,039","2,025",+14,347,0,+347,142,192,-50,"2,528","2,217",+311,＋＋－
1590,亞德客-KY,1505,+15,+1.01,"1,623",05/08,"1,437","1,117",+320,2,0,+2,33,48,-15,"1,472","1,165",+307,＋＋－
4105,東洋,75.4,+0.9,+1.21,914,05/08,391,247,+144,130,0,+130,0,0,0,521,247,+274,＋＋・
2360,致茂,2230,-95,-4.09,"4,059",05/08,"2,904","2,656",+248,115,43,+72,46,121,-74,"3,065","2,820",+245,＋＋－
6768,志強-KY,87.5,+3.1,+3.67,"1,346",05/08,638,573,+65,130,9,+121,11,10,+1,779,592,+187,＋＋＋
2072,世紀風電,180.5,+1.5,+0.84,478,05/08,174,83,+91,40,0,+40,0,0,0,214,83,+131,＋＋・
5434,崇越,423,+4.5,+1.08,"1,255",05/08,424,381,+44,92,11,+81,13,17,-4,529,408,+121,＋＋－
5269,祥碩,1410,+40,+2.92,"3,488",05/08,"1,297","1,295",+2,5,0,+5,182,78,+104,"1,484","1,373",+111,＋＋＋
9917,中保科,114,+0.5,+0.44,299,05/08,107,75,+33,64,1,+63,6,7,-1,177,83,+95,＋＋－
2467,志聖,537,-17,-3.07,"1,941",05/08,726,619,+107,26,9,+17,27,78,-51,780,706,+74,＋＋－
006201,元大富櫃50,45.92,-0.91,-1.94,361,05/08,13,11,+2,31,0,+31,109,93,+16,153,104,+49,＋＋＋
6640,均華,1395,+5,+0.36,225,05/08,97,72,+25,5,0,+5,14,13,+1,116,86,+31,＋＋＋
4576,大銀微系統,228,-14,-5.79,"7,370",05/08,"1,929","1,917",+12,85,0,+85,42,277,-235,"2,056","2,194",-138,＋＋－
3105,穩懋,492.5,-7.5,-1.5,"25,292",05/08,"8,354","8,247",+107,118,0,+118,297,"1,434","-1,137","8,769","9,681",-912,＋＋－
00935,野村臺灣新科技50,54.2,-0.65,-1.19,"17,480",05/08,"1,678","1,600",+78,235,0,+235,"5,586","9,581","-3,995","7,499","11,181","-3,683",＋＋－
