代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
2072,世紀風電,180,+8.5,+4.96,"1,624",05/15,832,42,+790,60,0,+60,0,0,0,892,42,+850,＋＋・
3026,禾伸堂,327,-30.5,-8.53,"2,665",05/15,858,193,+665,-96,104,+192,629,67,-8,"1,391",363,+850,＋＋－
6789,采鈺,587,+14,+2.44,"11,973",05/15,"3,624","2,891",+733,9,1,+8,142,118,+25,"3,775","3,010",+765,＋＋＋
3406,玉晶光,588,+28,+5,"7,906",05/15,"3,332","2,630",+702,17,13,+4,222,202,+20,"3,571","2,845",+726,＋＋＋
3028,增你強,78.7,-0.1,-0.13,"6,478",05/15,"2,455","1,827",+628,266,0,+266,25,278,-254,"2,746","2,105",+640,＋＋－
5536,聖暉*,1025,+15,+1.49,"2,778",05/15,"1,359",848,+510,100,0,+100,87,172,-86,"1,546","1,021",+525,＋＋－
4746,台耀,53.8,+0.7,+1.32,"1,553",05/15,693,430,+263,214,0,+214,1,4,-3,908,434,+474,＋＋－
3491,昇達科,1690,+65,+4,"2,224",05/15,"1,122",719,+403,37,0,+37,72,79,-8,"1,231",798,+432,＋＋－
4919,新唐,154.5,-5.5,-3.44,"22,939",05/15,"5,884","5,427",+458,1,0,+1,274,319,-45,"6,159","5,746",+413,＋＋－
9939,宏全,125,+4,+3.31,"3,190",05/15,"1,482","1,352",+130,317,68,+249,30,25,+5,"1,830","1,446",+384,＋＋＋
2476,鉅祥,115,-4,-3.36,"4,960",05/15,"1,750","1,494",+256,180,0,+180,20,113,-93,"1,950","1,607",+343,＋＋－
6223,旺矽,5895,-395,-6.28,"2,198",05/15,994,736,+258,178,22,+156,42,159,-117,"1,214",917,+297,＋＋－
7750,新代,2555,-190,-6.92,892,05/15,528,230,+298,2,0,+2,11,30,-19,541,259,+282,＋＋－
3583,辛耘,888,-41,-4.41,"3,560",05/15,"1,196","1,136",+60,195,0,+195,111,111,0,"1,502","1,247",+255,＋＋＋
2727,王品,236.5,-0.5,-0.21,560,05/15,292,157,+135,64,0,+64,1,4,-3,357,161,+196,＋＋－
6715,嘉基,479,-8,-1.64,686,05/15,251,182,+69,133,0,+133,3,13,-10,387,195,+192,＋＋－
4991,環宇-KY,642,-66,-9.32,751,05/15,266,157,+110,17,0,+17,18,2,+16,301,159,+143,＋＋＋
3004,豐達科,121,+4,+3.42,972,05/15,306,192,+114,15,0,+15,0,0,0,321,192,+129,＋＋・
3529,力旺,3830,-90,-2.3,509,05/15,288,156,+132,7,0,+7,18,30,-13,313,186,+127,＋＋－
3526,凡甲,374,-12,-3.11,840,05/15,337,253,+84,46,0,+46,32,36,-5,415,289,+126,＋＋－
7717,萊德光電-KY,606,-29,-4.57,414,05/15,160,62,+98,35,0,+35,0,13,-13,195,75,+120,＋＋－
6831,邁科,725,+3,+0.42,794,05/15,355,253,+102,24,0,+24,1,11,-10,380,264,+116,＋＋－
1304,台聚,12.25,-0.5,-3.92,"6,115",05/15,"1,940","1,860",+80,-58,17,+54,26,23,-20,"1,909","1,900",+114,＋＋－
6885,全福生技,22,+0.6,+2.8,523,05/15,208,103,+105,-2,1,+3,103,0,0,309,104,+108,＋＋・
6274,台燿,1305,-145,-10,"1,539",05/15,811,735,+76,9,5,+4,97,86,+10,917,826,+90,＋＋＋
2379,瑞昱,536,-38,-6.62,"7,152",05/15,"4,310","4,137",+173,46,26,+20,85,203,-119,"4,440","4,367",+73,＋＋－
3533,嘉澤,2330,-120,-4.9,"2,594",05/15,"1,424","1,329",+95,44,41,+3,52,119,-67,"1,520","1,489",+31,＋＋－
1560,中砂,642,-8,-1.23,"2,485",05/15,"1,124","1,114",+10,18,0,+18,47,139,-92,"1,189","1,254",-64,＋＋－
