代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
3030,德律,413,-1,-0.24,"13,359",05/06,"5,444","4,680",+764,41,0,+41,180,261,-82,"5,665","4,941",+724,＋＋－
3533,嘉澤,2735,+245,+9.84,"2,293",05/06,"1,105",608,+497,116,4,+112,114,67,+47,"1,335",679,+656,＋＋＋
6139,亞翔,715,+24,+3.47,"4,234",05/06,"1,757","1,394",+363,59,2,+57,185,68,+117,"2,001","1,465",+536,＋＋＋
1612,宏泰,36.75,+0.15,+0.41,"1,238",05/06,571,268,+303,200,0,+200,3,17,-14,774,285,+489,＋＋－
2204,中華,54,+0.3,+0.56,"1,044",05/06,449,241,+208,256,14,+242,5,5,0,710,260,+449,＋＋・
6669,緯穎,4970,+215,+4.52,"2,695",05/06,"1,170","1,015",+155,281,45,+236,137,80,+57,"1,588","1,139",+448,＋＋＋
6715,嘉基,435,-9,-2.03,"2,231",05/06,"1,022",770,+252,111,0,+111,8,7,+1,"1,141",777,+364,＋＋＋
7769,鴻勁,5705,+105,+1.88,"1,442",05/06,811,610,+202,162,1,+161,36,46,-9,"1,010",657,+353,＋＋－
2727,王品,232,+4,+1.75,490,05/06,242,76,+166,61,0,+61,6,2,+4,309,78,+231,＋＋＋
8454,富邦媒,180.5,+1.5,+0.84,633,05/06,372,237,+135,81,1,+80,3,3,0,456,241,+215,＋＋・
6223,旺矽,4950,-50,-1,"1,312",05/06,674,487,+187,53,26,+27,47,57,-9,774,570,+205,＋＋－
6415,矽力*-KY,424,-12,-2.75,"3,212",05/06,"1,212","1,055",+157,89,9,+80,65,104,-39,"1,367","1,169",+198,＋＋－
2472,立隆電,186.5,-2,-1.06,"4,177",05/06,"1,397","1,242",+155,30,3,+27,63,48,+15,"1,490","1,293",+197,＋＋＋
2379,瑞昱,544,+11,+2.06,"4,251",05/06,"3,550","3,320",+230,94,92,+2,35,75,-41,"3,678","3,488",+191,＋＋－
6104,創惟,99,+0.6,+0.61,"1,528",05/06,548,384,+164,3,0,+3,15,18,-3,566,402,+164,＋＋－
5269,祥碩,1340,-10,-0.74,"1,793",05/06,576,438,+138,11,0,+11,63,62,+1,650,501,+149,＋＋＋
4919,新唐,161,-4,-2.42,"9,011",05/06,823,720,+103,8,0,+8,245,237,+8,"1,076",957,+119,＋＋＋
6781,AES-KY,1140,+20,+1.79,"1,972",05/06,523,476,+46,1,0,+1,144,82,+63,668,558,+110,＋＋＋
3228,金麗科,242,+22,+10,"1,503",05/06,99,35,+64,2,0,+2,25,7,+18,126,42,+84,＋＋＋
6202,盛群,56.9,-0.3,-0.52,"3,038",05/06,"1,044",971,+73,7,0,+7,13,12,+1,"1,064",983,+81,＋＋＋
1590,亞德客-KY,1435,-5,-0.35,"1,062",05/06,867,815,+52,22,3,+19,24,14,+10,913,832,+81,＋＋＋
6719,力智,188,-2,-1.05,"1,374",05/06,395,289,+106,3,0,+3,2,32,-30,400,321,+79,＋＋－
5274,信驊,18700,+910,+5.12,428,05/06,272,220,+51,27,1,+26,9,8,+1,307,230,+78,＋＋＋
5236,凌陽創新,164.5,+0.5,+0.3,348,05/06,119,57,+62,2,0,+2,9,13,-3,130,70,+61,＋＋－
6531,愛普*,965,+30,+3.21,"2,775",05/06,389,351,+37,30,4,+26,15,26,-11,434,382,+52,＋＋－
3545,敦泰,53,0,0,"1,753",05/06,600,567,+33,5,0,+5,18,14,+4,623,581,+42,＋＋＋
6533,晶心科,241.5,-2,-0.82,"1,500",05/06,448,412,+36,1,0,+1,17,19,-2,466,431,+35,＋＋－
6643,M31,650,+10,+1.56,"1,112",05/06,58,28,+30,2,0,+2,39,68,-30,99,97,+2,＋＋－
3227,原相,216,+3,+1.41,"2,194",05/06,745,691,+54,3,1,+2,44,98,-55,792,790,+2,＋＋－
3008,大立光,2520,-25,-0.98,"1,404",05/06,435,426,+9,6,2,+5,100,114,-13,542,542,0,＋＋－
