代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
6805,富世達,1810,+90,+5.23,760,05/21,303,298,+6,100,1,+99,19,6,+13,423,305,+118,＋＋＋
4979,華星光,593,+31,+5.52,"1,102",05/21,145,39,+106,46,0,+46,9,72,-63,200,111,+90,＋＋－
6640,均華,1375,+125,+10,321,05/21,119,49,+70,2,1,+1,26,8,+18,147,58,+89,＋＋＋
5222,全訊,124.5,+2,+1.63,431,05/21,142,62,+80,10,1,+9,0,4,-4,152,67,+85,＋＋－
7769,鴻勁,7675,+695,+9.96,340,05/21,124,78,+46,37,2,+35,5,5,+1,166,84,+82,＋＋＋
2059,川湖,4895,+395,+8.78,247,05/21,151,83,+68,3,2,+1,12,2,+10,166,87,+79,＋＋＋
1587,吉茂,28.3,+0.3,+1.07,175,05/21,91,23,+68,8,9,+1,76,0,0,175,32,+69,＋＋・
4755,三福化,140.5,+5.5,+4.07,577,05/21,195,189,+6,56,0,+56,1,0,+1,252,189,+63,＋＋＋
3363,上詮,818,+41,+5.28,"2,157",05/21,757,705,+52,7,0,+7,53,51,+1,816,757,+60,＋＋＋
7765,中華資安,250,+6.5,+2.67,113,05/21,45,12,+33,-3,0,+3,30,0,0,72,12,+36,＋＋・
3015,全漢,51,+0.3,+0.59,477,05/21,249,230,+19,-7,0,+7,12,0,0,254,230,+26,＋＋・
6561,是方,355,0,0,120,05/21,56,49,+7,10,1,+9,2,0,+2,68,50,+18,＋＋＋
8499,鼎炫-KY,289,+10.5,+3.77,118,05/21,53,50,+3,10,0,+10,1,0,+1,64,50,+14,＋＋＋
006201,元大富櫃50,45.82,+1.82,+4.14,201,05/21,24,1,+23,20,0,+20,23,78,-55,67,79,-12,＋＋－
