代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
8039,台虹,19270400,0,0,0,08/21,0,0,+2,0,0,+80,0,0,-110,0,0,-27,＋＋＋
9941,裕融,467069,0,0,0,08/21,0,0,+121,0,0,+73,0,0,+231,0,0,+426,＋＋＋
2633,台灣高鐵,2078000,0,0,0,08/21,0,0,+914,0,0,+63,0,0,+86,0,0,+1063,＋＋＋
2337,旺宏,13008993,0,0,0,08/21,0,0,+84,0,0,+55,0,0,+28,0,0,+168,＋＋＋
2357,華碩,1448963,0,0,0,08/21,0,0,+254,0,0,+37,0,0,-31,0,0,+261,＋＋＋
1215,卜蜂,398523,0,0,0,08/21,0,0,+24,0,0,+34,0,0,+14,0,0,+73,＋＋＋
3045,台灣大,9538396,0,0,0,08/21,0,0,+6002,0,0,+32,0,0,-56,0,0,+5979,＋＋＋
2385,群光,679121,0,0,0,08/21,0,0,+116,0,0,+29,0,0,-12,0,0,+133,＋＋＋
2059,川湖,394259,0,0,0,08/21,0,0,+37,0,0,+25,0,0,+7,0,0,+69,＋＋＋
2610,華航,18745062,0,0,0,08/21,0,0,+9407,0,0,+22,0,0,-30,0,0,+9400,＋＋＋
1102,亞泥,13945285,0,0,0,08/21,0,0,+7648,0,0,+18,0,0,-1125,0,0,+6541,＋＋＋
2105,正新,2940241,0,0,0,08/21,0,0,+1597,0,0,+16,0,0,+84,0,0,+1698,＋＋＋
2618,長榮航,22203542,0,0,0,08/21,0,0,+10833,0,0,+15,0,0,+253,0,0,+11101,＋＋＋
3028,增你強,235000,0,0,0,08/21,0,0,+164,0,0,+14,0,0,-8,0,0,+170,＋＋＋
3545,敦泰,232395,0,0,0,08/21,0,0,+85,0,0,+10,0,0,0,0,0,+95,＋＋＋
2344,華邦電,51607056,0,0,0,08/21,0,0,+14921,0,0,+9,0,0,+964,0,0,+15895,＋＋＋
2609,陽明,80801800,0,0,0,08/21,0,0,+37158,0,0,+7,0,0,+3690,0,0,+40856,＋＋＋
9910,豐泰,654697,0,0,0,08/21,0,0,+295,0,0,+7,0,0,+14,0,0,+316,＋＋＋
2377,微星,1812872,0,0,0,08/21,0,0,+413,0,0,+6,0,0,+44,0,0,+463,＋＋＋
5871,中租-KY,8405750,0,0,0,08/21,0,0,+7260,0,0,+5,0,0,-505,0,0,+6760,＋＋＋
3034,聯詠,1208539,0,0,0,08/21,0,0,+482,0,0,+5,0,0,-18,0,0,+469,＋＋＋
2467,志聖,504142,0,0,0,08/21,0,0,+21,0,0,+5,0,0,-13,0,0,+14,＋＋＋
3006,晶豪科,3796517,0,0,0,08/21,0,0,+1151,0,0,+4,0,0,+123,0,0,+1279,＋＋＋
5288,豐祥-KY,14000,0,0,0,08/21,0,0,+7,0,0,+4,0,0,+1,0,0,+12,＋＋＋
2498,宏達電,2071595,0,0,0,08/21,0,0,+1401,0,0,+3,0,0,+101,0,0,+1506,＋＋＋
2201,裕隆,2259299,0,0,0,08/21,0,0,+1216,0,0,+3,0,0,-119,0,0,+1101,＋＋＋
2458,義隆,385762,0,0,0,08/21,0,0,+14,0,0,+3,0,0,-122,0,0,-104,＋＋＋
1229,聯華,1727532,0,0,0,08/21,0,0,+1412,0,0,+2,0,0,+29,0,0,+1443,＋＋＋
8112,至上,3178709,0,0,0,08/21,0,0,+869,0,0,+2,0,0,-708,0,0,+164,＋＋＋
2354,鴻準,1507644,0,0,0,08/21,0,0,+616,0,0,+2,0,0,-100,0,0,+518,＋＋＋
1503,士電,570839,0,0,0,08/21,0,0,+355,0,0,+2,0,0,-4,0,0,+353,＋＋＋
2329,華泰,546040,0,0,0,08/21,0,0,+267,0,0,+2,0,0,-47,0,0,+222,＋＋＋
2367,燿華,972350,0,0,0,08/21,0,0,+126,0,0,+2,0,0,-105,0,0,+23,＋＋＋
8110,華東,1908000,0,0,0,08/21,0,0,+821,0,0,+1,0,0,+27,0,0,+849,＋＋＋
3016,嘉晶,1109683,0,0,0,08/21,0,0,+308,0,0,+1,0,0,-40,0,0,+270,＋＋＋
2464,盟立,2244697,0,0,0,08/21,0,0,+275,0,0,+1,0,0,+19,0,0,+296,＋＋＋
3005,神基,882129,0,0,0,08/21,0,0,+206,0,0,+1,0,0,-35,0,0,+173,＋＋＋
1514,亞力,367943,0,0,0,08/21,0,0,+149,0,0,+1,0,0,+21,0,0,+172,＋＋＋
2495,普安,260700,0,0,0,08/21,0,0,+107,0,0,+1,0,0,+5,0,0,+113,＋＋＋
