代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
1560,中砂,668,+39,+6.2,"5,739",05/12,"2,360","2,272",+88,310,212,+98,155,141,+14,"2,826","2,625",+201,＋＋＋
3529,力旺,4115,-345,-7.74,"1,851",05/12,819,736,+83,80,2,+78,96,66,+30,996,804,+191,＋＋＋
3227,原相,228.5,-3,-1.3,"2,480",05/12,911,631,+280,2,1,+1,17,109,-92,929,741,+188,＋＋－
3596,智易,181,-3,-1.63,"2,191",05/12,"1,005",784,+221,1,0,+1,2,66,-63,"1,009",850,+159,＋＋－
3044,健鼎,481,-8.5,-1.74,"6,608",05/12,"3,321","3,288",+34,481,309,+172,141,216,-75,"3,943","3,813",+130,＋＋－
8415,大國鋼,34.6,+0.05,+0.14,550,05/12,268,62,+206,3,0,+3,25,105,-80,296,167,+129,＋＋－
2727,王品,235.5,+0.5,+0.21,333,05/12,183,67,+116,9,0,+9,4,2,+2,196,69,+127,＋＋＋
6472,保瑞,404,-4.5,-1.1,"2,834",05/12,902,859,+42,2,0,+2,122,64,+58,"1,025",924,+102,＋＋＋
6223,旺矽,5480,+495,+9.93,"1,001",05/12,269,252,+17,2,1,+1,84,14,+70,355,267,+88,＋＋＋
7750,新代,3070,+275,+9.84,549,05/12,257,166,+91,3,0,+3,11,17,-6,271,183,+87,＋＋－
6670,復盛應用,274.5,+12,+4.57,867,05/12,349,267,+82,11,9,+2,2,6,-5,362,282,+79,＋＋－
3661,世芯-KY,5310,-65,-1.21,"3,189",05/12,"1,664","1,586",+78,84,1,+83,45,128,-83,"1,792","1,715",+77,＋＋－
6640,均華,1475,+70,+4.98,428,05/12,145,129,+16,18,0,+18,23,14,+9,186,143,+43,＋＋＋
6679,鈺太,324.5,-2.5,-0.76,475,05/12,167,158,+9,12,0,+12,5,13,-8,184,171,+13,＋＋－
