代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
3081,聯亞,2710,+155,+6.07,"2,249",05/22,791,790,+1,348,2,+346,114,76,+38,"1,253",869,+384,＋＋＋
4755,三福化,146.5,+6,+4.27,"1,126",05/22,485,223,+262,65,0,+65,6,1,+5,556,224,+332,＋＋＋
3004,豐達科,130.5,+4.5,+3.57,949,05/22,303,159,+144,158,0,+158,1,0,+1,462,159,+302,＋＋＋
00947,台新臺灣IC設計,36.39,+1.44,+4.12,"9,605",05/22,"1,817",500,"+1,317",500,0,+500,"3,067","4,587","-1,520","5,384","5,087",+297,＋＋－
3545,敦泰,61.6,+0.4,+0.65,"4,399",05/22,"1,510","1,277",+233,5,2,+3,61,23,+38,"1,576","1,302",+274,＋＋＋
3653,健策,3660,+330,+9.91,639,05/22,376,150,+226,1,0,+1,46,49,-3,424,199,+224,＋＋－
3413,京鼎,325,-1.5,-0.46,"1,111",05/22,405,215,+190,25,2,+23,13,23,-10,443,240,+203,＋＋－
3015,全漢,51.5,+0.5,+0.98,509,05/22,235,102,+133,65,2,+63,5,2,+3,305,106,+199,＋＋＋
4933,友輝,73.9,+0.4,+0.54,921,05/22,213,154,+59,113,0,+113,4,1,+3,330,155,+175,＋＋＋
6414,樺漢,350.5,+3,+0.86,"1,455",05/22,702,534,+168,24,5,+19,28,55,-27,754,594,+160,＋＋－
4549,桓達,104.5,+2.5,+2.45,272,05/22,100,44,+56,85,0,+85,0,0,0,185,44,+141,＋＋・
3558,神準,127,+7,+5.83,549,05/22,143,51,+92,32,0,+32,19,7,+12,194,58,+136,＋＋＋
6679,鈺太,335.5,+0.5,+0.15,968,05/22,286,110,+176,5,0,+5,2,69,-68,293,179,+114,＋＋－
6664,群翊,432.5,+26.5,+6.53,"1,556",05/22,505,457,+48,1,0,+1,69,10,+59,575,467,+108,＋＋＋
6203,海韻電,72.3,+1.6,+2.26,431,05/22,117,84,+33,65,0,+65,0,2,-2,182,86,+96,＋＋－
6526,達發,725,+21,+2.98,"1,994",05/22,681,629,+51,16,1,+15,34,28,+6,731,658,+72,＋＋＋
5284,jpp-KY,410,+19,+4.86,"2,571",05/22,757,739,+17,26,0,+26,53,46,+7,835,785,+50,＋＋＋
6913,鴻呈,140,+3,+2.19,669,05/22,149,116,+33,13,0,+13,3,9,-6,165,125,+41,＋＋－
00988A,主動統一全球創新,20.36,+1.18,+6.15,"108,501",05/22,"22,233","19,871","+2,361","7,600",0,"+7,600","6,758","26,052","-19,294","36,591","45,923","-9,333",＋＋－
