代號,名稱,成交,漲跌價,漲跌幅,成交張數,法人買賣日期,外資買進張數,外資賣出張數,外資買賣超張數,投信買進張數,投信賣出張數,投信買賣超張數,自營買進張數,自營賣出張數,自營買賣超張數,合計買進張數,合計賣出張數,合計買賣超張數,法人買賣超註記
2345,智邦,2620,+80,+3.15,"3,689",05/26,"1,865","1,488",+377,367,69,+298,106,80,+25,"2,337","1,637",+701,＋＋＋
6196,帆宣,506,+20,+4.12,"6,296",05/26,"2,205","2,203",+2,704,0,+704,129,169,-41,"3,038","2,372",+666,＋＋－
2368,金像電,1445,+20,+1.4,"5,681",05/26,"2,564","1,925",+639,118,43,+75,122,174,-53,"2,803","2,142",+661,＋＋－
3081,聯亞,3160,+235,+8.03,"3,130",05/26,902,652,+250,203,18,+185,199,198,+1,"1,304",868,+436,＋＋＋
00850,元大臺灣ESG永續,86.7,+0.2,+0.23,904,05/26,89,32,+57,213,28,+185,304,181,+123,606,241,+365,＋＋＋
1560,中砂,742,+22,+3.06,"2,260",05/26,"1,232",912,+321,28,10,+18,54,41,+13,"1,314",962,+352,＋＋＋
4991,環宇-KY,870,+30,+3.57,"4,119",05/26,"1,506","1,312",+194,35,12,+23,55,55,-1,"1,596","1,379",+217,＋＋－
3533,嘉澤,2640,+55,+2.13,770,05/26,385,324,+60,119,9,+110,53,24,+29,556,357,+199,＋＋＋
2360,致茂,2500,+40,+1.63,"2,806",05/26,"2,177","2,000",+177,68,34,+34,53,76,-23,"2,298","2,109",+188,＋＋－
6679,鈺太,343,-2.5,-0.72,812,05/26,278,135,+143,29,0,+29,16,41,-26,323,176,+146,＋＋－
2106,建大,16.7,+0.05,+0.3,795,05/26,319,222,+97,1,0,+1,18,0,+18,338,222,+116,＋＋＋
6415,矽力*-KY,630,+12,+1.94,"9,435",05/26,"4,389","4,323",+66,50,40,+10,181,168,+12,"4,620","4,531",+89,＋＋＋
7734,印能科技,3610,+140,+4.03,295,05/26,115,93,+22,30,0,+30,2,2,+1,147,95,+53,＋＋＋
3443,創意,5285,-25,-0.47,"2,019",05/26,751,681,+71,62,50,+12,78,112,-34,892,843,+49,＋＋－
6223,旺矽,6240,+40,+0.65,769,05/26,406,389,+18,87,71,+16,16,25,-9,509,485,+24,＋＋－
1907,永豐餘,24.5,-0.35,-1.41,"1,020",05/26,526,515,+11,1,0,+1,6,0,+6,533,515,+18,＋＋＋
2354,鴻準,60.5,-0.6,-0.98,"9,924",05/26,"2,845","2,831",+14,1,0,+1,138,152,-13,"2,984","2,982",+2,＋＋－
009803,玉山市值動能50,21.36,+0.03,+0.14,"1,152",05/26,260,70,+190,350,0,+350,114,726,-612,724,796,-72,＋＋－
