排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
25,3498,陽程,112.5,+10,+9.76,05/12,+1.4,+1.27,+1.3,-0.57,+2.21,+0.82,+7.25,+7.06,+2.82,+5,+7.29,+3.87
26,6285,啟碁,282,+23,+8.88,05/12,+1.38,+2.2,+2.53,+5.19,+4.29,+4.3,+4.17,+2.96,+1.92,+0.4,+5.2,+7.47
27,3707,漢磊,77.2,+2.3,+3.07,05/12,+1.36,+1.13,+1.12,-1.35,+2.51,+4.08,+5.31,+6.07,+4.67,+3.73,+2.5,+5.06
28,3580,友威科,102.5,+5.5,+5.67,05/12,+1.35,+1.66,+1.91,+0.75,+1.39,-0.65,+6.32,+4.66,+6.55,+4.91,+6.51,+6.21
29,3587,閎康,385.5,+35,+9.99,05/12,+1.34,+2.25,+2.52,+3.15,+2.04,+3.63,+4.39,+7.51,+0.28,-1.56,+4.18,+3.39
30,6291,沛亨,518,+46.5,+9.86,05/12,+1.32,+1.24,+1.43,+1.78,+1.63,-0.96,-2.42,+0.34,+1.09,+1.01,+1.12,+1.74
31,8390,金益鼎,110.5,+7,+6.76,05/12,+1.31,+2.95,+3.12,+3.51,+3.74,+3.5,+2.55,+11.7,+15.2,+11.8,+11.7,+4.69
32,00714,群益道瓊美國地產,21.58,+0.15,+0.7,05/12,+1.3,+1.65,+1.65,+2.36,+2.46,+3.51,+6.96,+12.4,+10.2,+12.1,,+10.3
33,4720,德淵,26.95,+1.2,+4.66,05/12,+1.26,+0.9,-0.23,+0.82,-2.16,+0.57,-0.12,-1.28,-3.17,+0.88,+1.53,-1.15
34,3033,威健,44.45,+0.45,+1.02,05/12,+1.22,+0.91,+2.55,+4.24,+5.63,+9.52,+13.5,+13.6,+8.68,+10.1,+13.1,+11.7
35,00888,永豐台灣ESG,30.78,+0.78,+2.6,05/12,+1.22,+1.58,+1.37,+2.25,+7.37,+8.29,+8.15,+8.71,+11.3,+24.1,,+8.54
36,2342,茂矽,44.1,+1.05,+2.44,05/12,+1.2,+0.86,+0.38,+1.74,+3.61,+4.6,+4.56,+5.63,-1.85,+4.09,-12.7,+5.46
37,2374,佳能,82.4,+1.9,+2.36,05/12,+1.18,+1.49,+1.34,+1.23,+0.55,-0.24,-0.41,-5.24,-2.08,-1.86,-11.4,+1.58
38,2301,光寶科,234.5,+10.5,+4.69,05/12,+1.18,+1.59,+2.02,+4.11,+4.99,+7.75,+6.79,+13.2,+13.4,-5.1,-7.45,+8.42
39,00971,野村美國研發龍頭,16.56,+0.03,+0.18,05/12,+1.17,+1.64,+1.7,+2.18,+2.79,+5.08,+7.58,+7.92,+26.5,,,+7.86
40,00983A,主動中信ARK創新,11.86,+0.1,+0.85,05/12,+1.13,+1.7,+1.39,+2.64,+6.57,+10.5,+10.5,+9.49,,,,+10.9
41,00678,群益那斯達克生技,35.65,+0.07,+0.2,05/12,+1.09,+0.46,+0.12,+3.18,+2.91,+3.99,+3.99,+5.35,+16.6,+17,,+0.65
42,3714,富采,73.7,+5.8,+8.54,05/12,+1.09,+0.53,+0.86,+0.08,-2.7,-2.84,-1.2,-2.82,-5.18,-2.64,,-1.83
43,8289,泰藝,54.9,+4.95,+9.91,05/12,+1.08,+0.64,-0.3,-0.18,-0.14,+1.62,+1.65,+1.45,+1.41,+0.02,-0.11,+1.35
44,8358,金居,477,+15,+3.25,05/12,+1.07,+2.23,+2.8,+3.49,+6.07,+9.33,+13.2,+14.3,+21.1,+15.9,+23.5,+14.4
45,1714,和桐,10.25,+0.44,+4.49,05/12,+1.07,+1.43,+1.44,+1.28,+0.99,+0.31,+2.85,+4.33,+4.09,+2.75,+4.75,+4.05
46,2467,志聖,649,+59,+10,05/12,+1.04,+2,+2.07,+2.28,+0.6,+1.38,+4.82,+12.6,+9.62,+13.7,+12.9,+6.18
47,3481,群創,35.5,+3.2,+9.91,05/12,+1.03,+1.07,+2.28,+5.6,+7.35,+7.3,+9.81,+3.66,+1.61,+1.13,-22.9,+5.2
48,4741,泓瀚,65.2,+3.6,+5.84,05/12,+1.02,+0.44,-0.07,-0.84,+0.07,+0.09,-0.46,-0.15,-0.38,+0.11,,-0.27
49,3055,蔚華科,110,+10,+10,05/12,+1.02,+0.99,+1.27,+1.62,+1,+1.69,+2.36,+3.07,+1.86,-0.6,-0.63,+1.54
50,2455,全新,375,+15,+4.17,05/12,+0.99,+2.15,+2.42,+2.46,+3.71,+4.55,-1.15,-3.06,-2.7,-2.38,+2.33,-2.85
51,6215,和椿,126,+6.5,+5.44,05/12,+0.95,+1.52,+1.33,+1.34,+1.33,+1.03,+1.86,+1.73,-0.11,-4.17,-2.35,+2.27
52,2399,映泰,46.45,+1.65,+3.68,05/12,+0.91,+2.56,+1.89,+0.65,-0.77,-0.71,+1.59,+3.5,-5.69,+1.96,-12.4,+2.93
53,4540,全球傳動,68.9,-0.6,-0.86,05/12,+0.83,+0.68,-1.69,-0.9,-1.81,+5.31,+7.9,+6.38,+5.56,+6.29,,+6.52
54,00912,中信臺灣智慧50,31.05,+0.25,+0.81,05/12,+0.83,+1.18,+0.73,+1.14,+1.2,+1.34,+1.5,+1.1,+8.4,+8.46,,+1.25
55,2408,南亞科,321,+20,+6.64,05/12,+0.83,+1.38,+1.24,+1.91,+2.67,+2.57,+0.6,-1.62,+5.39,-3.1,-6.28,-0.84
56,4991,環宇-KY,740,+54,+7.87,05/12,+0.82,+1.53,+2.1,+1.26,+1,+1.42,+3.37,+4.32,+12.7,+8.81,-0.89,+0.89
57,1809,中釉,40.4,+0.8,+2.02,05/12,+0.79,+1.31,+1.59,+2.6,+3.85,+3.1,+4.27,+3.93,+2.38,+3.6,+1.76,+3.28
58,00955,中信日本商社,16.06,+0.4,+2.55,05/12,+0.79,+0.87,+0.91,+1.92,+4.47,+3.63,+3.88,+2.75,+3,,,+3.57
59,8438,昶昕,103.5,+4.8,+4.86,05/12,+0.77,+1.7,+1.77,+1.57,+1.72,+0.84,+3.04,+4.09,+3.76,+5.09,,+4.18
60,6903,巨漢,424,+19,+4.69,05/12,+0.77,+0.08,+0.19,+1.01,+0.34,+0.13,+1.63,+0.57,+2.73,,,+0.97
61,3006,晶豪科,220,-2,-0.9,05/12,+0.77,+1.32,+3.44,+5.33,+6.09,+5.83,+5.69,+14,+19.8,+23.2,+24.3,+5.33
62,1708,東鹼,41.75,+1.6,+3.99,05/12,+0.74,+2.01,+1.78,+1.2,+1.04,+3.28,+5.25,+9.58,+3.57,+13.8,+10,+7.46
63,6449,鈺邦,198.5,+18,+9.97,05/12,+0.72,+0.59,+1.1,+1.58,+2.32,+2.75,+2.95,+1.24,+1.47,+3.03,+5.21,+2.51
64,4722,國精化,258.5,+23.5,+10,05/12,+0.71,+0.61,+1.09,+1.31,+1.12,+1.54,+3.9,-0.04,-2.06,+0.85,-1.71,+3.45
65,5351,鈺創,83.8,+3.7,+4.62,05/12,+0.71,+1.61,+1.6,+2.85,+4.32,+1.52,+2.58,+2.84,+8.82,+12,+6.4,+5.68
66,2428,興勤,201.5,+8.5,+4.4,05/12,+0.69,+0.81,+1.28,+1.52,+2.05,+1.99,+4.56,+4.34,+0.84,+3.79,+2.88,+5.14
67,2478,大毅,80,+2.1,+2.7,05/12,+0.69,+0.66,+0.91,+1.16,+0.77,+4.48,+2.59,+6.1,+8.8,+9.9,+13.1,+5.88
68,00715L,期街口布蘭特正2,62.2,-0.35,-0.56,05/12,+0.69,+1.04,+0.56,-0.68,+0.53,+4.22,-8.42,+18.2,+104,+301,,+22.9
69,3149,正達,51.4,+0.9,+1.78,05/12,+0.69,+1.06,+0.94,+0.17,+1.07,-0.14,-5.65,+0.26,-2.98,-3.27,-8.03,+1.81
70,5284,jpp-KY,382,+15,+4.09,05/12,+0.68,+0.26,-0.19,-0.59,-2.89,-1.06,+2.42,-4.13,-1.75,-2.08,-1.52,-0.56
71,4939,亞電,39.45,-0.65,-1.62,05/12,+0.67,+0.49,-0.11,-0.25,-0.92,-3.68,-1.75,-1.9,-1.6,-1.79,-1.26,+2.41
72,3088,艾訊,132,+4,+3.12,05/12,+0.66,+0.8,+1.46,+1.97,+3.1,+3.85,+4.65,+4.19,-2.84,+1.91,-5.26,+5.14
73,3231,緯創,141.5,+2.5,+1.8,05/12,+0.64,-1.04,-0.81,+0.03,+0.36,+3.52,+4.37,-1.34,+0.99,-17.4,-8.25,-2.23
74,00737,國泰AI機器人,37.22,-0.16,-0.43,05/12,+0.64,+0.82,+0.97,+3.29,+5.77,+8.42,+8.82,+10.9,+18.5,+65.2,,+10.4
75,009812,野村日本東證,12.09,+0.08,+0.67,05/12,+0.63,+0.64,+0.64,+0.5,+0.26,+1,+0.97,+0.29,,,,+0.83
76,8105,凌巨,14.75,+1.3,+9.67,05/12,+0.63,+0.57,+0.51,+0.73,+0.98,+1.9,+3.77,+2.25,-0.2,-17.3,-2.11,+2.59
77,8021,尖點,471.5,+42.5,+9.91,05/12,+0.63,+0.64,+0.54,+0.52,+1.1,+1.81,+9.84,+18.9,+8.48,+11.6,+8.16,+8.84
78,6204,艾華,77,+4,+5.48,05/12,+0.63,+0.67,+0.52,-0.48,+0.46,-0.38,-0.94,+1.41,-0.92,-0.2,+0.19,+0.34
79,5285,界霖,74.5,+6.7,+9.88,05/12,+0.63,+0.85,+1.02,+1.2,+1.39,+1.84,+2.01,+3.66,+3.73,+3.62,+3.65,+3.11
80,8103,瀚荃,118,+2.5,+2.16,05/12,+0.62,+0.94,+0.8,+0.97,-0.12,+3.3,+4.29,+4.86,+10.1,+22.2,+18,+7.52
81,3141,晶宏,63,+5.7,+9.95,05/12,+0.61,+0.73,-0.01,+0.56,+1.21,+0.88,+1.29,-0.45,-2.05,+3.41,-1.39,+1.51
82,5228,鈺鎧,45.85,+4.15,+9.95,05/12,+0.61,+0.07,+0.03,+0.41,+0.19,+0.17,+1.26,+1.64,+1.58,+1.58,,+1.44
83,2344,華邦電,121.5,+4,+3.4,05/12,+0.61,+1,+0.65,+2.15,+3.1,+4.75,+1.57,-1.55,+9.9,+0.33,+0.82,-0.41
84,00984B,大華優利美A債15,16.26,-0.02,-0.12,05/12,+0.61,+2.88,+3.95,+6.56,+9.1,+18.6,+25.6,+22.8,+27.8,,,+25.3
85,6716,應廣,99.9,-4.1,-3.94,05/12,+0.59,+0.94,+1.35,+1.33,+1.98,+1.43,+2.76,+3.07,+2.53,+2.71,,+2.78
86,2367,燿華,64.8,+2.2,+3.51,05/12,+0.59,+0.99,+0.55,+0.91,-0.41,-0.03,-2.14,-2.8,-2.76,-1.33,-12.6,+1.65
87,6438,迅得,171.5,+0.5,+0.29,05/12,+0.59,+0.69,+0.61,-0.75,+0.26,+1.68,+2.54,-3.44,-6.02,-6.12,,-1.29
88,6187,萬潤,1220,+110,+9.91,05/12,+0.58,+0.74,+1.25,+1.23,-0.71,-4.35,+10.2,+19.6,+18.8,+30.8,+27.5,+16.5
89,4576,大銀微系統,258,+7.5,+2.99,05/12,+0.57,+2.04,+2.05,+2.44,-0.18,+1.15,+7.04,+7.4,+4.8,+5.91,,+6.7
90,3339,泰谷,52.3,-1.7,-3.15,05/12,+0.57,+1.67,+0.2,+0.33,+1.16,+3.03,+3.35,+5.24,+0.42,+0.02,-13.5,+4.81
91,8016,矽創,274,+5.5,+2.05,05/12,+0.57,+0.97,+0.76,+1.21,+2,+3.96,+5.24,+5.66,+3.88,+5.8,+3.22,+7.5
92,3518,柏騰,37.6,+0.6,+1.62,05/12,+0.57,+0.43,+0.37,+0.31,+0.59,+1.21,+1.23,+1.06,-0.5,+0.68,-0.67,+1.13
93,3034,聯詠,487,-9.5,-1.91,05/12,+0.56,+0.99,+1.33,+1.79,+1.85,+1.9,+6.08,+7.82,+7.12,-12.7,-22.9,+7.06
94,7795,長廣,400,+36,+9.89,05/12,+0.55,+0.76,+0.63,+0.69,+0.45,+2.53,+6.18,,,,,
95,00731,復華富時高息低波,74.4,-1,-1.33,05/12,+0.55,+0.57,+1.74,+3.77,+3.6,+6.32,+8.26,+20.5,+45.3,+60.2,,+18.4
96,6706,惠特,168.5,0,0,05/12,+0.54,-0.51,-2.65,-7.69,+2.42,+1.43,+10.1,+8.49,-3.85,+0.46,,+11.4
97,2851,中再保,34.1,+2.55,+8.08,05/12,+0.53,+0.66,+0.62,+0.67,+0.74,+0.5,+2.65,+4.88,+4.62,+6.15,+5.43,+3.56
98,6116,彩晶,10.65,+0.94,+9.68,05/12,+0.53,+0.38,+0.75,+1.78,+1.7,+2.56,+2.47,-1.29,-0.41,-0.21,-3.37,-1.62
99,00915,凱基優選高股息30,26.56,-0.11,-0.41,05/12,+0.53,+0.85,+1.32,+3.66,+5.06,+8.13,+8.9,+11.8,+22.3,-1.68,,+12.1
100,00966B,統一ESG投等債15+,13.85,-0.01,-0.07,05/12,+0.53,+1.62,+1.62,+2.16,+3.05,+5.21,+7.42,+6.5,+4.49,,,+6.82
101,3081,聯亞,3055,+275,+9.89,05/12,+0.52,+0.66,+0.91,+0.85,-0.78,-0.39,-3.61,+5.5,-6.59,+0.36,-7.25,-1.02
102,4977,眾達-KY,270.5,+24.5,+9.96,05/12,+0.52,+2.22,+2.22,+2.48,-0.01,-1.89,+5.92,+4.95,-13.5,-16.9,-39.7,+4.2
103,00930,永豐ESG低碳高息,21.87,-0.04,-0.18,05/12,+0.51,+0.67,+0.79,+3.19,+6.18,+15.6,+18.8,+24.7,+31.4,,,+23.7
104,6127,九豪,48.45,+0.95,+2,05/12,+0.51,+0.33,-1.02,-1.88,-2.03,-3.14,+0.04,-2.81,-2.73,-1,-1.1,+0.01
105,4551,智伸科,155.5,+7,+4.71,05/12,+0.5,+0.72,+0.67,+0.38,+1.01,+1.62,+1.8,+3.3,-0.41,+3.08,+5.55,+2.27
106,00909,國泰數位支付服務,48.68,+0.79,+1.65,05/12,+0.49,+0.98,+1.83,+3.82,+9.17,+23.7,+24.9,+30.2,+45.2,+35.3,,+37.2
107,8043,蜜望實,93.1,+8.4,+9.92,05/12,+0.49,+0.18,+0.46,+0.4,+0.1,-1.29,-1.37,+0.62,-0.96,+0.58,+0.07,+1.04
108,2484,希華,38.9,-0.7,-1.77,05/12,+0.49,+0.25,-2.22,-2.37,-3.07,-1.14,-0.21,-2.92,-2.99,+0.79,-2,-2.84
109,2316,楠梓電,135.5,+12,+9.72,05/12,+0.48,+1.66,+0.8,+1.93,+2.29,+0.3,+5.5,+8.23,+6.21,+7.75,+28.3,+3.25
110,2376,技嘉,321,-3.5,-1.08,05/12,+0.47,+0.67,+1.28,+2.43,+2.13,+6.12,+10.6,+2.68,+8.49,-6.72,-12,+6.81
111,6414,樺漢,362,+3,+0.84,05/12,+0.46,+1.08,+1.97,+2.81,+4.95,+11.3,+11.8,+8.69,+13.8,+15.5,+11.2,+11.8
112,00943,兆豐電子高息等權,19.47,+0.14,+0.72,05/12,+0.45,+0.59,+0.82,+3,+5.48,+13.6,+26.6,+27.4,+39,,,+27.9
113,3704,合勤控,37.05,+2,+5.71,05/12,+0.45,+0.51,+0.6,+0.88,+0.41,+2.76,+4.02,+2.47,-2.75,-7.09,+0.57,+2.49
114,00763U,期街口道瓊銅,34.74,+0.93,+2.75,05/12,+0.44,+0.7,+0.92,+1.32,+1.55,+5.72,+12.4,+17.5,+20.6,+30.1,,+16.9
115,5388,中磊,88.2,+0.9,+1.03,05/12,+0.44,+1.04,+3.68,+4.46,+4.94,+5.41,+1.86,-4.66,-1.03,-12.6,-11.2,-5.27
116,1802,台玻,71.1,+1.2,+1.72,05/12,+0.43,+0.09,-0.26,+0.04,-0.62,+1.37,-1.14,+1.06,+0.02,-1.8,-0.09,+2.2
117,6229,研通,30.45,+1.1,+3.75,05/12,+0.43,+0.29,+0.04,-0.25,+0.21,0,+0.18,-0.08,-0.44,+0.36,-2.93,-0.09
118,00733,富邦臺灣中小,68.7,+0.4,+0.59,05/12,+0.43,+4.02,+5.12,+6,+9.15,+13.3,+26.6,+36.9,+48.6,+23.6,,+36.3
119,3437,榮創,26.3,+0.6,+2.33,05/12,+0.42,+0.2,-0.15,+0.15,-2.44,-0.94,-1.68,-2.41,-2.7,-3.38,-6.76,-2.82
120,00910,第一金太空衛星,73.55,+2.05,+2.87,05/12,+0.42,+1.53,+0.81,+1.11,-0.38,+0.55,+0.3,+11.2,+10.8,+6.92,,+4.26
121,9939,宏全,122.5,+2.5,+2.08,05/12,+0.42,+1.05,+0.79,+0.42,+0.28,+1.72,+0.89,+0.32,-5.44,-12.6,+5.27,+1.31
122,00958B,永豐ESG銀行債15+,9.26,+0.01,+0.11,05/12,+0.42,+1.19,+1.2,+1.39,+2.62,+5.95,+9.03,+11.4,+11.2,,,+9
123,6435,大中,248.5,+17,+7.34,05/12,+0.42,+1.14,+0.81,+0.35,+0.37,+3.17,+2.66,+6.34,+5.82,+12.3,+12,+5.9
124,4949,有成精密,98.8,+3.4,+3.56,05/12,+0.42,+0.21,-0.2,-0.23,-2.33,-5.95,+0.39,-4.48,-2.1,,,-1.93
125,6284,佳邦,83.2,+1.2,+1.46,05/12,+0.42,+0.52,+0.79,+0.97,+0.31,+1.05,+0.23,+1.51,-0.69,+1.68,+1.16,+3.39
126,2606,裕民,63.9,-1.4,-2.14,05/12,+0.42,+0.58,+0.96,+1.54,+1.82,+1.66,+3.19,+5.36,+5.17,+1.89,+9.44,+6.44
127,3209,全科,66.5,+6,+9.92,05/12,+0.41,+1.48,+1.67,+1.53,+2,+4.76,+12,+15.8,+14,+16,+16.9,+14.8
128,3363,上詮,920,+67,+7.85,05/12,+0.4,+0.26,+0.41,+0.45,-0.48,-0.24,+0.51,+3.23,+3.81,+9.09,+7.93,-1.32
129,6173,信昌電,147,+13,+9.7,05/12,+0.4,+4.13,+5.74,+7.25,+6.91,+11.7,+12.3,+15.3,+13.2,+13.9,+14,+15
130,3234,光環,107,+9.5,+9.74,05/12,+0.4,+0.39,+0.55,+0.44,-0.86,-2.86,-3.36,+0.86,-1.25,+2.84,-2.87,+0.46
131,3605,宏致,81.8,-0.5,-0.61,05/12,+0.4,+0.29,+0.32,-1.77,+0.1,+0.58,-0.12,-2.06,-7.18,+1.81,-0.52,-2.44
132,2241,艾姆勒,34.25,+3.1,+9.95,05/12,+0.39,+0.63,+0.48,+0.35,+0.63,-0.41,-1.83,-2.02,+1.9,-6.4,,-2.31
133,00981D,主動中信非投等債,10.32,+0.01,+0.1,05/12,+0.39,+0.5,+0.53,+1.08,+2.73,+2.08,+4.78,-0.13,,,,+0.74
134,5291,邑昇,70.7,-0.8,-1.12,05/12,+0.38,-1.38,+0.14,-0.76,-1.82,-2.15,-1.56,-1.01,-1.09,-1.34,-0.95,-0.94
135,1717,長興,82.7,+1.9,+2.35,05/12,+0.38,+1.96,+1.06,+0.85,+0.11,-2.55,-1.56,-0.71,-4.47,-3.67,-1.56,-1.86
136,2498,宏達電,41.3,+1.05,+2.61,05/12,+0.38,+0.3,-0.35,-0.51,-0.31,-0.81,-0.25,-2.21,-4.83,-3.87,-21.1,+0.11
137,3042,晶技,149.5,-6,-3.86,05/12,+0.37,+1.55,+1.47,+0.95,+1.46,+2.7,+6.33,+8.27,+9.67,+7.41,-6.72,+7.85
138,3131,弘塑,3140,+50,+1.62,05/12,+0.37,+1.38,+1.13,+1.51,+1.58,+2.12,+11.4,+18.2,+17,+30.3,+31.2,+20.9
139,2305,全友,17.5,-0.05,-0.28,05/12,+0.37,+0.06,+0.59,+0.73,+1.1,+1.28,+1.74,+1.76,+2.35,+4.17,+3.47,+1.92
140,00926,凱基全球菁英55,24.88,+0.06,+0.24,05/12,+0.37,+0.35,+0.36,+0.34,+0.53,+0.74,+0.68,+6.52,+10.6,,,+8
141,6237,驊訊,43.7,-1.8,-3.96,05/12,+0.37,+0.08,+0.07,+0.25,+0.72,+1.57,+2.62,+3.74,+0.94,+2.02,+0.47,+2.91
142,2030,彰源,17.95,-0.05,-0.28,05/12,+0.37,+0.88,+0.89,+1.29,+1.18,+0.94,+1.13,+0.46,-0.04,+0.86,-0.01,+0.32
143,5328,華容,28.25,+0.2,+0.71,05/12,+0.36,-0.17,-1.46,+0.36,+1.16,+0.39,-5.3,+1.42,+0.3,+1.81,+2.08,+3.22
144,00701,國泰股利精選30,31.45,-0.16,-0.51,05/12,+0.36,+0.41,+0.42,+1.17,+1.53,+2.86,+4.1,+7.52,+8.37,+18.7,,+7.64
145,2049,上銀,367.5,+16.5,+4.7,05/12,+0.36,+1.54,+1.7,+2.18,+2.47,+5.32,+10.4,+10.2,+6.73,+4.04,+12.7,+12.9
146,3708,上緯投控,121.5,0,0,05/12,+0.36,+1.01,+0.83,+0.48,+0.47,+1.79,+2.84,+4.47,-3.61,-0.55,,+4.14
147,5493,三聯,90.4,+3.8,+4.39,05/12,+0.36,+0.42,+0.48,+0.41,+0.63,+0.88,-0.34,+0.99,+0.18,+0.12,+0.18,-1.07
148,00956,中信日經高股息,12.35,+0.1,+0.82,05/12,+0.35,+0.54,+0.23,+1.37,+1.48,+0.75,+1.27,+10.8,+15.7,,,+1.55
149,2369,菱生,31.2,+0.2,+0.65,05/12,+0.35,-0.09,-1.28,-1.32,+1.04,+1.55,+0.09,+2.81,+0.16,-0.1,-0.97,+0.78
150,6168,宏齊,26.85,+0.35,+1.32,05/12,+0.35,+0.44,+0.4,+0.59,-1.12,+0.18,-0.82,-1.14,-2.09,-5.6,-4.7,-1.46
151,2375,凱美,94.8,+3.3,+3.61,05/12,+0.35,+0.68,+0.36,+0.29,-0.18,-2.99,-2.92,+0.89,+3.01,+4.15,+4.12,+1.85
152,3455,由田,292,+6,+2.1,05/12,+0.35,+0.61,+0.66,-0.71,-1.35,-3.24,+6.82,+6.51,+3.27,+6.86,+9.72,+2.08
153,2402,毅嘉,70.8,+1.8,+2.61,05/12,+0.35,+0.43,+0.16,-0.15,-1.87,-3.17,-4.25,-2.77,+0.4,-12.2,-4.51,-6.31
154,2027,大成鋼,39.7,-0.25,-0.63,05/12,+0.34,+0.73,+1.23,+2.57,+4.07,+2.23,+0.42,-5.95,-9.44,+3.03,+1.68,+0.07
155,00897,富邦基因免疫生技,9.76,-0.03,-0.31,05/12,+0.34,+0.59,+0.26,+1.24,+1.79,+5.08,+8.7,+16.4,+25.3,+72.4,,+12.9
156,4571,鈞興-KY,194,-3.5,-1.77,05/12,+0.34,+1.08,+1.23,+1.52,+1.36,+1.26,+1.49,+1.93,-8.54,-5.79,,+1.57
157,00900,富邦特選高股息30,17.25,-0.01,-0.06,05/12,+0.34,+0.67,+1.01,+2.14,+3.91,+7.6,+8.66,+15.3,+15,+22.6,,+13.6
158,6683,雍智科技,2370,+100,+4.41,05/12,+0.34,+0.52,+0.69,+1.66,+0.71,+1.07,-3.73,+8.16,-3.96,+1.09,,+3.03
159,2464,盟立,118,-2,-1.67,05/12,+0.33,-0.71,-1.65,-1.18,-0.49,+8.7,+12.3,+13,+7.15,+1.51,-13.6,+12.8
160,3213,茂訊,114.5,-2,-1.72,05/12,+0.33,+0.2,+0.78,+1.2,+1.73,+2.32,+2.13,+1.49,+1.67,-2.48,+0.31,+1.73
