排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
31,3189,景碩,486,-36,-6.9,05/15,+0.09,+0.01,-0.2,-1.17,-1.86,-0.56,-1.45,+2.33,+3.67,+0.28,+3.79,+3.81
32,2476,鉅祥,115,-4,-3.36,05/15,+0.09,+0.09,+0.09,+0.09,+0.09,+0.18,+0.18,+0.18,+0.18,-0.05,+0.12,+0.18
33,9939,宏全,125,+4,+3.31,05/15,+0.08,+0.16,+0.14,+0.11,+0.15,-0.07,-0.17,-0.12,-0.2,+0.21,-0.11,-0.32
34,00713,元大台灣高息低波,55.4,-0.15,-0.27,05/15,+0.08,+0.08,+0.08,+0.09,+0.08,+0.14,+0.12,-0.04,-0.99,+0.23,,+0.04
35,5536,聖暉*,1025,+15,+1.49,05/15,+0.08,+0.35,+0.46,+0.36,+0.18,-0.93,-0.2,+0.7,+5.01,+7.98,+7.86,-2.54
36,2727,王品,236.5,-0.5,-0.21,05/15,+0.08,+0.1,+0.1,+0.15,+0.27,+0.45,+0.54,+0.48,-1.98,-3.27,+0.64,+0.47
37,3526,凡甲,374,-12,-3.11,05/15,+0.07,+0.07,+0.04,-0.18,+1.01,+1.64,+0.81,+1.38,-0.29,+3.66,+3.32,+1.24
38,1215,卜蜂,140,+1.5,+1.08,05/15,+0.07,+0.14,+0.15,+0.15,+0.08,-0.31,+0.21,+5.71,+4.38,+9.04,+7.38,+0.88
39,2489,瑞軒,40.35,-0.2,-0.49,05/15,+0.07,+0.07,+0.07,+0.07,+0.07,-1.75,+0.71,+0.71,+0.71,+0.72,+0.54,+0.71
40,5534,長虹,76.3,-0.3,-0.39,05/15,+0.06,+0.13,+0.13,+0.26,+0.62,+0.78,+0.76,+0.76,-0.01,+0.76,-0.16,+0.76
41,4938,和碩,76.5,-0.5,-0.65,05/15,+0.06,+0.05,+0.09,+0.03,-0.09,+0.09,-0.23,-4.1,-6.65,+0.33,-0.17,-2.07
42,2393,億光,62.5,-3.2,-4.87,05/15,+0.06,+0.05,+0.04,+0.06,+0.58,+0.43,-0.69,-12.9,-17.9,+5.54,+5.27,-1.18
43,2360,致茂,2240,-20,-0.88,05/15,+0.06,-0.03,-0.04,+0.09,+0.2,-0.07,+1.38,+2.12,+5.75,+5.83,+5.86,+1.02
44,6139,亞翔,693,-27,-3.75,05/15,+0.06,+0.07,+0.08,-0.21,-0.1,-0.84,-1.32,-1.13,-0.43,+2.4,+2.5,-0.47
45,3491,昇達科,1690,+65,+4,05/15,+0.05,-0.02,-0.07,+0.47,+0.25,+0.41,+0.38,+0.43,-3.38,+5.41,+2.47,-0.05
46,00935,野村臺灣新科技50,53.2,-1.5,-2.74,05/15,+0.05,+0.07,+0.11,+0.18,+0.32,+0.18,-3.67,+3.07,+3.07,,,+3.07
47,2347,聯強,82.4,-0.9,-1.08,05/15,+0.05,+0.1,+0.07,+0.02,-0.1,+0.25,+0.13,-5.07,-6.73,-5.11,+1.5,-1.37
48,6257,矽格,217,+6.5,+3.09,05/15,+0.05,+0.05,+0.03,+0.24,+0.37,-1.79,-2.48,-5.74,-1.07,+7.02,+7.09,-1.86
49,3034,聯詠,466.5,-26.5,-5.38,05/15,+0.05,+0.03,+0.04,-0.02,+0.1,-0.03,-2.6,-6.21,-16.2,+6.96,+12.8,-4.55
50,2204,中華,52,-0.2,-0.38,05/15,+0.04,+0.08,+0.08,+0.1,+0.34,+0.44,+0.34,-0.16,-1.18,-4.91,+1.41,+0.01
51,3017,奇鋐,2455,-100,-3.91,05/15,+0.04,+0.12,+0.47,+0.83,-0.43,+0.13,+1.45,-1.19,+1.29,-10.4,+4.7,-0.9
52,1785,光洋科,153,+4,+2.68,05/15,+0.04,+0.05,+0.06,+0.08,+0.23,+0.24,+0.24,+1.5,+1.42,+1.55,+1.5,+0.25
53,9907,統一實,16.1,-0.3,-1.83,05/15,+0.04,+0.07,+0.05,+0.06,+0.22,+0.12,-0.01,+0.05,+0.2,+0.1,+0.1,+0.2
54,2472,立隆電,217,-14.5,-6.26,05/15,+0.04,+0.14,+0.15,+1.23,+1.3,+1.74,+1.53,+2.05,+1.09,+2.38,+2.78,-0.15
55,6831,邁科,725,+3,+0.42,05/15,+0.04,+0.39,+0.78,+0.78,+0.95,+0.6,+0.51,,,,,-0.17
56,2855,統一證,40.8,+0.65,+1.62,05/15,+0.03,+0.03,+0.03,+0.06,+0.13,+0.21,+0.33,+0.18,-0.4,+0.52,+0.42,+0.19
57,2467,志聖,587,-23,-3.77,05/15,+0.03,+0.04,+0.05,+0.04,-0.54,-0.4,+1.07,+1.79,+1.79,+2.05,+2.05,+1.39
58,3044,健鼎,477.5,-34.5,-6.74,05/15,+0.03,+0.04,+0.02,+0.05,+0.22,-0.17,-0.79,-6.45,-9.37,+1.34,+3.09,-2.48
59,6584,南俊國際,658,-9,-1.35,05/15,+0.03,+0.03,-0.37,-0.64,-0.74,+0.47,+2.07,-0.27,+3.3,,,+0.37
60,2072,世紀風電,180,+8.5,+4.96,05/15,+0.03,+0.03,+0.03,+0.03,+0.07,+0.37,,,,,,
61,5521,工信,10.25,-0.35,-3.3,05/15,+0.03,+0.03,+0.03,+0.03,+0.03,+0.03,+0.03,+0.03,-0.41,+0.03,-0.02,+0.03
62,3211,順達,359.5,-16,-4.26,05/15,+0.03,-0.46,-1.19,-0.99,-1.04,-7.95,-5.27,-6.2,-7.74,+13,+13,-9.78
63,2542,興富發,43.75,+0.6,+1.39,05/15,+0.03,+0.03,+0.03,+0.03,+0.03,-0.67,-0.76,-1.51,-0.31,-3.51,-4.05,-1.15
64,6415,矽力*-KY,468,-35,-6.96,05/15,+0.03,+0.11,+0.13,+0.33,+0.31,+1.31,+1.01,+2.22,+1.04,+0.07,-1.19,+2.23
65,1605,華新,34.9,-0.7,-1.97,05/15,+0.03,+0.05,+0.08,+0.1,+0.1,+0.06,-0.35,-0.66,-0.14,-3.52,-4.15,-0.77
66,6488,環球晶,710,-78,-9.9,05/15,+0.02,+0.03,+0.05,+0.13,+0.73,+1.3,+1.73,+5.55,+3.17,+5.71,+5.85,+5.03
67,6640,均華,1370,-90,-6.16,05/15,+0.02,+0.02,+0.07,+0.15,+0.16,+1.6,+2.24,+2.86,+2.98,+2.98,,+2.39
68,3004,豐達科,121,+4,+3.42,05/15,+0.02,+0.07,+0.07,+0.07,+0.07,+0.07,+0.12,-2.12,+0.7,+0.59,-1.08,+0.21
69,3105,穩懋,458.5,-25,-5.17,05/15,+0.02,-0.05,-0.19,-0.19,-0.39,-0.76,+4.5,+6.23,+5.59,+5.22,-5.71,+5.8
70,3030,德律,395,-7.5,-1.86,05/15,+0.02,+0.03,+0.03,+0.03,+0.08,-0.18,+0.29,-6.45,+0.57,+0.57,+0.61,+0.45
71,4739,康普,96.3,-5.2,-5.12,05/15,+0.02,+0.02,+0.02,+0.02,+0.02,+0.01,+0.03,-0.07,0,+0.21,+0.12,-0.08
72,4991,環宇-KY,642,-66,-9.32,05/15,+0.01,+0.01,+0.01,-0.03,-1.04,-0.82,+1.4,+1.27,+3.92,+8.84,+3.98,+0.19
73,9917,中保科,112,-1,-0.88,05/15,+0.01,+0.02,+0.04,+0.04,0,-0.01,-0.12,-0.05,-0.08,+0.09,-0.03,-0.2
74,1477,聚陽,218,-5,-2.24,05/15,+0.01,0,+0.19,+0.22,+0.88,-0.22,+0.25,-5.15,-0.95,+6,+6.84,-0.79
75,00878,國泰永續高股息,27.9,-0.22,-0.78,05/15,+0.01,+0.01,+0.01,+0.01,+0.01,+0.04,+0.03,+0.03,+0.06,+0.16,,+0.03
76,2330,台積電,2265,-5,-0.22,05/15,+0.01,+0.04,+0.06,+0.09,+0.12,+0.15,+0.21,+0.33,+0.32,+0.55,+0.87,+0.27
77,1560,中砂,642,-8,-1.23,05/15,+0.01,+0.03,+0.03,+0.09,+0.29,-0.43,-2.69,-2.24,-3.63,+2.14,+3,-3.45
78,2548,華固,126.5,0,0,05/15,+0.01,-0.12,-0.13,-0.07,+0.46,+0.58,+0.8,+0.98,-0.7,-0.06,-0.39,+0.86
79,5274,信驊,17195,-615,-3.45,05/15,+0.01,+0.04,+0.01,+0.2,+0.39,+0.7,+2.01,+5.45,+5.41,+1.92,-1.64,+3.14
80,3711,日月光投控,547,-1,-0.18,05/15,+0.01,0,+0.06,+0.19,+0.34,+0.5,+0.67,-1.25,-3.51,+1.19,,+0.67
81,3529,力旺,3830,-90,-2.3,05/15,+0.01,+0.03,-0.23,-0.16,+0.22,+0.19,+1.31,+1.22,-0.29,-1.46,+6.14,+2.17
82,0056,元大高股息,44.45,-0.7,-1.55,05/15,+0.01,+0.01,+0.01,+0.02,+0.02,+0.04,+0.06,+0.07,+0.05,+0.09,+0.79,+0.06
83,5471,松翰,50.8,-0.5,-0.97,05/15,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,-0.34,0,+0.02,+0.01
84,5904,寶雅,546,-7,-1.27,05/15,+0.01,+0.01,+0.01,+0.01,+0.05,-0.06,+0.13,+0.41,-10.2,-0.89,-0.42,+0.38
85,1733,五鼎,28.75,-0.05,-0.17,05/15,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,-0.26,+0.01,+0.05,-0.59,-0.25
86,2023,燁輝,13.9,-0.05,-0.36,05/15,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,-0.01,-0.01,-0.01,+0.01,-0.01
87,8299,群聯,2650,-230,-7.99,05/15,+0.01,-0.1,-0.34,-0.05,+0.66,-0.22,-0.78,-2.69,-1.77,-0.38,-0.24,-0.02
88,1304,台聚,12.25,-0.5,-3.92,05/15,0,0,0,0,0,0,0,0,0,-0.68,+0.05,0
89,2313,華通,235.5,-10,-4.07,05/15,0,+0.03,-0.08,+0.17,+0.19,-1.18,-0.35,+2.38,+1.44,+1.2,+2.86,+1.98
90,3293,鈊象,721,-3,-0.41,05/15,0,0,0,-0.03,-0.02,-0.44,-0.72,+3.83,+1.99,+1.61,-2.2,-1.3
91,5269,祥碩,1455,-10,-0.68,05/15,0,+0.01,+0.01,+0.37,+0.4,+0.33,+0.1,+0.66,-8.79,-5.17,+0.18,+0.58
92,2449,京元電子,299.5,+3.5,+1.18,05/15,0,-0.11,-0.11,-0.88,-0.86,-2.58,-1.03,+0.92,+1.99,+3.9,-3.64,-1.37
93,2379,瑞昱,536,-38,-6.62,05/15,0,-0.02,-0.01,-0.04,-0.08,-1,-3.33,-4.25,-6.33,+0.34,+3.67,-4.31
94,3406,玉晶光,588,+28,+5,05/15,0,-0.03,-0.06,-0.12,-0.22,-4.49,-2.43,-0.59,-0.95,+1.7,+4.05,-3.46
95,1737,臺鹽,31.45,-0.05,-0.16,05/15,0,0,0,0,0,0,0,0,0,0,-0.04,0
96,7750,新代,2555,-190,-6.92,05/15,0,+0.01,+0.01,+0.01,+0.01,+0.18,+0.27,+0.22,,,,+0.25
97,2317,鴻海,248.5,+4,+1.64,05/15,0,0,-0.03,-0.11,-0.05,0,+0.05,-0.61,0,+0.12,+1.16,-0.21
98,3533,嘉澤,2330,-120,-4.9,05/15,0,-0.32,-1.1,-0.94,-0.86,-0.33,+2.74,+2.95,-0.58,-8.84,+2.84,+4.28
99,6789,采鈺,587,+14,+2.44,05/15,0,0,+0.01,0,+0.08,+0.02,+0.22,+0.36,+0.53,+0.61,,+0.32
100,6885,全福生技,22,+0.6,+2.8,05/15,0,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,,,+0.01
101,1519,華城,823,-47,-5.4,05/15,0,-0.02,-0.02,-0.02,-0.03,-0.01,-0.97,-0.22,-0.34,-4.37,-0.11,-1
102,1455,集盛,7.94,-0.16,-1.98,05/15,0,0,0,0,0,0,0,0,0,+0.05,-0.14,0
103,6274,台燿,1305,-145,-10,05/15,0,-0.31,-0.31,-0.42,+1.07,+1.47,-6.69,-2.74,+5.66,+10.9,+4.78,-8.68
104,3231,緯創,135.5,-2.5,-1.81,05/15,0,-0.01,-0.01,-0.02,-0.03,+0.04,-0.09,-1.98,-2.42,-1.56,+0.68,-0.62
105,6582,申豐,30.65,-0.1,-0.33,05/15,0,0,0,0,0,0,0,0,0,0,,0
106,3045,台灣大,114.5,-0.5,-0.43,05/15,0,+0.02,0,-0.02,-0.09,-0.15,-0.39,+3.25,-1.13,+7.12,+9.64,-0.75
107,9945,潤泰新,23,-0.15,-0.65,05/15,0,0,0,0,0,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.69
108,2498,宏達電,45.3,+1.2,+2.72,05/15,0,0,0,+0.06,+0.06,+0.03,+0.02,+0.05,+0.05,-0.07,+0.05,+0.05
109,2460,建通,32,-1.6,-4.76,05/15,0,0,0,0,0,0,0,0,0,0,0,0
110,2412,中華電,138,+0.5,+0.36,05/15,0,0,+0.02,+0.02,+0.03,-0.04,-0.11,-0.1,-0.59,+0.44,+1.13,-0.02
111,4919,新唐,154.5,-5.5,-3.44,05/15,0,0,0,0,+0.01,+0.02,+0.04,+0.05,-0.07,-4.95,-2.2,+0.05
112,1402,遠東新,26.45,-0.3,-1.12,05/15,0,-0.01,-0.01,0,-0.01,-0.06,-0.57,-1.48,-5.09,-3.77,+2.42,-1.13
113,2530,華建,21,-0.05,-0.24,05/15,0,0,0,0,-0.02,-0.07,-0.09,+0.18,+0.18,+0.18,+0.18,+0.16
114,00400A,主動國泰動能高息,13.2,-0.59,-4.28,05/15,0,0,0,0,0,0,,,,,,
115,00401A,主動摩根台灣鑫收,12.38,-0.4,-3.13,05/15,0,0,0,0,0,0,,,,,,
116,00403A,主動統一升級50,10,-0.24,-2.34,05/15,0,0,0,,,,,,,,,
117,0051,元大中型100,129.1,-3.35,-2.53,05/15,0,0,0,0,0,0,0,0,0,0,0,0
118,0052,富邦科技,55.95,-0.65,-1.15,05/15,0,-0.01,-0.02,-0.03,-0.05,-0.22,-0.7,+0.25,+0.22,+0.2,+0.48,+0.05
119,0053,元大電子,221.3,-2.5,-1.12,05/15,0,0,0,0,0,0,0,0,0,0,0,0
120,0055,元大MSCI金融,33.66,0,0,05/15,0,0,0,0,0,0,0,0,-0.39,0,0,0
121,0057,富邦摩台,286.45,-0.65,-0.23,05/15,0,0,0,0,0,0,0,0,0,0,0,0
122,0061,元大寶滬深,25,-0.34,-1.34,05/15,0,0,0,0,0,0,0,-1.16,-1.16,-1.16,-11.6,-1.16
123,006201,元大富櫃50,46.93,-2.1,-4.28,05/15,0,-0.11,+0.06,-0.04,+0.39,+0.44,-0.54,-3.25,-7.27,-11.8,-82,-2.39
124,006203,元大MSCI台灣,173.1,-2.05,-1.17,05/15,0,0,0,0,0,0,0,0,0,0,0,0
125,006204,永豐臺灣加權,205.15,-3.25,-1.56,05/15,0,0,0,0,0,0,0,0,0,0,0,0
126,006205,富邦上証,41.23,-0.79,-1.88,05/15,0,0,0,0,0,0,-0.67,-0.67,-0.67,-2.64,-52.7,-0.67
127,006206,元大上證50,37.33,-0.71,-1.87,05/15,0,0,0,0,0,0,0,0,0,0,-1.85,0
128,006207,復華滬深,33.52,-0.52,-1.53,05/15,0,0,0,0,0,0,0,0,0,0,+1.61,0
129,006208,富邦台50,220.4,-2.1,-0.94,05/15,0,0,0,0,0,0,-0.02,-0.02,+0.19,+0.46,+0.5,-0.03
130,00625K,富邦上証+R,9.08,+0.01,+0.11,05/15,0,0,0,0,0,0,0,0,0,0,,0
131,00631L,元大台灣50正2,31.26,-0.7,-2.19,05/15,0,0,0,0,0,-0.04,-0.21,-0.2,-0.2,-0.2,-0.2,-0.2
132,00632R,元大台灣50反1,11.46,+0.14,+1.24,05/15,0,0,0,0,0,-0.06,-0.06,0,0,0,-0.18,-0.06
133,00633L,富邦上証正2,52.65,-1.5,-2.77,05/15,0,0,0,0,0,0,0,0,0,0,0,0
134,00634R,富邦上証反1,3.06,+0.04,+1.32,05/15,0,0,0,0,0,0,0,0,0,0,-1.61,0
135,00635U,期元大S&P黃金,48.05,-1.17,-2.38,05/15,0,0,0,0,0,0,0,0,-0.87,0,0,0
136,00636,國泰中國A50,28.68,-0.39,-1.34,05/15,0,0,0,0,0,0,0,0,-0.14,+0.85,+0.62,0
137,00636K,國泰中國A50+U,9.23,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
138,00637L,元大滬深300正2,21.75,-0.58,-2.6,05/15,0,0,0,0,0,0,0,0,-0.05,-0.55,-0.06,0
139,00638R,元大滬深300反1,6.52,+0.07,+1.09,05/15,0,0,0,0,0,0,0,0,0,0,0,0
140,00639,富邦深100,17.91,-0.24,-1.32,05/15,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
141,00640L,富邦日本正2,97.4,-1.75,-1.77,05/15,0,0,0,0,0,0,0,0,0,0,0,0
142,00641R,富邦日本反1,3.94,+0.04,+1.03,05/15,0,0,0,0,0,0,0,0,0,0,0,0
143,00642U,期元大S&P石油,31,+0.31,+1.01,05/15,0,0,0,0,0,0,0,0,0,0,-0.23,0
144,00643,群益深証中小,20.22,-0.39,-1.89,05/15,0,0,0,0,0,0,0,0,0,0,-1.71,0
145,00643K,群益深証中小+R,4.43,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
146,00645,富邦日本,54.35,-0.4,-0.73,05/15,0,0,0,0,0,0,0,0,0,+0.39,+0.32,0
147,00646,元大S&P500,73.95,+0.1,+0.14,05/15,0,0,+0.01,+0.01,+0.05,+0.06,+0.41,+0.55,+0.23,+0.23,+0.23,+0.58
148,00647L,元大S&P500正2,133.45,+0.3,+0.23,05/15,0,0,0,0,0,0,0,0,0,0,0,0
149,00648R,元大S&P500反1,4.01,-0.01,-0.25,05/15,0,0,0,0,0,0,0,0,0,0,0,0
150,00650L,復華香港正2,17.69,-0.65,-3.54,05/15,0,0,0,0,0,0,0,0,0,0,0,0
151,00651R,復華香港反1,5.15,+0.07,+1.38,05/15,0,0,0,0,0,0,0,0,0,0,0,0
152,00652,富邦印度,32.36,+0.4,+1.25,05/15,0,0,0,0,0,0,0,0,0,-0.35,0,0
153,00653L,富邦印度正2,45.76,+1.37,+3.09,05/15,0,0,0,0,0,0,0,0,0,-0.11,0,0
154,00654R,富邦印度反1,6.85,-0.09,-1.3,05/15,0,0,0,0,0,0,0,0,0,0,0,0
155,00655L,國泰中國A50正2,36.71,-1.03,-2.73,05/15,0,0,0,0,0,0,0,0,0,-0.14,-0.14,0
156,00656R,國泰中國A50反1,5.78,+0.03,+0.52,05/15,0,0,0,0,0,0,0,0,0,0,0,0
157,00657,國泰日經225,72.45,-1.65,-2.23,05/15,0,0,0,0,0,0,0,0,0,0,0,0
158,00657K,國泰日經225+U,23.77,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
159,00660,元大歐洲50,42.53,-0.17,-0.4,05/15,0,0,0,0,0,0,0,0,0,0,,0
160,00661,元大日經225,79.4,-1.8,-2.22,05/15,0,0,0,0,0,0,0,0,0,0,,0
161,00663L,國泰臺灣加權正2,89.8,-2.25,-2.44,05/15,0,0,0,0,0,0,0,0,0,0,,0
162,00664R,國泰臺灣加權反1,1.85,+0.03,+1.65,05/15,0,0,0,0,0,0,0,0,0,0,,0
163,00665L,富邦恒生國企正2,9.98,-0.41,-3.95,05/15,0,0,0,0,0,0,0,0,0,0,,0
164,00666R,富邦恒生國企反1,8.93,+0.18,+2.06,05/15,0,0,0,0,0,0,0,0,0,0,,0
165,00668,國泰美國道瓊,57.3,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
166,00668K,國泰美國道瓊+U,18.16,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
167,00669R,國泰美國道瓊反1,5.53,+0.02,+0.36,05/15,0,0,0,0,0,0,0,0,0,0,,0
168,00670L,富邦NASDAQ正2,206.6,-2.25,-1.08,05/15,0,0,0,0,0,0,0,0,0,0,,0
169,00671R,富邦NASDAQ反1,2.47,+0.02,+0.82,05/15,0,0,0,0,0,0,0,0,0,0,,0
170,00673R,期元大S&P原油反1,11.85,-0.12,-1,05/15,0,0,0,0,0,0,0,0,0,0,,0
171,00674R,期元大S&P黃金反1,26.97,+0.67,+2.55,05/15,0,0,0,0,0,0,0,0,0,0,,0
172,00675L,富邦臺灣加權正2,271.05,-7.35,-2.64,05/15,0,0,0,0,0,0,0,0,0,0,,0
173,00676R,富邦臺灣加權反1,6.29,+0.08,+1.29,05/15,0,0,0,0,0,0,0,0,0,0,,0
174,00678,群益那斯達克生技,35.97,-0.36,-0.99,05/15,0,0,0,0,0,0,0,0,0,0,,0
175,00679B,元大美債20年,26.41,-0.17,-0.64,05/15,0,0,0,0,0,0,0,0,-0.23,0,,0
176,00680L,元大美債20正2,6.72,-0.08,-1.18,05/15,0,0,0,0,0,0,0,0,0,-0.31,,0
177,00681R,元大美債20反1,21.32,+0.06,+0.28,05/15,0,0,0,0,0,0,0,0,0,0,,0
178,00682U,期元大美元指數,20.17,-0.06,-0.3,05/15,0,0,0,0,0,0,0,0,0,0,,0
179,00683L,期元大美元指正2,21.19,+0.24,+1.15,05/15,0,0,0,0,0,0,0,0,0,0,,0
180,00684R,期元大美元指反1,15.34,0,0,05/15,0,0,0,0,0,0,0,0,0,0,,0
181,00685L,群益臺灣加權正2,245.35,-6.5,-2.58,05/15,0,0,0,0,0,0,0,0,0,0,,0
182,00686R,群益臺灣加權反1,1.13,+0.01,+0.89,05/15,0,0,0,0,0,0,0,0,0,0,,0
183,00687B,國泰20年美債,27.45,-0.17,-0.62,05/15,0,0,0,0,0,0,0,0,-0.31,+0.02,,0
184,00687C,國泰20年美債+櫃U,9.21,-0.03,-0.32,05/15,0,0,0,0,0,0,0,0,0,,,0
185,00688L,國泰20年美債正2,6.7,-0.08,-1.18,05/15,0,0,0,0,0,0,0,0,0,0,,0
186,00689R,國泰20年美債反1,22.24,+0.09,+0.41,05/15,0,0,0,0,0,0,0,0,0,0,,0
187,00690,兆豐藍籌30,71.9,-1.6,-2.18,05/15,0,0,0,0,0,0,0,0,0,0,,0
188,00692,富邦公司治理,83,-0.8,-0.95,05/15,0,0,0,0,0,+0.02,+0.02,+0.02,+0.02,+0.02,,+0.02
