排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
23,3081,聯亞,2745,+105,+3.98,05/04,+0.14,+0.22,+0.21,-1.72,-1.84,-3.03,+1.75,+6.08,+9.53,+16,+12.3,+4.26
24,9941,裕融,76.1,-1,-1.3,05/04,+0.13,+0.19,+0.21,+0.24,+0.14,+0.14,-2.61,-3.13,-5.24,-1.67,-1.95,-3.21
25,6223,旺矽,5165,+240,+4.87,05/04,+0.13,+0.13,+0.13,+0.18,-0.19,+0.07,+0.31,-1.07,+7.56,+16.1,+13.1,-0.73
26,4915,致伸,74.2,+0.9,+1.23,05/04,+0.12,+0.08,0,-0.04,-0.78,-1.34,-1.69,-2.24,-7.63,+13.4,+14.1,-1.05
27,4105,東洋,73.8,-0.4,-0.54,05/04,+0.12,+0.29,+0.34,+0.44,+0.44,+0.44,+0.43,+0.34,+0.3,+0.19,-7.39,+0.42
28,6525,捷敏-KY,95.9,+3.5,+3.79,05/04,+0.12,+0.24,+0.24,+0.24,+0.25,+0.25,+0.25,+0.24,+0.23,-0.08,-0.36,+0.24
29,2753,八方雲集,178.5,+1,+0.56,05/04,+0.12,+0.23,+0.33,+0.33,+0.33,+0.33,+0.33,+0.12,-0.51,-1.37,,+0.14
30,3029,零壹,101.5,-0.5,-0.49,05/04,+0.12,+0.36,+0.36,+0.36,+0.35,+0.34,+0.28,+0.31,-0.25,+0.06,+0.42,+0.21
31,6279,胡連,106,-1.5,-1.4,05/04,+0.11,+0.23,+0.23,+0.22,+0.16,-0.13,-0.2,-0.48,-5.53,-0.63,-4.26,-0.64
32,3163,波若威,1255,+110,+9.61,05/04,+0.11,+0.11,-0.07,-1.15,+0.1,+3.84,+6.49,+12.6,+4.91,+13,+11.8,+9.66
33,1477,聚陽,211,-0.5,-0.24,05/04,+0.11,+0.11,+0.12,+0.14,-0.65,-0.87,-0.42,-6.19,-2.04,+5.35,+6.04,-1.36
34,3033,威健,37.9,+2.15,+6.01,05/04,+0.11,+0.22,+0.22,+0.22,+0.21,+0.19,+0.16,-0.67,-1.79,+0.44,+0.5,+0.03
35,2031,新光鋼,40.7,+0.05,+0.12,05/04,+0.11,+0.22,+0.31,+0.31,+0.31,+0.3,+0.3,+0.35,-0.02,-5.32,+0.39,+0.35
36,5534,長虹,77.8,0,0,05/04,+0.11,+0.15,+0.19,+0.28,+0.28,+0.28,+0.25,+0.25,-0.46,+0.25,-0.66,+0.25
37,2393,億光,71.7,+0.6,+0.84,05/04,+0.11,+0.09,+0.09,+0.01,-0.03,-0.16,-1.31,-14,-17.9,+5.04,+4.78,-1.67
38,3218,大學光,138,+2,+1.47,05/04,+0.11,+0.21,+0.31,+0.4,+0.4,+0.4,+0.4,+0.4,+0.45,-2.81,+0.36,+0.4
39,6189,豐藝,49.25,+1.3,+2.71,05/04,+0.11,+0.2,+0.27,+0.35,+0.34,+0.32,+0.3,+0.52,-2.24,+0.53,+0.51,+0.33
40,2727,王品,229,+2.5,+1.1,05/04,+0.1,+0.15,+0.21,+0.31,+0.29,+0.16,+0.35,-0.05,-2.16,-3.44,+0.4,+0.31
41,3189,景碩,531,+3,+0.57,05/04,+0.1,+0.14,+0.28,+0.69,+1.42,+0.54,+1.81,+4.14,+5.66,+2.26,+5.76,+5.8
42,2313,華通,268.5,+24,+9.82,05/04,+0.1,+0.35,+0.24,+0.18,-0.61,-1.58,+0.73,+2.3,+1.83,+1.56,+2.39,+2.28
43,2480,敦陽科,146.5,+3.5,+2.45,05/04,+0.09,+0.19,+0.28,+0.28,+0.28,+0.26,+0.25,+0.04,+0.43,+0.46,+0.4,+0.19
44,6831,邁科,473,-1.5,-0.32,05/04,+0.09,-0.04,-0.04,-0.04,-0.28,-0.37,+0.47,,,,,-0.32
45,6670,復盛應用,256,+5,+1.99,05/04,+0.09,+0.09,+0.11,+0.15,-0.44,-0.53,-0.19,-4.41,+0.36,+7.18,,-0.64
46,1608,華榮,33.6,+0.9,+2.75,05/04,+0.09,+0.18,+0.18,+0.18,+0.17,+0.17,+0.16,+0.27,+0.37,+0.38,+0.38,+0.07
47,6830,汎銓,925,+75,+8.82,05/04,+0.09,+0.14,+0.34,+0.48,+0.48,+0.56,+2.19,+2.38,+2.38,+1.68,,+2.38
48,1307,三芳,31.55,-0.15,-0.47,05/04,+0.09,+0.16,+0.24,+0.24,+0.24,+0.24,+0.24,-0.07,+0.13,+0.43,+0.31,+0.2
49,5439,高技,392.5,+10,+2.61,05/04,+0.09,+0.08,+0.08,+2.34,+0.8,+4.75,+1.58,+8.42,+10.1,+10.2,+9.97,+3.27
50,8155,博智,415,-1,-0.24,05/04,+0.08,+0.36,+0.43,+1.59,+1.59,+1.56,+0.45,+0.66,+1.63,-11.7,+2.05,+0.4
51,1612,宏泰,36.45,+0.8,+2.24,05/04,+0.08,+0.16,+0.22,+0.28,+0.28,+0.28,+0.28,+0.28,+0.28,+0.3,+0.27,+0.28
52,6669,緯穎,4860,+185,+3.96,05/04,+0.07,+0.09,+0.2,+0.93,+1.99,+2.14,+1.13,+0.43,+0.54,+2.43,,-0.36
53,8046,南電,986,-19,-1.89,05/04,+0.07,+0.18,+0.23,+0.59,+1.26,+2.14,+5.57,+5.55,+8.47,+3.53,+8.28,+8.45
54,2360,致茂,2310,+190,+8.96,05/04,+0.07,+0.1,+0.14,-0.22,-0.35,+0.24,+1.29,+1.74,+5.99,+5.77,+5.84,+0.95
55,1319,東陽,75,+0.2,+0.27,05/04,+0.07,+0.09,0,+0.02,-0.17,-0.8,-1.92,-1.42,-7.13,+6.9,+3.28,-1.83
56,2204,中華,54.5,+0.4,+0.74,05/04,+0.07,+0.11,+0.14,+0.2,+0.1,+0.06,-0.02,-0.41,-1.35,-4.71,+1.06,-0.34
57,3037,欣興,911,+28,+3.17,05/04,+0.07,+0.12,+0.09,-0.01,-0.07,+1.79,+3.93,+6.35,+7.85,+4.7,+9.47,+5.83
58,9907,統一實,17.65,+0.1,+0.57,05/04,+0.06,+0.09,+0.08,+0.12,+0.02,-0.03,-0.27,+2.65,+2.74,+2.7,+2.72,-0.19
59,009803,玉山市值動能50,20.05,+0.89,+4.65,05/04,+0.06,+0.06,+0.15,+0.15,+0.53,+0.53,+0.53,+0.53,+0.53,,,+0.53
60,4958,臻鼎-KY,432.5,+11.5,+2.73,05/04,+0.06,+0.05,+0.52,+1.13,+1.58,+1.55,+1.68,+0.96,+0.07,-0.61,+2.65,+1.25
61,1785,光洋科,170,+4.5,+2.72,05/04,+0.06,+0.06,+0.06,+0.06,+0.07,+0.15,+0.16,+1.33,+1.25,+1.38,+1.32,+0.07
62,8454,富邦媒,176,+5.5,+3.23,05/04,+0.05,+0.07,+0.01,-0.06,-0.14,-0.14,-0.13,+0.43,+0.18,-0.62,+0.19,+0.15
63,00881,國泰台灣科技龍頭,49.07,+2.28,+4.87,05/04,+0.04,+0.04,+0.04,+0.07,+0.07,+0.04,-0.2,-0.06,+0.01,-0.22,,-0.32
64,6121,新普,357.5,0,0,05/04,+0.04,+0.05,+0.06,+0.09,-0.2,-0.42,-1.43,-5.44,-7.21,+12.4,+13.3,-4.33
65,8070,長華*,48.5,+0.55,+1.15,05/04,+0.04,+0.1,+0.1,+0.09,+0.08,-0.23,-0.76,-2.92,+7.13,+7.23,+7.21,-1.93
66,3044,健鼎,465.5,+17,+3.79,05/04,+0.04,+0.03,-0.01,-0.07,-0.26,-0.5,-1.23,-6.51,-9.42,+1.24,+2.95,-2.61
67,2383,台光電,4755,+210,+4.62,05/04,+0.04,+0.06,+0.03,+0.01,+0.39,+0.27,+1.97,+2.28,-2.83,+0.26,+5.52,+0.65
68,3017,奇鋐,2885,+50,+1.76,05/04,+0.04,+0.07,+0.09,+0.13,+0.48,+0.62,+2.11,-0.76,+2.18,-10.5,+4.75,-0.51
69,2855,統一證,37.55,+1.95,+5.48,05/04,+0.04,+0.08,+0.08,+0.07,+0.14,+0.09,+0.3,+0.1,-0.51,+0.44,+0.34,+0.11
70,8210,勤誠,1150,+20,+1.77,05/04,+0.04,+0.04,+0.13,+0.45,+0.72,+0.16,-5.42,-5.25,-2.91,+1.6,+0.33,-6.26
71,8996,高力,1245,-5,-0.4,05/04,+0.04,+0.61,+0.98,+0.96,+1.11,+1.37,+2.21,+3.95,+10.8,+9.6,+10.6,+2.87
72,2368,金像電,1440,+50,+3.6,05/04,+0.03,+0.06,+0.02,+0.08,+0.42,+0.71,+3.29,+2.72,+3.42,+5.49,+14,-0.17
73,9939,宏全,112.5,+1,+0.9,05/04,+0.03,+0.05,+0.02,-0.01,-0.14,-0.18,-0.45,-0.87,-5.31,-0.54,+3.23,-0.69
74,3374,精材,202,+1.5,+0.75,05/04,+0.03,+0.03,+0.03,+0.03,-0.14,-0.34,-1.17,+0.46,+0.25,-1.55,-1.35,+0.47
75,2006,東和鋼鐵,66.6,+1.4,+2.15,05/04,+0.03,+0.03,+0.01,-0.03,-0.08,-0.16,-0.98,-1.72,-4.61,-0.41,+2.99,-1.41
76,5274,信驊,17545,+1070,+6.49,05/04,+0.03,+0.21,+0.34,+0.41,+0.23,+0.54,+1.71,+5.55,+5.87,+1.47,-1.81,+2.78
77,5904,寶雅,574,-1,-0.17,05/04,+0.03,-0.05,-0.05,-0.28,-0.08,-0.2,+0.12,+0.46,-9.69,-1.19,-0.44,+0.36
78,5347,世界,151,+5.5,+3.78,05/04,+0.03,-0.08,-0.11,-0.49,-1.12,-1.81,-2.61,-7.5,-12.9,+7.94,+9.02,-5.86
79,9910,豐泰,70.7,+0.6,+0.86,05/04,+0.03,+0.04,+0.05,+0.07,+0.37,+0.38,+0.38,+0.53,+0.5,-0.16,+0.24,+0.27
80,00935,野村臺灣新科技50,53.2,+3.2,+6.4,05/04,+0.03,+0.03,+0.03,-0.04,-0.04,-0.89,-3.76,+2.94,+2.94,,,+2.94
81,3693,營邦,654,-14,-2.1,05/04,+0.03,-0.04,-0.04,-0.33,-0.1,-0.09,+0.44,+0.21,+0.61,+1.18,+1.18,+0.62
82,3260,威剛,441,+5,+1.15,05/04,+0.02,+0.02,+0.1,+0.4,-0.04,-1.85,-3.17,-0.45,+8.34,+7.55,+11.2,-3.2
83,4991,環宇-KY,677,+1,+0.15,05/04,+0.02,+0.01,+0.01,-0.01,+0.22,+0.48,+1.09,+2.28,+3.96,+9.9,+5.1,+1.25
84,6206,飛捷,111,+3,+2.78,05/04,+0.02,+0.16,+0.16,+0.16,+0.11,-0.06,+0.04,-3.37,-0.08,+0.44,-0.4,-0.95
85,3711,日月光投控,525,+47,+9.83,05/04,+0.02,+0.09,+0.1,+0.14,+0.17,+0.14,+0.35,-1.58,-3.92,+0.86,,+0.34
86,6515,穎崴,10700,+315,+3.03,05/04,+0.02,+0.02,+0.08,-0.28,-0.08,+0.79,+1.39,+3.29,+10.6,+5.63,,+2.73
87,6147,頎邦,179,+16,+9.82,05/04,+0.02,+1.05,+1.39,+1.37,+1.71,+3.7,+4.12,-0.37,-0.88,+5.78,+5.72,+3.06
88,3706,神達,82.9,+1.5,+1.84,05/04,+0.02,+0.02,+0.02,+0.02,+0.15,+0.15,+0.15,-0.98,-0.14,+0.18,-1.21,+0.01
89,4532,瑞智,23,+0.1,+0.44,05/04,+0.02,+0.04,+0.04,+0.03,-0.08,-0.11,-0.17,-0.22,-0.26,+0.27,-0.2,-0.21
90,6526,達發,589,+38,+6.9,05/04,+0.02,+0.02,+0.02,+0.01,+0.03,-0.05,+0.25,-0.15,-0.56,,,+0.22
91,3014,聯陽,127,+3,+2.42,05/04,+0.01,+0.01,+0.01,0,+0.13,+0.01,0,-2.1,-6.59,+2.23,+2.29,-0.7
92,7769,鴻勁,5380,+435,+8.8,05/04,+0.01,-0.02,+0.06,+0.1,+0.07,-0.22,+0.57,,,,,+1.09
93,5269,祥碩,1390,+25,+1.83,05/04,+0.01,+0.01,+0.02,+0.02,+0.09,+0.07,-0.11,+0.24,-8.82,-4.42,-0.04,+0.33
94,2059,川湖,4055,+145,+3.71,05/04,+0.01,+0.07,+0.22,+0.49,+0.77,+0.76,+1.26,-3.69,-2.48,+3.52,+5.1,-1.79
95,6139,亞翔,695,+25,+3.73,05/04,+0.01,0,+0.02,+0.01,-0.59,-1.46,-1.11,-1.29,-0.17,+2.62,+2.7,-0.27
96,0050,元大台灣50,94.6,+4.1,+4.53,05/04,+0.01,+0.01,+0.01,+0.02,+0.02,+0.04,+0.48,+0.72,+0.74,+1.08,+1.47,+0.61
97,1227,佳格,28.95,0,0,05/04,+0.01,+0.01,+0.01,+0.01,+0.01,+0.02,+0.03,+0.07,+0.05,+0.05,-0.07,+0.03
98,2472,立隆電,184,+7.5,+4.25,05/04,+0.01,+0.01,+0.01,+0.01,+0.47,+0.46,-0.02,+0.41,-0.18,+0.94,+1.51,-1.42
99,2851,中再保,30.35,+0.2,+0.66,05/04,+0.01,+0.01,+0.01,+0.01,+0.01,+0.03,+0.03,+0.11,+0.11,+0.11,+0.06,+0.06
100,1434,福懋,16,+0.1,+0.63,05/04,+0.01,+0.01,+0.01,+0.01,+0.01,+0.02,+0.03,-0.28,+0.02,+0.02,-2.39,-0.2
101,2206,三陽工業,56.7,+1.2,+2.16,05/04,+0.01,0,-0.03,-0.04,-0.15,-0.24,-0.57,-1.32,-2.5,+2.04,+2.12,-0.96
102,8016,矽創,233.5,+3.5,+1.52,05/04,+0.01,-0.14,-0.14,-0.24,-0.89,-1.11,-1.72,-4.72,-2.04,+2.24,-8.36,-3.49
103,6472,保瑞,406,-2,-0.49,05/04,+0.01,+0.01,+0.01,+0.01,+0.01,-0.12,-1.11,-0.64,-1.72,-3.96,,-0.84
104,2344,華邦電,95.4,+5.6,+6.24,05/04,+0.01,-0.04,-0.24,+0.14,+0.05,-1.1,+0.48,+1.03,+4.95,+4.05,+5.02,+1.54
105,2308,台達電,2220,+55,+2.54,05/04,+0.01,+0.02,+0.03,+0.02,+0.07,+0.06,+0.35,+0.45,+0.9,+0.83,+2.08,+0.44
106,8069,元太,140,+2.5,+1.82,05/04,+0.01,+0.01,+0.01,0,+0.02,+0.06,+0.03,+0.64,-1.03,-3.24,+0.6,+0.37
107,2897,王道銀行,10.05,-0.05,-0.5,05/04,+0.01,+0.01,+0.01,+0.01,+0.01,+0.02,+0.01,-0.01,-0.08,+0.09,,+0.01
108,2501,國建,22.5,-0.65,-2.81,05/04,+0.01,+0.01,+0.01,+0.01,-0.02,0,-0.01,-0.22,+0.02,+0.03,+0.04,-0.19
109,4966,譜瑞-KY,575,0,0,05/04,+0.01,+0.16,+0.15,+0.07,-0.62,-0.7,-1.05,+2.05,+3.77,-1.69,-6.76,+0.42
110,2211,長榮鋼,98.1,+0.6,+0.62,05/04,+0.01,0,0,0,-0.01,-0.06,+0.24,+4.34,+1.04,+5.43,,+0.15
111,2408,南亞科,237,+21.5,+9.98,05/04,+0.01,-0.04,+0.03,+0.14,+0.07,-0.25,-2.14,-0.24,+1.32,-2.31,+1.6,-1.76
112,2903,遠百,22.25,+0.05,+0.23,05/04,+0.01,-0.01,-0.03,-0.06,-0.1,-0.19,-0.52,+1.18,+1.19,-0.01,+1.55,-1.03
113,2345,智邦,2505,+225,+9.87,05/04,+0.01,+0.01,+0.01,+0.19,+0.29,+0.58,+1.47,+1.22,+0.14,+2.78,-0.91,+0.64
114,1402,遠東新,25.45,-0.3,-1.17,05/04,0,0,-0.01,-0.02,-0.04,-0.05,-0.65,-1.48,-5.09,-3.67,+2.44,-1.12
115,2820,華票,16.9,+0.1,+0.6,05/04,0,0,0,0,0,+0.02,+0.03,+0.03,+0.08,+0.08,0,+0.03
116,2330,台積電,2275,+140,+6.56,05/04,0,+0.01,+0.01,+0.03,+0.04,+0.02,+0.11,+0.22,+0.21,+0.43,+0.75,+0.15
117,1216,統一,69.6,+0.3,+0.43,05/04,0,-0.03,-0.07,-0.11,-0.45,-0.65,-0.96,+1.4,+2.25,+8.64,+8.92,-1.54
118,6788,華景電,438.5,-3.5,-0.79,05/04,0,+0.12,+0.05,+0.07,+0.47,+0.47,-0.24,+0.61,+0.61,-0.29,,+0.01
119,2637,慧洋-KY,73.1,+1.4,+1.95,05/04,0,0,0,0,+0.06,+0.01,-0.4,-2.03,-4.52,+0.34,+8.22,-1.55
120,8415,大國鋼,34,+0.3,+0.89,05/04,0,0,0,0,0,+0.01,0,0,-0.08,0,,+0.02
121,2327,國巨*,342.5,+25.5,+8.04,05/04,0,0,-0.12,+0.07,-0.21,+0.17,-0.46,+1.65,+1.88,+1.5,+2.08,+1.39
122,2317,鴻海,227.5,+8,+3.64,05/04,0,0,+0.01,+0.03,+0.07,+0.01,+0.11,-0.54,+0.11,+0.17,+1.19,-0.15
123,9917,中保科,112.5,-0.5,-0.44,05/04,0,0,0,0,0,-0.04,-0.41,-1.04,-3.17,-0.93,-0.24,-0.59
124,3596,智易,164.5,+5.5,+3.46,05/04,0,0,0,0,0,-0.04,-0.48,-0.16,-12.1,-2.41,-4.54,-0.4
125,8114,振樺電,182,-2,-1.09,05/04,0,+0.13,+0.13,+0.13,+0.13,-0.08,-0.28,+0.72,+0.59,-0.76,-0.16,+0.72
126,6789,采鈺,611,+35,+6.08,05/04,0,0,0,0,-0.12,-0.01,+0.16,+0.29,+0.47,+0.53,,+0.25
127,0056,元大高股息,41.92,+1.02,+2.49,05/04,0,0,0,-0.24,+0.01,+0.03,+0.03,+0.04,+0.03,+0.07,+0.75,+0.03
128,4536,拓凱,151,+1.5,+1,05/04,0,-0.06,-0.12,-0.21,-0.28,-0.37,-0.53,-0.39,-1.27,-0.86,+0.85,-0.68
129,3617,碩天,190.5,+4,+2.14,05/04,0,-0.01,-0.01,-0.01,-0.01,-0.02,-0.06,-4.09,-0.33,-0.84,-2.81,-2.29
130,9911,櫻花,82.6,-0.6,-0.72,05/04,0,-0.01,-0.01,-0.02,-0.02,-0.02,-0.05,-0.08,-0.12,+0.14,+1.83,-0.05
131,6691,洋基工程,641,+10,+1.58,05/04,0,-0.01,-0.01,-0.05,-0.47,-0.43,-0.58,-0.28,-14.8,-1.08,,-0.94
132,3443,創意,4685,+425,+9.98,05/04,0,0,-0.09,-0.1,-0.34,+0.16,+1.25,+3.46,+2.35,-1.67,+6.92,+1.88
133,2850,新產,130,-3,-2.26,05/04,0,-0.02,-0.05,-0.06,-0.1,-0.12,-0.31,-0.58,-1.78,+2.33,+2.31,-0.47
134,4763,材料*-KY,42.8,+0.5,+1.18,05/04,0,+0.09,+0.09,+0.08,-1.96,-2.22,-2.59,-2.67,-2.62,-2.27,-2.26,-3.35
135,6146,耕興,238.5,+17.5,+7.92,05/04,0,+0.11,+0.11,+0.11,+0.11,+0.11,+0.23,+0.23,+0.01,-3.8,-0.46,+0.23
136,3023,信邦,288.5,+5,+1.76,05/04,0,0,-0.11,-0.43,-1.26,-1.73,-2.13,+0.7,+5.74,+4.41,+2.44,-2.71
137,2597,潤弘,153.5,-3.5,-2.23,05/04,0,+0.07,+0.07,+0.07,-0.01,-0.01,0,-0.08,-2.71,-0.21,+0.07,-0.02
138,6290,良維,292.5,+7,+2.45,05/04,0,0,0,0,0,+0.07,+0.07,-0.05,+0.37,+0.31,-2,-0.28
139,00400A,主動國泰動能高息,13.57,+0.65,+5.03,05/04,0,0,0,0,0,,,,,,,
140,00401A,主動摩根台灣鑫收,12.48,+0.45,+3.74,05/04,0,0,0,0,0,,,,,,,
141,0051,元大中型100,128.75,+2,+1.58,05/04,0,0,0,0,0,0,0,0,0,0,0,0
142,0052,富邦科技,55.4,+2.75,+5.22,05/04,0,+0.02,+0.01,+0.03,-0.1,-0.24,-0.74,+0.3,+0.26,+0.25,+0.53,+0.09
143,0053,元大電子,218.1,+8.85,+4.23,05/04,0,0,0,0,0,0,0,0,0,0,0,0
144,0055,元大MSCI金融,33.14,-0.11,-0.33,05/04,0,0,0,0,0,0,0,0,0,0,0,0
145,0057,富邦摩台,281.2,+10.7,+3.96,05/04,0,0,0,0,0,0,0,0,0,0,0,0
146,0061,元大寶滬深,24.62,+0.22,+0.9,05/04,0,0,0,0,0,0,0,-1.15,-1.15,-1.15,-11.5,-1.15
147,006201,元大富櫃50,44,+1.59,+3.75,05/04,0,-0.08,-0.15,-0.1,-0.04,+0.04,-0.71,-3.45,-7.18,-11.9,-80.3,-2.71
148,006203,元大MSCI台灣,172.7,+7.75,+4.7,05/04,0,0,0,0,0,0,0,0,0,0,0,0
149,006204,永豐臺灣加權,202.2,+5.7,+2.9,05/04,0,0,0,0,0,0,0,0,0,0,0,0
150,006205,富邦上証,41.13,+0.34,+0.83,05/04,0,0,0,0,-1.46,-1.46,-2.14,-2.14,-2.14,-4.09,-54.4,-2.14
151,006206,元大上證50,37.72,+0.5,+1.34,05/04,0,0,0,0,0,0,0,0,0,0,-3.63,0
152,006207,復華滬深,33.2,+0.35,+1.07,05/04,0,0,0,0,0,0,0,0,0,0,-1.02,0
153,006208,富邦台50,219.2,+9.45,+4.51,05/04,0,0,0,0,0,0,-0.02,-0.03,+0.2,+0.46,+0.49,-0.02
154,00625K,富邦上証+R,8.73,0,0,05/04,0,0,0,0,0,0,0,0,0,0,,0
155,00631L,元大台灣50正2,31,+2.39,+8.35,05/04,0,0,0,0,-0.02,-0.03,-0.23,-0.21,-0.21,-0.21,-0.22,-0.21
156,00632R,元大台灣50反1,11.46,-0.52,-4.34,05/04,0,0,0,0,+0.03,+0.03,+0.03,+0.09,+0.06,+0.09,-0.38,+0.03
157,00633L,富邦上証正2,52.5,+0.95,+1.84,05/04,0,0,0,0,0,0,0,0,0,0,-0.47,0
158,00634R,富邦上証反1,3.07,-0.04,-1.29,05/04,0,0,0,0,0,0,0,0,0,0,0,0
159,00635U,期元大S&P黃金,48.27,+0.45,+0.94,05/04,0,0,0,0,0,0,0,0,-0.83,0,0,0
160,00636,國泰中國A50,28.57,+0.25,+0.88,05/04,0,0,0,0,0,0,0,0,-0.14,+0.83,+0.61,0
161,00636K,國泰中國A50+U,9.04,+0.06,+0.67,05/04,0,0,0,0,0,0,0,0,0,0,,0
162,00637L,元大滬深300正2,21.68,+0.4,+1.88,05/04,0,0,0,0,0,0,0,0,0,-0.71,-0.49,0
163,00638R,元大滬深300反1,6.6,-0.06,-0.9,05/04,0,0,0,0,0,0,0,0,0,0,0,0
164,00639,富邦深100,17.37,+0.15,+0.87,05/04,0,0,0,0,0,0,0,-0.17,-0.35,-0.35,-0.46,0
165,00640L,富邦日本正2,91.35,+0.5,+0.55,05/04,0,0,0,0,0,0,0,0,0,0,0,0
166,00641R,富邦日本反1,4.07,-0.02,-0.49,05/04,0,0,0,0,0,0,0,0,0,0,0,0
167,00642U,期元大S&P石油,30.57,-2.58,-7.78,05/04,0,0,0,0,0,0,0,0,0,0,-0.2,0
168,00643,群益深証中小,19.98,+0.27,+1.37,05/04,0,0,0,0,0,0,0,0,0,0,-1.66,0
169,00643K,群益深証中小+R,4.21,0,0,05/04,0,0,0,0,0,0,0,0,0,0,,0
170,00645,富邦日本,52.4,+0.15,+0.29,05/04,0,0,0,0,0,0,0,0,0,+0.37,+0.3,0
171,00646,元大S&P500,72.05,+1.1,+1.55,05/04,0,-0.01,-0.01,-0.02,+0.01,+0.04,+0.38,+0.41,+0.18,+0.18,+0.18,+0.53
172,00647L,元大S&P500正2,126.65,+4,+3.26,05/04,0,0,0,0,0,0,0,0,0,0,0,0
