排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
54,5871,中租-KY,111,+1,+0.91,05/20,+0.07,+0.07,+0.06,+0.03,-0.06,-0.78,-1.26,-7.7,-2.79,+1.46,+2.03,-2.92
55,5439,高技,364.5,-14.5,-3.83,05/20,+0.07,+0.05,+0.05,+0.86,+1.28,+1.99,+3.4,+9.44,+11.9,+8.79,+12,+5.28
56,3708,上緯投控,119,+3.5,+3.03,05/20,+0.07,+0.09,+0.09,+0.09,+0.09,+0.08,+0.63,+0.63,+0.67,-4.03,,+0.59
57,3529,力旺,3385,+75,+2.27,05/20,+0.07,-0.23,-0.24,-0.21,+0.08,-0.79,+1.07,+0.92,-0.38,-1.61,+6.1,+1.93
58,6139,亞翔,720,-18,-2.44,05/20,+0.07,+0.15,+0.19,+0.26,+0.02,-0.51,-1.14,-1.59,-0.24,+2.58,+2.7,-0.28
59,3293,鈊象,728,0,0,05/20,+0.06,+0.13,+0.13,+0.13,+0.16,-0.06,-0.59,+2.15,+2.09,+1.74,-2.12,-1.17
60,3131,弘塑,2580,0,0,05/20,+0.06,+0.02,+0.03,-0.34,-1.71,-3.05,-0.37,-2.81,-0.65,-4.38,-5.81,-3.99
61,2352,佳世達,26.05,+1,+3.99,05/20,+0.06,+0.1,+0.1,+0.1,+0.1,+0.1,0,-0.14,-0.26,-0.36,-1.16,0
62,3045,台灣大,115,-1.5,-1.29,05/20,+0.06,+0.11,+0.1,+0.11,+0.04,-0.04,-0.29,+3.36,-1.04,+7.21,+9.74,-0.66
63,3491,昇達科,1755,-10,-0.57,05/20,+0.06,+0.14,+0.14,+0.12,+0.37,+0.5,+0.52,+0.63,-3.19,+5.52,+2.84,+0.09
64,6531,愛普*,973,-52,-5.07,05/20,+0.06,+0.28,+0.52,+2.58,+3.33,+3.65,+4.23,+3.22,+4.31,+1.67,,+2.8
65,6196,帆宣,404,-1,-0.25,05/20,+0.06,+0.12,+0.12,+0.12,+0.32,+0.21,+0.08,-4.93,-4.21,+0.47,+0.42,+0.21
66,3558,神準,117.5,0,0,05/20,+0.06,+0.11,+0.11,+0.11,+0.11,+0.11,+0.1,+0.48,-5.18,-1.58,-3.84,+0.08
67,4755,三福化,135,+0.5,+0.37,05/20,+0.06,+0.11,+0.11,+0.11,+0.11,+0.11,+0.11,-0.13,-0.45,+0.1,+0.07,+0.11
68,2615,萬海,81.1,+0.7,+0.87,05/20,+0.05,+0.14,+0.14,+0.14,+0.12,+0.01,-1.3,-4.38,-1.25,-0.75,-0.24,-1.56
69,2458,義隆,153,+6,+4.08,05/20,+0.05,+0.06,+0.06,-0.05,-0.6,-1.9,-1.79,-2.3,+4.76,+12.6,+9.39,-5.07
70,5309,系統電,67.7,+3,+4.64,05/20,+0.05,+0.06,+0.06,+0.06,+0.06,+0.06,-0.65,-0.36,+0.04,-4.15,+0.24,-0.45
71,6831,邁科,720,-13,-1.77,05/20,+0.05,+0.2,+0.13,+0.62,+1.08,+0.81,+0.74,,,,,+0.06
72,6805,富世達,1720,-50,-2.82,05/20,+0.05,+0.2,+0.18,-0.99,-2.59,-7.02,-7.16,-7.07,-1.79,,,-11.2
73,3260,威剛,405.5,+15.5,+3.97,05/20,+0.04,+0.03,-0.03,-0.35,-2.51,-4.86,-7.54,-5.9,+3.96,+2.83,+6.4,-8.05
74,3017,奇鋐,2340,-50,-2.09,05/20,+0.04,+0.09,+0.14,+0.27,+0.67,+0.15,+1.6,-0.73,+1.33,-10.3,+4.56,-0.76
75,2344,華邦電,115.5,-2,-1.7,05/20,+0.04,+0.18,+0.34,+1.28,+2.01,+2.17,+2.45,+3.38,+6.86,+6.15,+6.97,+3.49
76,4746,台耀,51.6,0,0,05/20,+0.04,+0.04,+0.04,+0.39,+0.83,+1.9,+1.9,+1.9,+1.9,+1.11,-5,+1.9
77,00735,國泰臺韓科技,92.95,-1.1,-1.17,05/20,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,,+0.04
78,4919,新唐,165,+15,+10,05/20,+0.04,+0.33,+0.33,+0.33,+0.34,+0.35,+0.37,+0.38,+0.28,-4.37,-1.92,+0.38
79,2883,凱基金,21.6,-0.05,-0.23,05/20,+0.04,-0.04,-0.08,-0.12,-0.19,-0.5,-0.3,-0.2,+3.31,+1.06,+4.4,-0.41
80,2489,瑞軒,42.55,+1.05,+2.53,05/20,+0.03,+0.07,+0.07,+0.14,+0.14,-1.67,+0.78,+0.78,+0.78,+0.79,+0.65,+0.78
81,2328,廣宇,50.5,-0.1,-0.2,05/20,+0.03,+0.06,+0.06,+0.06,+0.06,+0.06,+0.05,-0.11,-0.74,+0.03,+0.05,+0.01
82,2388,威盛,81.7,+7.4,+9.96,05/20,+0.03,+0.07,+0.07,+0.07,+0.06,+0.19,+0.23,+0.23,-0.04,+0.03,+0.03,+0.23
83,2451,創見,309.5,+3,+0.98,05/20,+0.03,+0.07,+0.06,-0.01,-0.18,-0.31,+0.44,-4.79,-6.17,+4.98,+2.16,-1.93
84,3037,欣興,823,+5,+0.61,05/20,+0.03,0,+0.01,+0.17,+0.36,+0.25,+2.96,+6.56,+7.99,+4.16,+9.68,+6.08
85,6533,晶心科,216.5,+2,+0.93,05/20,+0.03,+0.06,+0.06,+0.06,+0.06,+0.06,-0.08,+0.03,-0.06,-0.32,,0
86,4938,和碩,77.2,+0.3,+0.39,05/20,+0.03,+0.07,+0.05,+0.11,+0.06,+0.12,-0.18,-4.02,-6.65,+0.32,-0.11,-2.01
87,3078,僑威,52.2,-0.3,-0.57,05/20,+0.03,+0.05,+0.05,+0.05,+0.04,+0.01,-0.08,-3.54,-6.35,+0.64,+0.17,-1.2
88,2731,雄獅,160,-0.5,-0.31,05/20,+0.03,+0.02,+0.02,+0.02,+0.44,+1.42,+1.55,+1.99,-1.21,-11.1,+0.99,+2.27
89,6412,群電,94.5,+2.3,+2.49,05/20,+0.03,+0.05,+0.05,+0.03,+0.03,-0.51,-0.5,-3.99,+3.42,+3.65,+4.91,-2.76
90,2371,大同,28.05,-0.35,-1.23,05/20,+0.03,+0.02,+0.02,+0.01,+0.02,+0.01,+0.03,-3.69,-0.45,+0.27,+0.34,-0.48
91,6414,樺漢,331.5,+3.5,+1.07,05/20,+0.03,+0.06,+0.05,-0.01,-0.19,-0.97,-1.56,+1.04,-2.68,+4.26,-0.02,-2.53
92,1102,亞泥,34.5,-0.3,-0.86,05/20,+0.03,+0.03,+0.03,+0.01,-0.05,-0.6,-1.29,+1.39,-0.34,+0.78,+0.03,-1.19
93,6409,旭隼,668,-26,-3.75,05/20,+0.03,+0.03,+0.02,+0.01,-0.01,+0.33,+0.37,+1.04,+1.25,+0.97,+0.62,+0.73
94,3483,力致,86.6,+0.1,+0.12,05/20,+0.03,+0.05,+0.05,+0.05,+0.05,+0.05,+0.03,+0.24,+0.13,-0.05,+0.05,-0.01
95,3042,晶技,148,0,0,05/20,+0.03,+0.04,+0.04,+0.04,-0.02,-0.65,-1.63,-4.13,-10.6,-0.67,-1.32,-3.03
96,3189,景碩,504,-9,-1.75,05/20,+0.03,+0.11,+0.22,+0.23,-1.69,-0.34,-1.23,+2.41,+3.9,+0.5,+3.84,+4.04
97,2892,第一金,27.75,-1.25,-4.31,05/20,+0.03,+0.06,+0.06,+0.06,+0.05,+0.02,-0.03,-3.62,-3.31,-1.24,+0.4,-0.1
98,3592,瑞鼎,256,+7.5,+3.02,05/20,+0.02,+0.02,+0.01,+0.01,+0.52,+1.72,+1.71,-9.99,-8.98,+1.92,,+0.84
99,6664,群翊,392.5,-11.5,-2.85,05/20,+0.02,+0.05,+0.05,+0.05,+0.05,+0.02,+0.08,+0.06,+0.13,+0.13,,-0.12
100,2357,華碩,640,-2,-0.31,05/20,+0.02,+0.07,+0.05,-0.05,+0.02,+0.07,+0.75,+4.75,+4.81,+8.9,+13.6,-0.38
101,8499,鼎炫-KY,278.5,+13,+4.9,05/20,+0.02,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,+0.04,,0
102,3169,亞信,113.5,+9,+8.61,05/20,+0.02,+0.05,+0.05,+0.05,+0.05,+0.05,+0.05,+0.16,-0.1,+0.56,+0.59,-0.01
103,3526,凡甲,355.5,-3,-0.84,05/20,+0.02,+0.02,+0.02,+0.09,+0.07,+1.71,+0.83,+1.39,-0.28,+3.68,+3.05,+1.26
104,2801,彰銀,20.35,-0.15,-0.73,05/20,+0.02,+0.06,+0.06,+0.06,+0.05,-0.02,-0.09,-0.64,-0.93,-0.22,-0.01,-0.98
105,6462,神盾,134.5,+3.5,+2.67,05/20,+0.02,+0.04,+0.04,+0.04,+0.05,+0.05,-0.05,+0.02,+0.03,+0.03,-0.18,+0.03
106,8358,金居,460,+31,+7.23,05/20,+0.02,+0.01,+0.01,-0.78,-1.95,-5.19,-1.05,+1.98,-1.86,-2.13,-1.86,-1.53
107,9933,中鼎,38.75,+1.4,+3.75,05/20,+0.02,+0.04,+0.04,+0.04,+0.04,+0.03,+0.02,+0.03,-0.01,-0.08,-0.01,-0.03
108,00935,野村臺灣新科技50,51.15,-0.15,-0.29,05/20,+0.02,+0.05,+0.07,+0.14,+0.28,+0.31,-3.51,+3.06,+3.06,,,+3.06
109,3363,上詮,777,+2,+0.26,05/20,+0.02,+0.03,+0.07,+0.02,+0.06,+0.05,+0.25,+0.44,+0.45,+1.11,+1.92,+0.4
110,2912,統一超,222,-5.5,-2.42,05/20,+0.02,+0.05,+0.05,+0.05,+0.01,-0.15,-1.9,-2.22,-1.54,+1.79,+1.69,-2.55
111,2420,新巨,58.9,-0.4,-0.67,05/20,+0.02,+0.03,+0.03,+0.03,+0.03,+0.04,+0.02,+0.27,-0.19,+0.36,-1.72,-0.03
112,6291,沛亨,463,-9,-1.91,05/20,+0.02,+0.04,+0.04,+0.04,+1.17,+4.08,+4.72,+4.55,+5.18,+5.18,+5.18,+4.78
113,2345,智邦,2355,-35,-1.46,05/20,+0.02,+0.05,+0.11,+0.37,+0.54,+0.83,+1.66,+2.01,+0.31,+3.74,-0.96,+1.17
114,3450,聯鈞,413.5,+21,+5.35,05/20,+0.02,+0.03,-0.74,-0.99,-1.49,-0.38,+2.12,-0.18,-5.94,+2.6,+1.87,+1.68
115,6191,精成科,94.2,+1.4,+1.51,05/20,+0.02,+0.03,+0.03,+0.03,+0.03,+0.07,-1.85,-3.45,-4.31,+0.89,+0.97,-2.54
116,3711,日月光投控,476,+4,+0.85,05/20,+0.02,+0.02,+0.02,+0.02,+0.31,+0.52,+0.69,-0.79,-3.45,+1.15,,+0.69
117,1216,統一,73.4,-1.4,-1.87,05/20,+0.02,+0.03,+0.03,-0.01,-0.01,-0.52,-1.09,+1.24,+1.89,+8.47,+8.75,-1.71
118,2393,億光,63.4,+1,+1.6,05/20,+0.02,+0.03,+0.02,+0.07,+0.28,+0.47,-0.67,-13.2,-18.3,+5.56,+5.3,-1.15
119,6120,達運,12.85,+0.2,+1.58,05/20,+0.01,+0.03,+0.03,+0.03,+0.03,+0.03,0,+0.5,+0.5,+0.51,+0.5,-0.02
120,6768,志強-KY,84.3,-1.1,-1.29,05/20,+0.01,+0.01,+0.01,0,+0.19,+0.83,+0.45,-1.06,-1.28,+1.2,,-0.57
121,5534,長虹,75.6,+0.1,+0.13,05/20,+0.01,+0.01,+0.01,+0.14,+0.39,+0.8,+0.77,+0.78,+0.07,+0.77,-0.15,+0.78
122,2727,王品,234.5,+0.5,+0.21,05/20,+0.01,+0.01,+0.01,+0.11,+0.05,+0.47,+0.56,+0.5,-1.81,-2.98,+0.68,+0.49
123,1504,東元,69,+1.1,+1.62,05/20,+0.01,+0.02,+0.02,+0.02,+0.03,+0.03,-0.41,-6.11,-9.61,-2.47,-1.11,-0.68
124,2548,華固,123.5,-1,-0.8,05/20,+0.01,+0.01,+0.01,-0.1,+0.14,+0.56,+0.81,+1,-0.21,-0.05,-0.38,+0.88
125,6770,力積電,57.8,-0.7,-1.2,05/20,+0.01,+0.01,+0.01,+0.06,+0.07,+0.07,-0.1,+0.24,+0.27,-0.78,,-0.09
126,6121,新普,376,+1.5,+0.4,05/20,+0.01,+0.01,-0.02,-0.18,-0.39,-0.45,-1.19,-5.87,-7.44,+12.3,+13,-4.63
127,2401,凌陽,26.9,+1.95,+7.82,05/20,+0.01,+0.02,+0.02,+0.02,+0.03,+0.03,+0.04,+0.05,-0.03,+0.09,-0.11,+0.05
128,1605,華新,33.1,-0.3,-0.9,05/20,+0.01,+0.02,+0.04,+0.09,+0.14,+0.12,-0.31,-0.58,-0.11,-3.47,-4.11,-0.73
129,6274,台燿,1205,-20,-1.63,05/20,+0.01,0,-0.03,-0.34,-0.01,+0.88,-6.73,-3.65,+6.5,+10.8,+4.61,-8.71
130,2618,長榮航,34.3,-0.15,-0.44,05/20,+0.01,+0.02,0,-0.06,-0.11,+0.27,-0.21,-2.4,-11.8,+13.6,+13.7,-2
131,2890,永豐金,29.8,-0.3,-1,05/20,+0.01,-0.08,-0.11,-0.16,-0.16,-0.48,-0.38,+0.01,-2.65,-0.91,+3.36,-0.48
132,5536,聖暉*,916,-28,-2.97,05/20,+0.01,+0.03,+0.03,+0.37,+0.34,-0.4,-0.17,+0.48,+5.22,+7.94,+7.88,-2.52
133,2884,玉山金,31.7,-0.3,-0.94,05/20,+0.01,+0.01,0,-0.03,-0.16,-0.82,-1.1,+2.48,+2.37,+4.27,+4.53,-0.81
134,2360,致茂,2065,+10,+0.49,05/20,+0.01,-0.13,-0.14,-0.17,-0.05,-0.36,+1.25,+1.87,+5.56,+5.65,+5.72,+0.88
135,2301,光寶科,204,-2.5,-1.21,05/20,+0.01,+0.02,+0.02,-0.32,-1.01,-1.39,-2.02,-6.02,-7.31,-2.35,+1.01,-3.18
136,1409,新纖,16.65,-0.05,-0.3,05/20,+0.01,+0.02,+0.02,+0.02,+0.02,+0.02,0,-0.02,+0.01,-0.77,+0.04,+0.03
137,6282,康舒,50.8,0,0,05/20,+0.01,+0.01,+0.01,+0.01,+0.01,-0.18,-0.42,+0.05,+0.04,-0.78,+0.08,+0.02
138,8215,明基材,26.65,-0.35,-1.3,05/20,+0.01,+0.01,+0.01,+0.01,+0.01,0,-0.03,0,+0.02,-0.04,-0.03,+0.02
139,2330,台積電,2185,-20,-0.91,05/20,+0.01,+0.02,+0.05,+0.08,+0.15,+0.2,+0.26,+0.38,+0.37,+0.6,+0.91,+0.32
140,9907,統一實,15.9,-0.1,-0.62,05/20,+0.01,-0.01,-0.01,+0.06,+0.08,+0.16,-0.02,+0.08,+0.15,+0.09,+0.1,+0.19
141,1722,台肥,45.75,+0.15,+0.33,05/20,+0.01,+0.02,+0.02,+0.02,+0.02,+0.02,-0.04,-0.7,-0.09,-0.06,+0.11,-0.05
142,6782,視陽,190.5,-2.5,-1.3,05/20,+0.01,+0.09,+0.25,+0.62,+0.68,+0.58,+0.8,+0.57,+0.77,-1.68,,+0.72
143,5234,達興材料,402,+4.5,+1.13,05/20,+0.01,+0.01,-0.01,-0.01,-0.29,-0.5,-1.07,-1.4,-0.85,-1.12,+0.9,-0.72
144,2204,中華,52.2,+0.2,+0.38,05/20,+0.01,0,0,+0.08,+0.18,+0.46,+0.34,-0.18,-1.17,-5.21,+1.41,+0.01
145,9941,裕融,73.7,+0.1,+0.14,05/20,+0.01,+0.01,0,-0.03,+0.08,+0.4,+0.17,+0.3,+0.38,+0.39,+0.38,-0.21
146,00713,元大台灣高息低波,55,-0.3,-0.54,05/20,+0.01,+0.01,+0.01,+0.09,+0.1,+0.15,+0.13,-0.02,-1.03,+0.23,,+0.05
147,2436,偉詮電,71.8,+2.3,+3.31,05/20,+0.01,+0.01,+0.01,+0.01,+0.02,+0.03,+0.12,+0.2,-0.07,-0.11,-0.09,+0.2
148,3231,緯創,132.5,0,0,05/20,+0.01,+0.01,+0.02,+0.01,+0.01,+0.1,-0.07,-1.48,-2.39,-2.11,+0.71,-0.6
149,1514,亞力,113,-0.5,-0.44,05/20,+0.01,+0.01,+0.01,+0.01,+0.01,-0.01,+0.03,-0.09,+0.03,-0.47,+0.09,+0.03
150,2637,慧洋-KY,71.8,+1,+1.41,05/20,+0.01,+0.01,+0.01,+0.01,-0.05,-0.03,-0.36,-1.92,-4.07,+0.2,+8.18,-1.59
151,6640,均華,1250,-40,-3.1,05/20,+0.01,0,+0.02,+0.05,+0.18,+1.06,+2.27,+2.88,+3,+3,,+2.41
152,8454,富邦媒,194.5,-5,-2.51,05/20,+0.01,+0.01,+0.01,+0.01,+0.11,+0.04,+0.04,+0.04,+0.04,-0.13,+0.05,+0.33
153,2492,華新科,242,+22,+10,05/20,+0.01,+0.19,+0.03,+0.03,+0.88,+0.84,+0.91,+0.52,+1.04,+1.18,-7.49,+1.06
154,3227,原相,223.5,+5,+2.29,05/20,+0.01,+0.01,+0.01,+0.32,+0.31,-1.06,-1.23,-2.32,-1.51,+7.75,+7.84,-2.04
155,6146,耕興,216.5,+3.5,+1.64,05/20,+0.01,+0.01,0,+0.29,+0.29,+0.39,+0.51,+0.51,+0.3,-3.18,-0.19,+0.51
156,2329,華泰,51.4,+0.1,+0.19,05/20,+0.01,+0.01,+0.01,+0.01,+0.01,-0.13,-0.27,-0.06,0,+0.04,-0.05,-0.03
157,3413,京鼎,314,-0.5,-0.16,05/20,+0.01,+0.01,+0.01,0,-0.09,-0.33,-0.74,-1.73,-2.7,+0.76,+1.54,-0.71
158,5386,青雲,429.5,+9.5,+2.26,05/20,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01
159,9910,豐泰,70.1,+0.7,+1.01,05/20,+0.01,0,0,-0.01,+0.1,+0.56,+0.65,+0.65,+0.65,+0.67,+0.73,+0.55
160,2002,中鋼,18.1,-0.1,-0.55,05/20,0,+0.01,+0.01,0,0,0,-0.04,-0.14,-0.33,-1.62,-0.63,-0.01
161,1101,台泥,24.15,-0.05,-0.21,05/20,0,+0.01,+0.01,0,0,0,-0.01,-0.15,-6.42,-3.99,-3.89,-0.02
