排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
28,3008,大立光,2795,+250,+9.82,05/12,+0.12,+0.1,+0.1,+0.1,0,-0.75,-1.06,+1.08,+0.73,+0.69,+0.65,-0.33
29,6147,頎邦,196,-0.5,-0.25,05/12,+0.11,+0.33,-0.32,+0.01,+1.59,+1.81,+4.33,-0.15,-0.57,+6.08,+5.91,+3.26
30,6285,啟碁,282,+23,+8.88,05/12,+0.11,+0.11,+0.17,+0.57,+0.66,-0.27,+1.57,+2.77,-4.09,+8.52,+4.95,+2.44
31,6177,達麗,47.25,+0.2,+0.43,05/12,+0.11,+0.11,+0.11,+0.11,+0.12,-0.19,-0.16,-1.36,-0.8,+0.81,+0.81,-0.5
32,3529,力旺,4115,-345,-7.74,05/12,+0.1,+0.06,+0.23,+0.51,+0.06,+1.12,+1.57,+1.55,+0.13,-1.16,+6.36,+2.4
33,2059,川湖,5445,-75,-1.36,05/12,+0.1,+0.13,+0.38,+0.55,+0.91,+1.78,+2.44,-2.42,-1.75,+4.26,+6.03,-0.91
34,5534,長虹,79.2,-0.2,-0.25,05/12,+0.1,+0.14,+0.18,+0.32,+0.61,+0.66,+0.63,+0.63,-0.25,+0.63,-0.29,+0.63
35,3661,世芯-KY,5310,-65,-1.21,05/12,+0.1,+0.1,+0.25,+0.71,-0.05,+1.97,+0.58,-0.05,+0.68,-8.09,+7.45,+1.22
36,5347,世界,170,-4.5,-2.58,05/12,+0.1,+0.26,+0.26,+0.46,-0.05,-1.4,-2.12,-7.17,-12.3,+8.37,+9.46,-5.43
37,5439,高技,381,-10,-2.56,05/12,+0.1,+0.24,+0.24,+1.21,+2.43,+6.22,+2.52,+9.05,+11,+7.93,+11.1,+4.42
38,3211,順達,402,-1,-0.25,05/12,+0.1,+0.21,+0.36,+0.23,-2.12,-8.52,-4.19,-5.05,-6.53,+14.1,+14.2,-8.59
39,2360,致茂,2440,+80,+3.39,05/12,+0.1,+0.12,+0.14,+0.14,+0.33,+0.24,+1.4,+2.22,+5.81,+5.87,+5.89,+1.06
40,6257,矽格,210,-2.5,-1.18,05/12,+0.09,+0.2,+0.18,+0.46,+0.2,-2,-2.52,-5.78,-1.03,+6.99,+7.02,-1.9
41,2408,南亞科,321,+20,+6.64,05/12,+0.09,+0.22,+0.28,+0.8,+1.24,+0.9,-1.12,+0.73,+2.53,-1.19,+2.7,-0.66
42,6415,矽力*-KY,476.5,+8.5,+1.82,05/12,+0.09,+0.19,+0.2,+0.23,+0.11,+1.04,+0.88,+2.1,+0.73,-0.11,-1.35,+2.1
43,4958,臻鼎-KY,407,-5,-1.21,05/12,+0.09,+0.1,+0.12,+0.14,+0.86,+1.7,+1.99,+1.62,+0.44,-0.26,+3.03,+1.57
44,3081,聯亞,3055,+275,+9.89,05/12,+0.08,+0.21,+0.03,-0.4,-0.82,-3.03,+1.61,+5.98,+8.95,+15.8,+12.8,+4.08
45,2345,智邦,2525,-65,-2.51,05/12,+0.08,+0.2,+0.14,+0.13,+0.22,+0.62,+1.32,+1.38,+0.05,+2.97,-2.18,+0.78
46,2327,國巨*,419.5,+28,+7.15,05/12,+0.08,+0.41,+0.71,+0.86,+0.92,+1,+0.7,+2.6,+2.68,+2.32,+2.87,+2.19
47,8069,元太,195.5,+17.5,+9.83,05/12,+0.08,+0.08,+0.08,+0.08,+0.07,+0.12,+0.06,+0.95,-0.61,-3.13,+0.78,+0.44
48,2383,台光電,4900,+50,+1.03,05/12,+0.08,+0.11,+0.11,+0.21,+0.19,+0.39,+1.72,+2.04,-3.45,+0.39,+4.64,+0.85
49,2303,聯電,104.5,+9.5,+10,05/12,+0.07,+0.09,+0.11,+0.3,+0.25,+0.76,+0.71,-2.14,-3,+13.3,+16.5,-0.2
50,8155,博智,420,0,0,05/12,+0.07,+0.16,+0.56,+1.62,+3.2,+3.78,+2.66,+2.87,+3.87,-9.26,+4.25,+2.61
51,3533,嘉澤,2800,-45,-1.58,05/12,+0.07,+0.15,+0.23,+0.54,+0.39,+0.65,+3.85,+3.48,+0.49,-7.74,+3.94,+5.37
52,1560,中砂,668,+39,+6.2,05/12,+0.07,+0.06,+0.11,+0.11,+0.42,-0.61,-2.72,-2.62,-2.77,+2.12,+2.97,-3.48
53,2357,華碩,673,-13,-1.9,05/12,+0.07,+0.08,-0.06,+0.21,+0.04,+0.09,+0.81,+4.66,+4.76,+9.01,+13.6,-0.31
54,6640,均華,1475,+70,+4.98,05/12,+0.06,+0.08,+0.1,+0.09,+0.18,+1.91,+2.11,+2.79,+2.91,+2.91,,+2.32
55,3209,全科,66.5,+6,+9.92,05/12,+0.06,+0.05,+0.05,+0.05,+0.03,+0.2,+0.16,+0.07,+0.31,+0.6,+0.61,+0.08
56,5009,榮剛,38.05,-2.1,-5.23,05/12,+0.05,+0.09,+0.14,+0.29,+0.14,+0.12,+0.08,+0.54,-5.28,-7.35,+0.64,+0.18
57,2891C,中信金丙特,62.2,+0.1,+0.16,05/12,+0.05,+0.05,+0.05,+0.08,+0.08,+0.2,+0.18,+0.14,-0.02,-0.26,,+0.18
58,8358,金居,477,+15,+3.25,05/12,+0.04,-0.02,-1.54,-1.18,-2.94,-1.15,-9.1,-4.47,+10.5,+9.49,+7.5,-9.48
59,3037,欣興,875,+14,+1.63,05/12,+0.04,+0.1,-0.04,-0.06,+0.02,+1.52,+2.68,+6.39,+7.71,+4.07,+9.4,+5.76
60,3680,家登,602,-14,-2.27,05/12,+0.04,+0.04,+0.04,-0.16,-0.19,-0.98,-1.9,+3.24,+1.64,-8.43,+2.48,+1.23
61,3450,聯鈞,470.5,+42.5,+9.93,05/12,+0.03,+0.03,+0.03,+0.9,+2.74,+2.94,+3.66,-0.02,-3.83,+4.14,+3.42,+3.22
62,2330,台積電,2255,+20,+0.89,05/12,+0.03,+0.03,+0.04,+0.05,+0.07,+0.08,+0.16,+0.27,+0.27,+0.49,+0.81,+0.22
63,00935,野村臺灣新科技50,55.6,-0.05,-0.09,05/12,+0.03,+0.07,+0.11,+0.13,+0.15,-0.11,-3.81,+2.99,+2.99,,,+2.99
64,3044,健鼎,481,-8.5,-1.74,05/12,+0.03,+0.03,+0.06,+0.13,+0.11,-0.36,-0.96,-6.54,-9.4,+1.33,+3.07,-2.49
65,3363,上詮,920,+67,+7.85,05/12,+0.03,+0.04,+0.04,+0.04,+0.02,+0.08,+0.23,+0.42,+0.44,+1.94,+1.91,+0.39
66,2855,統一證,41.8,-1.9,-4.35,05/12,+0.03,+0.03,+0.03,+0.02,+0.14,+0.14,+0.35,+0.15,-0.44,+0.49,+0.39,+0.16
67,1605,華新,34.5,-0.5,-1.43,05/12,+0.03,+0.03,+0.03,+0.03,+0.01,-0.04,-0.42,-0.73,-0.22,-3.61,-4.23,-0.84
68,4746,台耀,54.5,-1,-1.8,05/12,+0.02,+0.11,+0.25,+0.6,+1.37,+1.5,+1.5,+1.5,+1.5,+0.78,-4.11,+1.5
69,2731,雄獅,158,-1.5,-0.94,05/12,+0.02,+0.11,+0.26,+0.58,+1.32,+1.4,+1.83,+2.29,-1.23,-13.7,+0.93,+2.25
70,6679,鈺太,324.5,-2.5,-0.76,05/12,+0.02,+0.06,+0.06,+0.09,+0.1,+0.15,+0.57,+0.73,+0.93,-11.9,,+0.59
71,3592,瑞鼎,261,-2.5,-0.95,05/12,+0.02,+0.1,+0.37,+0.75,+1.67,+1.68,+1.71,-10.5,-8.97,+1.14,,+0.83
72,6781,AES-KY,1285,-35,-2.65,05/12,+0.02,+0.05,+0.05,+0.05,-0.2,-0.35,-1.26,-2.52,-3.87,-2.34,,-4.66
73,9802,鈺齊-KY,80.7,-2.4,-2.89,05/12,+0.02,+0.08,+0.17,+0.4,+0.93,+1,+0.12,-0.63,-3.02,-1.94,+0.39,-1.39
74,6274,台燿,1450,-5,-0.34,05/12,+0.01,-0.11,-0.03,+1.05,+1.14,+1.92,-6.37,-1.5,+6.02,+11.2,+5.04,-8.37
75,6643,M31,697,+14,+2.05,05/12,+0.01,+0.01,+0.01,+0.02,+0.02,+0.34,-0.4,+0.92,+0.61,-6.07,,+0.92
76,9938,百和,44.75,-0.5,-1.1,05/12,+0.01,+0.07,+0.16,+0.4,+1.38,+1.4,-0.02,-0.92,-0.79,+1.72,-3.73,-0.95
77,2548,華固,123.5,-6,-4.63,05/12,+0.01,+0.05,+0.18,+0.37,+0.65,+0.69,+0.99,+1.11,-0.63,+0.09,-0.32,+0.99
78,2727,王品,235.5,+0.5,+0.21,05/12,+0.01,+0.05,-0.03,+0.01,+0.33,+0.22,+0.44,+0.38,-2.09,-3.37,+0.49,+0.37
79,3715,定穎投控,180.5,-1,-0.55,05/12,+0.01,+0.01,+0.01,+0.03,+0.04,-1.11,-1.37,-1.68,-0.12,-3.5,,-3.78
80,4105,東洋,75.3,+0.1,+0.13,05/12,+0.01,+0.05,+0.1,+0.25,+0.72,+0.77,+0.76,+0.67,+0.63,+0.52,-7.35,+0.75
81,2308,台達電,2195,-50,-2.23,05/12,+0.01,+0.01,+0.02,+0.07,+0.1,+0.14,+0.4,+0.49,+0.94,+0.9,+2.15,+0.51
82,4772,台特化,315,-2.5,-0.79,05/12,+0.01,+0.01,+0.01,+0.01,-0.04,-0.12,-0.23,-0.25,-0.26,,,-0.27
83,6918,愛派司,77.4,-1.8,-2.27,05/12,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,,,,+0.01
84,6768,志強-KY,90.4,-1.6,-1.74,05/12,+0.01,+0.05,+0.11,+0.27,+0.78,+0.79,+0.45,-1.15,-1.03,+1.2,,-0.57
85,2376,技嘉,321,-3.5,-1.08,05/12,+0.01,0,-0.02,-0.05,-0.21,-0.55,-0.47,-0.42,-3.12,-3.55,-2.71,-0.42
86,1785,光洋科,158.5,-0.5,-0.31,05/12,+0.01,+0.01,+0.03,+0.06,+0.16,+0.2,+0.17,+1.44,+1.36,+1.49,+1.43,+0.18
87,1339,昭輝,40,-1,-2.44,05/12,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,-0.02,-0.16,+0.01
88,3006,晶豪科,220,-2,-0.9,05/12,0,0,0,+0.01,0,-0.08,-0.1,+0.89,+0.2,-0.06,+0.57,+0.83
89,8454,富邦媒,189,-5,-2.58,05/12,0,+0.01,+0.07,+0.14,+0.1,+0.04,+0.05,+0.61,+0.35,-0.28,+0.2,+0.33
90,5351,鈺創,83.8,+3.7,+4.62,05/12,0,+0.01,+0.01,+0.02,+0.02,+0.01,-0.11,+0.12,+0.1,+0.11,+0.13,+0.06
91,6209,今國光,66,+0.2,+0.3,05/12,0,0,0,0,0,-0.27,-0.33,0,0,+0.01,+0.01,0
92,7750,新代,3070,+275,+9.84,05/12,0,0,0,0,+0.08,+0.21,+0.09,+0.26,,,,+0.26
93,6187,萬潤,1220,+110,+9.91,05/12,0,-0.3,-0.65,-1.12,-1.21,+1.01,+7.48,+6.97,+6.39,+8.28,+3.8,+7.57
94,00990A,主動元大AI新經濟,18.14,+0.46,+2.6,05/12,0,0,0,0,0,0,0,,,,,0
95,2363,矽統,63.2,+2.2,+3.61,05/12,0,+0.01,+0.01,+0.02,+0.02,+0.01,-0.02,+0.05,-0.01,+0.1,+0.17,+0.05
96,1304,台聚,12.75,-0.3,-2.3,05/12,0,0,0,0,0,0,0,0,0,-0.69,+0.05,0
97,2498,宏達電,41.3,+1.05,+2.61,05/12,0,+0.06,+0.06,+0.06,+0.06,+0.03,+0.02,+0.05,+0.05,-0.07,+0.05,+0.05
98,2204,中華,54,-0.1,-0.18,05/12,0,+0.02,+0.05,+0.14,+0.36,+0.35,+0.26,-0.23,-1.27,-4.99,+1.32,-0.07
99,6919,康霈*,97.1,-5.9,-5.73,05/12,0,0,0,0,0,-0.02,-0.06,-0.11,+0.95,,,-0.1
100,9910,豐泰,73.5,-0.9,-1.21,05/12,0,+0.02,+0.08,+0.16,+0.26,+0.65,+0.66,+0.81,+0.78,+0.1,+0.51,+0.55
101,1232,大統益,147.5,-0.5,-0.34,05/12,0,0,0,0,0,+0.01,+0.03,+0.03,+0.04,+0.04,-0.04,+0.03
102,2382,廣達,340,-3.5,-1.02,05/12,0,+0.02,+0.02,+0.02,-0.02,-0.23,-0.09,-0.51,-1.01,-2.34,+1.41,-0.21
103,3706,神達,85.9,-0.9,-1.04,05/12,0,0,0,+0.01,+0.03,+0.02,+0.03,-1.12,-0.27,+0.05,-1.32,-0.12
104,1419,新紡,62.5,-1.6,-2.5,05/12,0,0,0,0,0,0,+0.03,+0.03,+0.03,+0.03,0,+0.03
105,1402,遠東新,26.65,+0.3,+1.14,05/12,0,0,0,0,-0.02,-0.05,-0.61,-1.48,-5.09,-3.74,+2.42,-1.13
106,8110,華東,50.8,+0.1,+0.2,05/12,0,0,0,0,0,-0.23,-0.27,0,0,0,0,-0.07
107,2371,大同,30.1,-0.45,-1.47,05/12,0,0,0,+0.01,0,-0.02,+0.02,-3.69,-0.44,+0.36,+0.33,-0.5
108,6472,保瑞,404,-4.5,-1.1,05/12,0,0,0,0,+0.01,-0.01,-1.11,-0.82,-1.59,-4,,-0.84
109,00988A,主動統一全球創新,19.93,+0.91,+4.78,05/12,0,-0.03,-0.03,-0.03,+0.01,+0.11,+0.17,+0.3,,,,+0.3
110,3228,金麗科,226.5,-15,-6.21,05/12,0,0,0,+0.01,+0.01,0,+0.01,+0.03,+0.02,+0.03,+0.04,+0.03
111,2851,中再保,34.1,+2.55,+8.08,05/12,0,0,0,0,+0.01,+0.02,+0.03,+0.11,+0.11,+0.11,+0.06,+0.06
112,6670,復盛應用,274.5,+12,+4.57,05/12,0,+0.02,+0.06,+0.1,+0.3,-0.5,-0.29,-4.41,+0.53,+7.19,,-0.63
113,1227,佳格,28.8,-0.05,-0.17,05/12,0,0,0,0,+0.02,+0.02,+0.04,+0.07,+0.06,+0.06,-0.06,+0.04
114,1434,福懋,15.7,-0.2,-1.26,05/12,0,0,0,0,+0.01,+0.02,+0.04,-0.24,+0.02,+0.02,-2.39,-0.2
115,2542,興富發,41.1,-0.55,-1.32,05/12,0,0,0,0,0,-0.72,-0.76,-1.53,-0.34,-3.54,-4.08,-1.17
116,6223,旺矽,5480,+495,+9.93,05/12,0,-0.29,+0.03,+0.14,+0.22,+0.09,+0.93,-0.5,+7.86,+16.3,+13,-0.6
117,2501,國建,22.4,-0.25,-1.1,05/12,0,0,0,0,+0.01,+0.02,+0.02,-0.19,+0.01,+0.06,+0.07,-0.16
118,2401,凌陽,25.95,+0.3,+1.17,05/12,0,0,0,+0.01,+0.01,0,+0.01,+0.03,-0.07,+0.06,-0.13,+0.03
119,4919,新唐,181,-3,-1.63,05/12,0,0,0,0,+0.01,+0.02,+0.04,+0.05,-0.07,-5.42,-2.2,+0.05
120,2107,厚生,25.95,-0.1,-0.38,05/12,0,0,0,0,0,0,0,0,0,0,-0.03,0
121,3227,原相,228.5,-3,-1.3,05/12,0,-0.01,-0.01,-0.01,-0.12,-1.39,-1.49,-3.09,-2.09,+7.43,+7.45,-2.35
122,2609,陽明,50.1,-0.7,-1.38,05/12,0,0,0,0,0,-0.05,-0.1,-3.54,+0.33,+4.68,+4.04,-0.39
123,3596,智易,181,-3,-1.63,05/12,0,0,0,0,0,0,-0.46,-0.1,-12.1,-3.08,-6.3,-0.4
124,9917,中保科,112.5,-0.5,-0.44,05/12,0,0,+0.01,-0.01,-0.03,-0.01,-0.43,-1.04,-3.2,-1,-0.26,-0.62
125,2820,華票,16.9,-0.2,-1.17,05/12,0,0,0,0,0,+0.01,+0.03,+0.03,+0.08,+0.08,0,+0.03
126,5314,世紀*,71.5,-1.1,-1.52,05/12,0,0,0,0,0,-0.06,-0.06,-0.07,+0.03,+0.16,+0.16,-0.06
127,6770,力積電,62.1,-0.4,-0.64,05/12,0,+0.01,+0.01,+0.01,+0.01,-0.01,-0.19,+0.19,+0.21,-0.81,,-0.15
128,2897,王道銀行,10.2,-0.05,-0.49,05/12,0,0,0,0,+0.01,+0.02,+0.01,-0.01,-0.08,+0.09,,+0.01
129,8415,大國鋼,34.6,+0.05,+0.14,05/12,0,0,0,0,0,+0.01,+0.01,0,-0.07,+0.01,,+0.02
130,7780,大研生醫*,18.05,-0.45,-2.43,05/12,0,0,0,0,0,0,0,0,,,,0
131,2867,三商壽,7.7,-0.12,-1.53,05/12,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0
132,2393,億光,72.7,-1.1,-1.49,05/12,0,+0.02,+0.16,+0.34,+0.43,+0.31,-0.78,-13.2,-17.7,+5.49,+5.23,-1.22
133,00400A,主動國泰動能高息,14.14,0,0,05/12,0,0,0,0,0,0,,,,,,
134,00401A,主動摩根台灣鑫收,12.88,+0.07,+0.55,05/12,0,0,0,0,0,0,,,,,,
135,00403A,主動統一升級50,10.8,+0.6,+5.88,05/12,0,,,,,,,,,,,
136,0050,元大台灣50,96.85,-0.05,-0.05,05/12,0,+0.01,+0.01,+0.02,+0.07,+0.09,+0.49,+0.82,+0.76,+1.14,+1.53,+0.67
137,0051,元大中型100,134.6,-0.65,-0.48,05/12,0,0,0,0,0,0,0,0,0,0,0,0
138,0052,富邦科技,56.9,-0.05,-0.09,05/12,0,-0.01,-0.02,-0.03,-0.01,-0.27,-0.65,+0.27,+0.24,+0.22,+0.5,+0.06
139,0053,元大電子,224.9,+0.65,+0.29,05/12,0,0,0,0,0,0,0,0,0,0,0,0
140,0055,元大MSCI金融,33.45,-0.55,-1.62,05/12,0,0,0,0,0,0,0,0,-0.08,0,0,0
141,0057,富邦摩台,288.85,+0.5,+0.17,05/12,0,0,0,0,0,0,0,0,0,0,0,0
142,0061,元大寶滬深,25.3,+0.13,+0.52,05/12,0,0,0,0,0,0,0,-1.15,-1.15,-1.15,-11.6,-1.15
143,006203,元大MSCI台灣,177.45,+0.7,+0.4,05/12,0,0,0,0,0,0,0,0,0,0,0,0
144,006204,永豐臺灣加權,210.35,+0.85,+0.41,05/12,0,0,0,0,0,0,0,0,0,0,0,0
145,006205,富邦上証,42.15,+0.33,+0.79,05/12,0,0,0,0,0,0,-0.67,-0.67,-0.67,-2.64,-52.7,-0.67
146,006206,元大上證50,38.26,+0.44,+1.16,05/12,0,0,0,0,0,0,0,0,0,0,-1.82,0
147,006207,復華滬深,33.95,+0.21,+0.62,05/12,0,0,0,0,0,0,0,0,0,0,+1.61,0
148,006208,富邦台50,224.55,+0.1,+0.04,05/12,0,0,0,0,0,0,-0.02,-0.02,+0.2,+0.46,+0.49,-0.02
149,00625K,富邦上証+R,9.07,+0.05,+0.55,05/12,0,0,0,0,0,0,0,0,0,0,,0
150,00631L,元大台灣50正2,32.52,-0.14,-0.43,05/12,0,0,0,0,0,-0.04,-0.22,-0.2,-0.2,-0.2,-0.21,-0.2
151,00632R,元大台灣50反1,11.21,+0.05,+0.45,05/12,0,0,0,0,0,-0.06,-0.06,0,-0.03,0,-0.16,-0.06
152,00633L,富邦上証正2,54.3,+1.2,+2.26,05/12,0,0,0,0,0,0,0,0,0,0,0,0
153,00634R,富邦上証反1,3.01,-0.03,-0.99,05/12,0,0,0,0,0,0,0,0,0,0,-1.61,0
154,00635U,期元大S&P黃金,49.45,+0.53,+1.08,05/12,0,0,0,0,0,0,0,0,-0.85,0,0,0
155,00636,國泰中國A50,29.03,+0.36,+1.26,05/12,0,0,0,0,0,0,0,0,-0.14,+0.84,+0.61,0
156,00636K,國泰中國A50+U,9.13,+0.04,+0.44,05/12,0,0,0,0,0,0,0,0,0,0,,0
157,00637L,元大滬深300正2,22.36,+0.46,+2.1,05/12,0,0,0,0,0,0,0,0,0,-0.6,-0.06,0
158,00638R,元大滬深300反1,6.43,-0.1,-1.53,05/12,0,0,0,0,0,0,0,0,0,0,0,0
159,00639,富邦深100,17.95,+0.07,+0.39,05/12,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
160,00640L,富邦日本正2,98.5,+1.95,+2.02,05/12,0,0,0,0,0,0,0,0,0,0,0,0
161,00641R,富邦日本反1,3.92,-0.04,-1.01,05/12,0,0,0,0,0,0,0,0,0,0,0,0
162,00642U,期元大S&P石油,30.02,-0.22,-0.73,05/12,0,0,0,0,0,0,0,0,0,0,-0.22,0
163,00643,群益深証中小,20.53,-0.1,-0.48,05/12,0,0,0,0,0,0,0,0,0,0,-1.7,0
164,00643K,群益深証中小+R,4.43,0,0,05/12,0,0,0,0,0,0,0,0,0,0,,0
165,00645,富邦日本,54.55,+0.55,+1.02,05/12,0,0,0,0,0,0,0,0,0,+0.38,+0.31,0
166,00646,元大S&P500,73.05,+0.25,+0.34,05/12,0,0,0,+0.03,+0.04,+0.05,+0.4,+0.54,+0.22,+0.22,+0.22,+0.57
167,00647L,元大S&P500正2,131.2,+0.7,+0.54,05/12,0,0,0,0,0,0,0,0,0,0,0,0
168,00648R,元大S&P500反1,4.05,0,0,05/12,0,0,0,0,0,0,0,0,0,0,0,0
169,00650L,復華香港正2,18.2,+0.24,+1.34,05/12,0,0,0,0,0,0,0,0,0,0,0,0
170,00651R,復華香港反1,5.05,-0.05,-0.98,05/12,0,0,0,0,0,0,0,0,0,0,0,0
171,00652,富邦印度,32.17,-0.53,-1.62,05/12,0,0,0,0,0,0,0,0,0,-0.35,0,0
172,00653L,富邦印度正2,44.9,-1.12,-2.43,05/12,0,0,0,0,0,0,0,0,0,-0.11,0,0
173,00654R,富邦印度反1,6.9,+0.06,+0.88,05/12,0,0,0,0,0,0,0,0,0,0,0,0
174,00655L,國泰中國A50正2,37.8,+0.8,+2.16,05/12,0,0,0,0,0,0,0,0,0,-0.14,-0.14,0
175,00656R,國泰中國A50反1,5.7,-0.05,-0.87,05/12,0,0,0,0,0,0,0,0,0,0,0,0
176,00657,國泰日經225,74,+0.2,+0.27,05/12,0,0,0,0,0,0,0,0,0,0,0,0
177,00657K,國泰日經225+U,23.61,+0.02,+0.08,05/12,0,0,0,0,0,0,0,0,0,0,,0
178,00660,元大歐洲50,42.59,-0.32,-0.75,05/12,0,0,0,0,0,0,0,0,0,0,,0
179,00661,元大日經225,81,+0.2,+0.25,05/12,0,0,0,0,0,0,0,0,0,0,,0
180,00662,富邦NASDAQ,118.05,+0.1,+0.08,05/12,0,0,0,0,-0.02,-0.05,-0.05,+0.03,+0.03,+0.03,,-0.05
181,00663L,國泰臺灣加權正2,93.15,-0.6,-0.64,05/12,0,0,0,0,0,0,0,0,0,0,,0
182,00664R,國泰臺灣加權反1,1.82,+0.02,+1.11,05/12,0,0,0,0,0,0,0,0,0,0,,0
