排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
1,4979,華星光,0,0,0,08/21,+1.66,0,0,0,0,0,0,0,0,0,0,0
2,6278,台表科,4352659,0,0,08/21,+0.98,0,0,0,0,0,0,0,0,0,0,0
3,2455,全新,4219068,0,0,08/21,+0.82,0,0,0,0,0,0,0,0,0,0,0
4,2486,一詮,3360605,0,0,08/21,+0.81,0,0,0,0,0,0,0,0,0,0,0
5,1815,富喬,0,0,0,08/21,+0.67,0,0,0,0,0,0,0,0,0,0,0
6,3450,聯鈞,4927258,0,0,08/21,+0.63,0,0,0,0,0,0,0,0,0,0,0
7,3081,聯亞,0,0,0,08/21,+0.51,0,0,0,0,0,0,0,0,0,0,0
8,6472,保瑞,624769,0,0,08/21,+0.4,0,0,0,0,0,0,0,0,0,0,0
9,3042,晶技,12758827,0,0,08/21,+0.29,0,0,0,0,0,0,0,0,0,0,0
10,4991,環宇-KY,0,0,0,08/21,+0.28,0,0,0,0,0,0,0,0,0,0,0
11,1402,遠東新,21484059,0,0,08/21,+0.21,0,0,0,0,0,0,0,0,0,0,0
12,3532,台勝科,1365710,0,0,08/21,+0.18,0,0,0,0,0,0,0,0,0,0,0
13,3665,貿聯-KY,1219200,0,0,08/21,+0.17,0,0,0,0,0,0,0,0,0,0,0
14,2049,上銀,1213732,0,0,08/21,+0.15,0,0,0,0,0,0,0,0,0,0,0
15,6274,台燿,0,0,0,08/21,+0.14,0,0,0,0,0,0,0,0,0,0,0
16,6531,愛普*,1564995,0,0,08/21,+0.14,0,0,0,0,0,0,0,0,0,0,0
17,2313,華通,7586193,0,0,08/21,+0.11,0,0,0,0,0,0,0,0,0,0,0
18,3014,聯陽,94000,0,0,08/21,+0.11,0,0,0,0,0,0,0,0,0,0,0
19,4746,台耀,259060,0,0,08/21,+0.11,0,0,0,0,0,0,0,0,0,0,0
20,8996,高力,851332,0,0,08/21,+0.11,0,0,0,0,0,0,0,0,0,0,0
21,8081,致新,159236,0,0,08/21,+0.09,0,0,0,0,0,0,0,0,0,0,0
22,3653,健策,628733,0,0,08/21,+0.07,0,0,0,0,0,0,0,0,0,0,0
23,3443,創意,1440534,0,0,08/21,+0.07,0,0,0,0,0,0,0,0,0,0,0
24,3008,大立光,1272818,0,0,08/21,+0.07,0,0,0,0,0,0,0,0,0,0,0
25,3105,穩懋,0,0,0,08/21,+0.06,0,0,0,0,0,0,0,0,0,0,0
26,6515,穎崴,102100,0,0,08/21,+0.06,0,0,0,0,0,0,0,0,0,0,0
27,2548,華固,1014686,0,0,08/21,+0.05,0,0,0,0,0,0,0,0,0,0,0
28,3491,昇達科,0,0,0,08/21,+0.05,0,0,0,0,0,0,0,0,0,0,0
29,2855,統一證,897436,0,0,08/21,+0.04,0,0,0,0,0,0,0,0,0,0,0
30,2915,潤泰全,1090581,0,0,08/21,+0.04,0,0,0,0,0,0,0,0,0,0,0
31,6213,聯茂,14106941,0,0,08/21,+0.04,0,0,0,0,0,0,0,0,0,0,0
32,2845,遠東銀,3507573,0,0,08/21,+0.03,0,0,0,0,0,0,0,0,0,0,0
33,2615,萬海,34613186,0,0,08/21,+0.03,0,0,0,0,0,0,0,0,0,0,0
34,8039,台虹,19270400,0,0,08/21,+0.03,0,0,0,0,0,0,0,0,0,0,0
35,3035,智原,463294,0,0,08/21,+0.03,0,0,0,0,0,0,0,0,0,0,0
36,2059,川湖,394259,0,0,08/21,+0.03,0,0,0,0,0,0,0,0,0,0,0
37,4938,和碩,4316542,0,0,08/21,+0.02,0,0,0,0,0,0,0,0,0,0,0
38,3702,大聯大,6754002,0,0,08/21,+0.02,0,0,0,0,0,0,0,0,0,0,0
39,6669,緯穎,310093,0,0,08/21,+0.02,0,0,0,0,0,0,0,0,0,0,0
40,4961,天鈺,93555,0,0,08/21,+0.02,0,0,0,0,0,0,0,0,0,0,0
41,2301,光寶科,11235559,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
42,2408,南亞科,24780068,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
43,2603,長榮,17320683,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
44,9941,裕融,467069,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
45,2393,億光,388081,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
46,3017,奇鋐,1071476,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
47,1215,卜蜂,398523,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
48,6488,環球晶,0,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
49,3028,增你強,235000,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
50,6414,樺漢,371000,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
51,3592,瑞鼎,76060,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
52,4966,譜瑞-KY,0,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
53,6805,富世達,311577,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
54,3526,凡甲,0,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
55,5288,豐祥-KY,14000,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
56,6640,均華,0,0,0,08/21,+0.01,0,0,0,0,0,0,0,0,0,0,0
57,0050,元大台灣50,6822926,0,0,08/21,0.0,0,0,0,0,0,0,0,0,0,0,0
