排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
32,3045,台灣大,110.5,-1,-0.9,05/26,+0.14,+0.27,+0.4,+0.63,+0.67,+0.45,+0.34,+3.87,-0.55,+7.79,+10.3,-0.08
33,3706,神達,87.4,-1.1,-1.24,05/26,+0.13,+0.27,+0.46,+0.92,+1.1,+1.12,+1.12,+0.56,+0.74,+1.15,-0.14,+0.98
34,8069,元太,235,0,0,05/26,+0.13,+0.25,+0.31,+0.47,+1.25,+1.32,+1.4,+1.4,+1.4,+1.39,+1.4,+1.73
35,5269,祥碩,1545,+10,+0.65,05/26,+0.13,+0.26,+0.45,+0.84,+0.74,+1.13,+1,+1.48,-7.87,-4.79,+0.91,+1.3
36,2301,光寶科,239.5,+12,+5.27,05/26,+0.12,+0.14,+0.14,+0.15,-0.42,-0.98,-1.88,-4.53,-6.85,-2.09,+1.15,-3.04
37,4977,眾達-KY,235.5,+5,+2.17,05/26,+0.12,+0.12,+0.12,-0.1,0,-0.02,+0.57,+0.5,+0.5,-2.87,-0.92,+0.5
38,7734,印能科技,3610,+140,+4.03,05/26,+0.11,+0.12,+0.3,+0.29,+0.84,+1.69,+5.15,+4.99,+5,,,+5.06
39,2880,華南金,30.15,-0.4,-1.31,05/26,+0.11,+0.18,+0.24,+0.28,+0.11,+0.01,-0.24,+1.08,+0.41,+4.59,+4.9,-0.18
40,3293,鈊象,735,-6,-0.81,05/26,+0.1,+0.23,+0.4,+0.6,+0.67,+0.61,-0.04,-0.68,+2.72,+2.28,-1.62,-0.63
41,6187,萬潤,1155,-55,-4.55,05/26,+0.1,+0.59,+0.58,+0.54,+0.29,-1.06,+7.76,+7.25,+6.16,+8.56,+4.56,+7.86
42,3533,嘉澤,2640,+55,+2.13,05/26,+0.1,+0.18,+0.27,+0.96,+0.35,+0.65,+4.31,+5.04,+0.75,-7.16,+4.46,+5.72
43,2344,華邦電,141,+12.5,+9.73,05/26,+0.1,+0.21,+0.19,+0.16,+1.59,+2.37,+2.23,+3.66,+6.94,+6.25,+7.09,+3.61
44,2887,台新新光金,23.6,+0.3,+1.29,05/26,+0.09,+0.19,+0.31,+0.42,-0.23,-1.9,-0.72,+3.63,+7.09,+8.92,+9.06,-0.61
45,2441,超豐,136,+7.5,+5.84,05/26,+0.09,+0.09,+0.09,+0.07,-0.14,-0.39,-2.68,-1.03,+0.29,+3.76,-1.93,-2.66
46,2472,立隆電,307,+27.5,+9.84,05/26,+0.09,+0.21,+0.24,+0.13,+0.3,+1.45,+1.91,+0.78,+1.24,+2.79,+2.93,0
47,2379,瑞昱,590,+7,+1.2,05/26,+0.09,+0.19,+0.18,+0.11,-0.03,-0.17,-3.34,-3.72,-5.76,+0.28,+5.68,-4.34
48,1216,統一,70.8,-0.4,-0.56,05/26,+0.08,+0.16,+0.26,+0.35,+0.33,+0.16,-0.67,+1.47,+1.94,+8.8,+9.08,-1.39
49,2489,瑞軒,51.7,-4.8,-8.5,05/26,+0.08,+0.08,+0.08,+0.13,+0.24,-0.84,+0.88,+0.88,+0.88,+0.89,+0.76,+0.88
50,5871,中租-KY,107,-2,-1.83,05/26,+0.08,+0.16,+0.27,+0.45,+0.4,+0.23,-0.82,-7.23,-3.3,+1.86,+2.41,-2.54
51,2476,鉅祥,131,+6.5,+5.22,05/26,+0.08,+0.08,+0.08,+0.08,+0.16,+0.17,+0.25,+0.25,+0.25,+0.03,+0.19,+0.25
52,2492,華新科,328.5,+7,+2.18,05/26,+0.07,+0.08,+0.26,+0.29,+0.7,+1.12,+1.2,+0.81,+1.32,+1.47,-8.03,+1.35
53,2357,華碩,699,-10,-1.41,05/26,+0.06,+0.21,+0.32,+0.19,+0.1,+0.12,+0.91,+4.72,+5.22,+8.85,+13.7,-0.21
54,00935,野村臺灣新科技50,60,+0.2,+0.33,05/26,+0.06,+0.09,+0.09,+0.11,+0.24,+0.38,-3.32,+2.92,+2.92,,,+2.92
55,2886,兆豐金,39.4,-0.1,-0.25,05/26,+0.06,+0.06,+0.12,+0.17,+0.17,+0.15,-0.13,-0.26,-1.88,+1.93,+2.36,-0.2
56,3034,聯詠,491.5,+2.5,+0.51,05/26,+0.06,+0.09,+0.08,+0.07,+0.13,-0.03,-2.48,-6.21,-14.9,+7.61,+12.8,-4.45
57,1717,長興,83,+0.8,+0.97,05/26,+0.06,+0.1,+0.15,+0.14,+0.08,-0.12,-0.41,+0.28,+0.27,+0.35,+0.48,+0.13
58,2049,上銀,409.5,+14.5,+3.67,05/26,+0.06,+0.06,+0.06,+0.06,+0.53,+0.57,+0.34,+0.66,-0.74,-1.8,+0.76,+0.66
59,4904,遠傳,94,-0.2,-0.21,05/26,+0.06,+0.1,+0.13,+0.16,+0.17,-0.18,-0.31,-0.95,-5.18,+4.28,+7.25,-0.64
60,2345,智邦,2620,+80,+3.15,05/26,+0.05,+0.05,-0.02,0,+0.37,+0.73,+1.61,+1.99,+0.18,+3.84,-0.6,+1.15
61,5876,上海商銀,39.45,-0.3,-0.75,05/26,+0.05,+0.1,+0.14,+0.2,+0.17,+0.04,+0.2,-2.3,-5.53,+4.19,,-0.29
62,6679,鈺太,343,-2.5,-0.72,05/26,+0.05,+0.1,+0.11,+0.14,+0.17,+0.27,+0.74,+0.68,+1.11,-11.3,,+0.75
63,6285,啟碁,304.5,+6.5,+2.18,05/26,+0.04,-0.28,-0.62,-1.5,-1.62,-0.97,-0.22,+1.03,-4.97,+7.35,+3.94,+0.83
64,00850,元大臺灣ESG永續,86.7,+0.2,+0.23,05/26,+0.04,+0.12,+0.19,+0.36,+0.42,+0.41,+0.33,+0.18,-0.27,+0.73,,+0.17
65,3105,穩懋,562,+19,+3.5,05/26,+0.04,+0.2,+0.35,+0.87,+0.67,-0.42,+6.02,+7,+6.44,+6.09,-4.55,+6.65
66,6182,合晶,84.4,+7.6,+9.9,05/26,+0.04,+0.04,+0.04,+0.04,+0.04,+0.05,+0.05,+0.03,+0.02,-1.47,-1.06,+0.05
67,2606,裕民,70,+2.1,+3.09,05/26,+0.03,+0.02,+0.01,0,-2.17,-3.04,-3.99,-3.6,-8.44,+0.59,+4.93,-6.62
68,1802,台玻,72.2,-1.7,-2.3,05/26,+0.03,+0.06,+0.06,+0.06,+0.06,+0.06,-0.21,-0.04,+0.06,-4.25,+0.01,-0.47
69,4958,臻鼎-KY,540,+11,+2.08,05/26,+0.03,+0.17,+0.5,+1.36,+1.33,+2.5,+2.88,-1.27,+1.8,+1.08,+4.13,+2.74
70,2412,中華電,136,-0.5,-0.37,05/26,+0.02,+0.03,+0.03,+0.02,+0.15,+0.13,+0.01,+0.08,-0.48,+0.76,+1.27,+0.1
71,5483,中美晶,164,+9.5,+6.15,05/26,+0.02,-0.04,-0.09,-0.11,-0.13,+2.59,+1.09,+0.45,+1.42,+8.51,+8.59,+1.08
72,2615,萬海,81.5,-1.8,-2.16,05/26,+0.02,+0.13,+0.19,+0.3,+0.38,+0.35,-1.04,-1.41,-3.01,-0.51,+0.01,-1.31
73,4991,環宇-KY,870,+30,+3.57,05/26,+0.02,+0.04,+0.04,+0.04,-0.1,-1.19,+1.29,+1.05,+3.8,+8.72,+4.04,+0.07
74,2891,中信金,57.6,+0.3,+0.52,05/26,+0.02,-0.01,-0.02,-0.15,-0.34,-0.88,-0.66,-2.63,+0.7,+9.67,+12.1,-1.18
75,00991A,主動復華未來50,19.33,+0.06,+0.31,05/26,+0.02,+0.07,+0.07,+0.07,+0.07,+0.01,-0.43,,,,,+0.07
76,00982A,主動群益台灣強棒,24.06,+0.34,+1.43,05/26,+0.02,+0.07,+0.07,+0.07,+0.07,+0.07,+0.07,+0.07,+0.07,,,+0.07
77,6223,旺矽,6240,+40,+0.65,05/26,+0.02,+0.05,+0.07,-0.05,+0.58,+0.89,+1.95,-0.11,+9.06,+15.6,+13.7,-0.02
78,2368,金像電,1445,+20,+1.4,05/26,+0.01,+0.19,+0.17,-0.04,-0.06,+0.05,+3.01,+0.5,+2.58,+4.97,+14,-0.15
79,3374,精材,255.5,-2.5,-0.97,05/26,+0.01,+0.07,+0.07,+0.07,+0.1,+0.32,-0.27,+0.75,+0.58,-1.34,-1.07,+0.75
80,1560,中砂,742,+22,+3.06,05/26,+0.01,+0.02,0,-0.53,-0.5,-0.15,-3.52,-2.78,-4.17,+1.62,+2.55,-3.98
81,8926,台汽電,68.7,+6.2,+9.92,05/26,+0.01,+0.01,+0.01,+0.14,+0.14,+0.14,+0.14,+0.14,+0.14,+0.14,+0.14,+0.14
82,0050,元大台灣50,100.1,-0.7,-0.69,05/26,+0.01,+0.02,+0.02,+0.05,+0.06,+0.14,+0.41,+0.86,+0.78,+1.19,+1.57,+0.72
83,2451,創見,316.5,+5.5,+1.77,05/26,+0.01,+0.01,0,+0.06,+0.02,-0.66,+0.52,-4.91,-6.16,+4.91,+2.19,-1.9
84,4919,新唐,211,-8,-3.65,05/26,+0.01,+0.63,+0.87,+1.64,+1.94,+1.94,+1.98,+1.99,+1.89,-2.51,-0.33,+1.99
85,3443,創意,5285,-25,-0.47,05/26,+0.01,+0.03,+0.08,+0.27,-0.43,+0.96,+2.52,+2.79,+3.75,-1.38,+8.3,+3.18
86,2360,致茂,2500,+40,+1.63,05/26,+0.01,+0.05,+0.12,+0.11,-0.07,-0.13,+1.22,+1.7,+5.59,+5.74,+5.82,+0.98
87,6770,力積電,70.8,+3.2,+4.73,05/26,+0.01,+0.01,+0.02,+0.03,+0.08,+0.09,-0.08,+0.27,+0.29,-0.75,,-0.07
88,3455,由田,271.5,-4,-1.45,05/26,+0.01,+0.01,+0.05,+0.04,+0.04,+0.35,+0.33,+1.09,-0.64,+1.09,+1.09,+0.89
89,1513,中興電,165,+5,+3.12,05/26,+0.01,+0.16,+0.21,+0.41,+0.51,+0.34,+0.28,-0.6,+1.54,-6.56,+3.11,-0.56
90,1519,華城,851,+21,+2.53,05/26,+0.01,+0.01,0,-0.06,-0.18,-0.25,-0.97,-0.5,-0.35,-5.55,-0.27,-1.16
91,2308,台達電,2350,+60,+2.62,05/26,+0.01,+0.01,+0.01,-0.04,-0.11,-0.02,+0.22,+0.41,+0.85,+0.81,+2.07,+0.4
92,2327,國巨*,661,-30,-4.34,05/26,+0.01,+0.15,+0.25,+0.75,+1.92,+2.86,+2.6,+4.29,+4.62,+4.47,+4.77,+4.11
93,6446,藥華藥,878,+38,+4.52,05/26,+0.01,+0.01,+0.01,0,-0.28,-0.52,-0.49,-0.66,-1.83,-1.07,,-0.31
94,6415,矽力*-KY,630,+12,+1.94,05/26,0,+0.02,+0.25,+0.44,+0.81,+1.01,+1.68,+3.05,+1.65,+0.96,-0.3,+2.9
95,2409,友達,22,-2.4,-9.84,05/26,0,0,0,0,0,0,-0.1,-0.35,-0.26,-4.62,-4.47,-0.37
96,5434,崇越,481,-4,-0.82,05/26,0,+0.01,0,-0.04,-0.06,-0.17,-0.72,-1.95,-1.57,+1.21,+3.08,-0.92
97,1104,環泥,27.35,-0.2,-0.73,05/26,0,0,0,0,0,0,+0.02,-0.03,+0.03,0,-0.2,+0.02
98,2106,建大,16.7,+0.05,+0.3,05/26,0,0,0,0,0,0,-0.01,-0.01,0,-0.02,-0.13,-0.01
99,1504,東元,72.5,+0.5,+0.69,05/26,0,-0.01,0,0,+0.01,+0.02,-0.39,-5.16,-9.56,-2.51,-1.12,-0.69
100,2201,裕隆,26.8,-0.65,-2.37,05/26,0,0,0,0,0,0,-0.01,0,-0.02,-0.96,+1.29,-0.01
101,1904,正隆,18.9,-0.4,-2.07,05/26,0,0,0,0,0,0,+0.01,-0.26,-0.01,-0.07,+0.01,-0.1
102,2354,鴻準,60.5,-0.6,-0.98,05/26,0,0,0,0,0,0,+0.01,-0.31,0,+0.14,-0.2,-0.3
103,2002,中鋼,19.5,-0.45,-2.26,05/26,0,0,0,+0.01,+0.01,0,-0.04,-0.05,-0.33,-1.71,-0.63,-0.01
104,1440,南紡,11.7,-0.3,-2.5,05/26,0,0,0,0,0,0,+0.01,+0.01,-0.01,+0.04,+0.06,+0.01
105,1907,永豐餘,24.5,-0.35,-1.41,05/26,0,0,0,0,0,-0.01,-0.01,+0.08,-0.1,-0.16,+0.03,-0.02
106,1229,聯華,39.9,+1.4,+3.64,05/26,0,0,0,0,0,+0.01,+0.01,+0.01,0,-0.02,+0.01,+0.01
107,2023,燁輝,13.55,-0.4,-2.87,05/26,0,0,0,0,0,0,+0.01,-0.01,-0.01,-0.01,+0.01,-0.02
108,2892,第一金,27.7,+0.1,+0.36,05/26,0,+0.03,+0.05,+0.09,+0.12,+0.1,+0.03,-3.55,-2.89,-1.13,+0.47,-0.03
109,2646,星宇航空,20.2,-0.1,-0.49,05/26,0,0,0,0,0,0,+0.01,+0.01,+0.02,,,+0.01
110,5880,合庫金,22.7,+0.05,+0.22,05/26,0,0,0,0,0,0,+0.03,+0.03,-0.11,+0.11,+0.37,+0.04
111,00400A,主動國泰動能高息,14.65,+0.08,+0.55,05/26,0,0,0,0,0,0,,,,,,
112,00401A,主動摩根台灣鑫收,13.58,-0.01,-0.07,05/26,0,0,0,0,0,0,,,,,,
113,00403A,主動統一升級50,10.64,+0.06,+0.57,05/26,0,0,0,0,0,,,,,,,
114,0051,元大中型100,140.3,-0.35,-0.25,05/26,0,0,0,0,0,0,0,0,0,0,0,0
115,0052,富邦科技,59.25,-0.35,-0.59,05/26,0,0,0,-0.02,-0.04,-0.04,-0.75,+0.22,+0.2,+0.18,+0.46,+0.03
116,0053,元大電子,234.95,-0.4,-0.17,05/26,0,0,0,0,0,0,0,0,0,0,0,0
117,0055,元大MSCI金融,34.3,+0.35,+1.03,05/26,0,0,0,0,0,0,0,0,0,0,0,0
118,0057,富邦摩台,298.9,+0.55,+0.18,05/26,0,0,0,0,0,0,0,0,0,0,0,0
119,0061,元大寶滬深,24.96,+0.13,+0.52,05/26,0,0,0,0,0,0,0,-1.16,-1.16,-1.16,-12.8,-1.16
120,006203,元大MSCI台灣,182.75,-0.9,-0.49,05/26,0,0,0,0,0,0,0,0,0,0,0,0
121,006204,永豐臺灣加權,218.6,+0.6,+0.28,05/26,0,0,0,0,0,0,0,0,0,0,0,0
122,006205,富邦上証,41.24,+0.18,+0.44,05/26,0,0,-0.39,-0.39,-0.39,-0.39,-1.07,-1.07,-1.07,-3.04,-53.6,-1.07
123,006206,元大上證50,36.81,+0.1,+0.27,05/26,0,0,0,0,0,0,0,0,0,0,-1.88,0
124,006207,復華滬深,33.58,+0.2,+0.6,05/26,0,0,0,0,0,0,0,0,0,0,+0.72,0
125,006208,富邦台50,232.55,-0.6,-0.26,05/26,0,0,0,0,0,0,-0.02,-0.04,+0.16,+0.46,+0.5,-0.03
126,00625K,富邦上証+R,8.89,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
127,00632R,元大台灣50反1,10.72,+0.04,+0.37,05/26,0,0,0,0,0,0,-0.07,-0.04,-0.01,0,-0.17,-0.07
128,00633L,富邦上証正2,52.3,+0.75,+1.45,05/26,0,0,0,0,0,0,0,0,-0.09,0,0,0
129,00634R,富邦上証反1,3.07,-0.02,-0.65,05/26,0,0,0,0,0,0,0,0,0,0,-2.37,0
130,00635U,期元大S&P黃金,47.35,-0.31,-0.65,05/26,0,0,0,0,0,0,0,0,-0.87,0,0,0
131,00636,國泰中國A50,28.56,+0.23,+0.81,05/26,0,0,0,0,0,0,0,0,-0.14,+0.86,+0.62,0
132,00636K,國泰中國A50+U,9.11,+0.03,+0.33,05/26,0,0,0,0,0,0,0,0,0,0,,0
133,00637L,元大滬深300正2,21.59,+0.41,+1.94,05/26,0,0,0,0,0,0,0,0,0,-0.55,-0.06,0
134,00638R,元大滬深300反1,6.53,-0.05,-0.76,05/26,0,0,0,0,0,0,0,0,0,0,0,0
135,00639,富邦深100,18.19,+0.25,+1.39,05/26,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
136,00640L,富邦日本正2,101.65,+0.05,+0.05,05/26,0,0,0,0,0,0,0,0,0,0,0,0
137,00641R,富邦日本反1,3.86,+0.02,+0.52,05/26,0,0,0,0,0,0,0,0,0,0,0,0
138,00642U,期元大S&P石油,29.08,+0.44,+1.54,05/26,0,0,0,0,0,0,0,0,0,0,-0.24,0
139,00643,群益深証中小,20.45,+0.12,+0.59,05/26,0,0,0,0,0,0,0,0,0,0,0,0
140,00643K,群益深証中小+R,4.34,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
141,00645,富邦日本,55.5,+0.05,+0.09,05/26,0,0,0,0,0,0,0,0,0,+0.39,+0.32,0
142,00646,元大S&P500,74.45,-0.2,-0.27,05/26,0,+0.03,+0.03,+0.03,+0.11,+0.14,+0.43,+0.61,+0.33,+0.33,+0.33,+0.67
143,00647L,元大S&P500正2,135.3,-0.8,-0.59,05/26,0,0,0,0,0,0,0,0,0,0,0,0
144,00648R,元大S&P500反1,3.98,+0.03,+0.76,05/26,0,0,0,0,0,0,0,0,0,0,0,0
145,00650L,復華香港正2,17.15,0,0,05/26,0,0,0,0,0,0,0,0,0,0,0,0
146,00651R,復華香港反1,5.25,-0.01,-0.19,05/26,0,0,0,0,0,0,0,0,0,0,0,0
147,00652,富邦印度,32.63,+0.15,+0.46,05/26,0,0,0,0,0,0,0,0,0,-0.35,0,0
148,00653L,富邦印度正2,46.66,+0.36,+0.78,05/26,0,0,0,0,0,0,0,0,0,-0.11,0,0
149,00654R,富邦印度反1,6.73,-0.02,-0.3,05/26,0,0,0,0,0,0,0,0,0,0,0,0
150,00655L,國泰中國A50正2,36.49,+0.65,+1.81,05/26,0,0,0,0,0,0,0,0,0,-0.14,-0.14,0
151,00656R,國泰中國A50反1,5.78,-0.04,-0.69,05/26,0,0,0,0,0,0,0,0,0,0,0,0
152,00657,國泰日經225,76.2,-0.35,-0.46,05/26,0,0,0,0,0,0,0,0,0,0,0,0
153,00657K,國泰日經225+U,24.32,-0.1,-0.41,05/26,0,0,0,0,0,0,0,0,0,0,,0
154,00660,元大歐洲50,44.29,+0.3,+0.68,05/26,0,0,0,0,0,0,0,0,0,0,,0
155,00661,元大日經225,83.9,-0.3,-0.36,05/26,0,0,0,0,0,0,0,0,0,0,,0
156,00662,富邦NASDAQ,120.25,-0.55,-0.46,05/26,0,0,0,0,-0.01,-0.02,-0.06,+0.02,+0.02,+0.02,,-0.06
157,00663L,國泰臺灣加權正2,100.5,-0.3,-0.3,05/26,0,0,0,0,0,0,0,0,0,0,,0
158,00664R,國泰臺灣加權反1,1.73,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
159,00665L,富邦恒生國企正2,9.7,+0.08,+0.83,05/26,0,0,0,0,0,0,0,0,0,0,,0
160,00666R,富邦恒生國企反1,9.02,-0.06,-0.66,05/26,0,0,0,0,0,0,0,0,0,0,,0
161,00668,國泰美國道瓊,58.35,-0.05,-0.09,05/26,0,0,0,0,0,0,0,0,0,0,,0
162,00668K,國泰美國道瓊+U,18.49,+0.01,+0.05,05/26,0,0,0,0,0,0,0,0,0,0,,0
163,00669R,國泰美國道瓊反1,5.4,+0.02,+0.37,05/26,0,0,0,0,0,0,0,0,0,0,,0
164,00670L,富邦NASDAQ正2,211.75,-2.55,-1.19,05/26,0,0,0,0,0,0,0,0,0,0,,0
165,00671R,富邦NASDAQ反1,2.43,+0.01,+0.41,05/26,0,0,0,0,0,0,0,0,0,0,,0
166,00673R,期元大S&P原油反1,12.51,-0.13,-1.03,05/26,0,0,0,0,0,0,0,0,0,0,,0
167,00674R,期元大S&P黃金反1,27.28,+0.22,+0.81,05/26,0,0,0,0,0,0,0,0,0,0,,0
168,00675L,富邦臺灣加權正2,304.4,+0.1,+0.03,05/26,0,0,0,0,0,0,0,0,0,0,,0
169,00676R,富邦臺灣加權反1,5.92,+0.03,+0.51,05/26,0,0,0,0,0,0,0,0,0,0,,0
170,00678,群益那斯達克生技,35.77,-0.16,-0.45,05/26,0,0,0,0,0,0,0,0,0,0,,0
171,00679B,元大美債20年,26.28,+0.03,+0.11,05/26,0,0,0,0,+0.01,+0.01,+0.01,+0.01,-0.24,+0.01,,+0.01
172,00680L,元大美債20正2,6.78,0,0,05/26,0,0,0,0,0,0,0,0,0,-0.32,,0
173,00681R,元大美債20反1,21.26,+0.03,+0.14,05/26,0,0,0,0,0,0,0,0,0,0,,0
174,00682U,期元大美元指數,20.37,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
175,00683L,期元大美元指正2,21.15,+0.08,+0.38,05/26,0,0,0,0,0,0,0,0,0,0,,0
176,00684R,期元大美元指反1,15.27,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
177,00685L,群益臺灣加權正2,274.9,-0.55,-0.2,05/26,0,0,0,0,0,0,0,0,0,0,,0
178,00686R,群益臺灣加權反1,1.06,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
179,00687B,國泰20年美債,27.57,+0.05,+0.18,05/26,0,0,0,0,+0.01,+0.01,+0.01,+0.01,-0.37,+0.02,,+0.01
180,00687C,國泰20年美債+櫃U,9.23,-0.01,-0.11,05/26,0,0,0,0,0,0,0,0,0,,,0
181,00688L,國泰20年美債正2,6.77,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
182,00689R,國泰20年美債反1,22.15,+0.05,+0.23,05/26,0,0,0,0,0,0,0,0,0,0,,0
183,00690,兆豐藍籌30,78.15,+0.65,+0.84,05/26,0,0,0,0,0,0,0,0,0,0,,0
184,00692,富邦公司治理,87.25,-0.35,-0.4,05/26,0,0,0,0,0,0,+0.02,+0.02,+0.02,+0.02,,+0.02
185,00693U,期街口S&P黃豆,22.02,+0.15,+0.69,05/26,0,0,0,0,0,0,0,0,0,0,,0
186,00694B,富邦美債1-3,41.43,+0.09,+0.22,05/26,0,0,0,0,0,0,0,+0.91,+0.43,-7.37,,+0.21
187,00695B,富邦美債7-10,34.84,0,0,05/26,0,0,0,0,0,0,0,0,0,0,,0
