排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
65,00935,野村臺灣新科技50,54.7,+0.4,+0.74,05/14,+0.02,+0.06,+0.09,+0.17,+0.27,+0.13,-3.72,+3.02,+3.02,,,+3.02
66,2727,王品,237,+1,+0.42,05/14,+0.02,+0.02,+0.03,-0.01,+0.24,+0.37,+0.47,+0.4,-2.07,-3.35,+0.56,+0.4
67,4904,遠傳,98.1,+1.2,+1.24,05/14,+0.02,+0.03,+0.01,+0.03,-0.21,-0.19,-0.49,-1.45,-5.56,+4.01,+7.1,-0.79
68,2376,技嘉,327,+13.5,+4.31,05/14,+0.02,+0.02,+0.02,0,-0.17,-0.59,-0.45,-0.41,-3.11,-3.69,-2.7,-0.4
69,1785,光洋科,149,-5,-3.25,05/14,+0.02,+0.03,+0.03,+0.05,+0.19,+0.22,+0.2,+1.46,+1.38,+1.51,+1.46,+0.21
70,3045,台灣大,115,+3,+2.68,05/14,+0.02,0,-0.02,-0.04,-0.13,-0.17,-0.39,+3.25,-1.12,+7.12,+9.64,-0.75
71,1560,中砂,650,+17,+2.69,05/14,+0.01,+0.02,+0.08,+0.12,+0.37,-0.54,-2.7,-2.27,-3.31,+2.13,+2.99,-3.46
72,6139,亞翔,720,+34,+4.96,05/14,+0.01,+0.02,-0.27,-0.25,-0.17,-0.91,-1.38,-1.19,-0.5,+2.37,+2.44,-0.53
73,2467,志聖,610,-16,-2.56,05/14,+0.01,+0.02,+0.01,+0.01,-0.53,-0.47,+1.04,+1.75,+1.76,+2.02,+2.02,+1.36
74,3044,健鼎,512,-17,-3.21,05/14,+0.01,-0.02,+0.02,+0.04,+0.17,-0.33,-0.83,-6.49,-9.39,+1.31,+3.06,-2.51
75,3030,德律,402.5,-11.5,-2.78,05/14,+0.01,+0.01,+0.01,+0.02,+0.06,-0.2,+0.27,-6.41,+0.55,+0.54,+0.59,+0.43
76,5904,寶雅,553,-9,-1.6,05/14,0,+0.01,0,0,-0.04,-0.07,+0.12,+0.41,-10.2,-0.96,-0.43,+0.37
77,7750,新代,2745,-20,-0.72,05/14,0,+0.01,+0.01,+0.01,+0.09,+0.18,+0.27,+0.22,,,,+0.25
78,6679,鈺太,315,-5,-1.56,05/14,0,0,+0.03,+0.06,+0.1,+0.15,+0.57,+0.73,+0.94,-11.8,,+0.59
79,6488,環球晶,788,+38,+5.07,05/14,0,+0.02,+0.02,+0.11,+0.88,+1.47,+1.71,+5.48,+3.14,+5.68,+5.83,+5
80,0050,元大台灣50,96.05,+0.55,+0.58,05/14,0,0,0,+0.02,+0.08,+0.1,+0.44,+0.82,+0.75,+1.14,+1.53,+0.67
81,00795B,中信美國公債20年,26.83,-0.04,-0.15,05/14,0,0,0,0,0,0,0,0,-0.01,+0.01,,0
82,5269,祥碩,1465,+35,+2.45,05/14,0,+0.01,+0.22,+0.37,+0.4,+0.33,+0.09,+0.66,-8.77,-4.75,+0.18,+0.57
83,00687B,國泰20年美債,27.62,-0.02,-0.07,05/14,0,0,0,0,0,0,0,0,-0.25,+0.02,,0
84,00679B,元大美債20年,26.58,-0.02,-0.08,05/14,0,0,0,0,0,0,0,0,-0.19,0,,0
85,2371,大同,29,-1,-3.33,05/14,0,0,0,+0.01,+0.01,-0.01,+0.02,-3.69,-0.44,+0.37,+0.33,-0.49
86,2542,興富發,43.15,+0.45,+1.05,05/14,0,0,0,0,0,-0.7,-0.79,-1.53,-0.33,-3.54,-4.08,-1.17
87,3028,增你強,78.8,+5.5,+7.5,05/14,0,0,0,0,0,0,0,0,0,-0.02,-0.02,0
88,3374,精材,259.5,+22.5,+9.49,05/14,0,0,+0.18,+0.18,+0.22,+0.03,-0.99,+0.65,+0.44,-1.38,-1.17,+0.66
89,6789,采鈺,573,-10,-1.72,05/14,0,0,0,0,+0.07,+0.06,+0.22,+0.36,+0.53,+0.6,,+0.32
90,2609,陽明,48.6,-0.65,-1.32,05/14,0,0,0,0,0,-0.04,-0.1,-3.53,+0.3,+4.68,+4.04,-0.39
91,3481,群創,35.4,-2.1,-5.6,05/14,0,+0.01,+0.01,+0.05,+0.04,-0.38,-0.36,+0.23,-0.52,-0.21,-2.02,+0.11
92,00400A,主動國泰動能高息,13.79,-0.16,-1.15,05/14,0,0,0,0,0,0,,,,,,
93,00401A,主動摩根台灣鑫收,12.78,-0.03,-0.23,05/14,0,0,0,0,0,0,,,,,,
94,00403A,主動統一升級50,10.24,+0.06,+0.59,05/14,0,0,0,,,,,,,,,
95,0051,元大中型100,132.45,-1.3,-0.97,05/14,0,0,0,0,0,0,0,0,0,0,0,0
96,0053,元大電子,223.8,+2.4,+1.08,05/14,0,0,0,0,0,0,0,0,0,0,0,0
97,0055,元大MSCI金融,33.66,-0.09,-0.27,05/14,0,0,0,0,0,0,0,0,-0.29,0,0,0
98,0056,元大高股息,45.15,0,0,05/14,0,0,0,+0.01,+0.02,+0.03,+0.05,+0.06,+0.04,+0.08,+0.78,+0.05
99,0057,富邦摩台,287.1,-6.2,-2.11,05/14,0,0,0,0,0,0,0,0,0,0,0,0
100,0061,元大寶滬深,25.34,-0.08,-0.31,05/14,0,0,0,0,0,0,0,-1.15,-1.15,-1.15,-11.6,-1.15
101,006203,元大MSCI台灣,175.15,+1,+0.57,05/14,0,0,0,0,0,0,0,0,0,0,0,0
102,006204,永豐臺灣加權,208.4,+2.3,+1.12,05/14,0,0,0,0,0,0,0,0,0,0,0,0
103,006205,富邦上証,42.02,-0.28,-0.66,05/14,0,0,0,0,0,0,-0.67,-0.67,-0.67,-2.64,-52.7,-0.67
104,006206,元大上證50,38.04,-0.11,-0.29,05/14,0,0,0,0,0,0,0,0,0,0,-1.85,0
105,006207,復華滬深,34.04,-0.08,-0.23,05/14,0,0,0,0,0,0,0,0,0,0,+1.61,0
106,006208,富邦台50,222.5,+1.3,+0.59,05/14,0,0,0,0,0,0,-0.02,-0.02,+0.19,+0.46,+0.49,-0.03
107,00625K,富邦上証+R,9.07,0,0,05/14,0,0,0,0,0,0,0,0,0,0,,0
108,00631L,元大台灣50正2,31.96,+0.11,+0.35,05/14,0,0,0,0,0,-0.04,-0.22,-0.2,-0.2,-0.2,-0.21,-0.2
109,00632R,元大台灣50反1,11.32,+0.01,+0.09,05/14,0,0,0,0,0,-0.06,-0.06,0,0,0,-0.18,-0.06
110,00633L,富邦上証正2,54.15,-0.25,-0.46,05/14,0,0,0,0,0,0,0,0,0,0,0,0
111,00634R,富邦上証反1,3.02,+0.01,+0.33,05/14,0,0,0,0,0,0,0,0,0,0,-1.61,0
112,00635U,期元大S&P黃金,49.22,-0.04,-0.08,05/14,0,0,0,0,0,0,0,0,-0.86,0,0,0
113,00636,國泰中國A50,29.07,-0.06,-0.21,05/14,0,0,0,0,0,0,0,0,-0.14,+0.85,+0.62,0
114,00636K,國泰中國A50+U,9.23,-0.03,-0.32,05/14,0,0,0,0,0,0,0,0,0,0,,0
115,00637L,元大滬深300正2,22.33,-0.13,-0.58,05/14,0,0,0,0,0,0,0,0,-0.02,-0.61,-0.06,0
116,00638R,元大滬深300反1,6.45,0,0,05/14,0,0,0,0,0,0,0,0,0,0,0,0
117,00639,富邦深100,18.15,+0.02,+0.11,05/14,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
118,00640L,富邦日本正2,99.15,-1.75,-1.73,05/14,0,0,0,0,0,0,0,0,0,0,0,0
119,00641R,富邦日本反1,3.9,+0.02,+0.52,05/14,0,0,0,0,0,0,0,0,0,0,0,0
120,00642U,期元大S&P石油,30.69,+0.11,+0.36,05/14,0,0,0,0,0,0,0,0,0,0,-0.23,0
121,00643,群益深証中小,20.61,-0.25,-1.2,05/14,0,0,0,0,0,0,0,0,0,0,-1.7,0
122,00643K,群益深証中小+R,4.43,0,0,05/14,0,0,0,0,0,0,0,0,0,0,,0
123,00645,富邦日本,54.75,-0.4,-0.73,05/14,0,0,0,0,0,0,0,0,0,+0.39,+0.31,0
124,00646,元大S&P500,73.85,+0.35,+0.48,05/14,0,+0.01,+0.01,+0.01,+0.04,+0.06,+0.41,+0.55,+0.23,+0.23,+0.23,+0.58
125,00647L,元大S&P500正2,133.15,+1.25,+0.95,05/14,0,0,0,0,0,0,0,0,0,0,0,0
126,00648R,元大S&P500反1,4.02,-0.02,-0.5,05/14,0,0,0,0,0,0,0,0,0,0,0,0
127,00650L,復華香港正2,18.34,+0.22,+1.21,05/14,0,0,0,0,0,0,0,0,0,0,0,0
128,00651R,復華香港反1,5.08,-0.03,-0.59,05/14,0,0,0,0,0,0,0,0,0,0,0,0
129,00652,富邦印度,31.96,+0.04,+0.13,05/14,0,0,0,0,0,0,0,0,0,-0.35,0,0
130,00653L,富邦印度正2,44.39,+0.11,+0.25,05/14,0,0,0,0,0,0,0,0,0,-0.11,0,0
131,00654R,富邦印度反1,6.94,0,0,05/14,0,0,0,0,0,0,0,0,0,0,0,0
132,00655L,國泰中國A50正2,37.74,-0.15,-0.4,05/14,0,0,0,0,0,0,0,0,0,-0.14,-0.14,0
133,00656R,國泰中國A50反1,5.75,+0.06,+1.05,05/14,0,0,0,0,0,0,0,0,0,0,0,0
134,00657,國泰日經225,74.1,-0.5,-0.67,05/14,0,0,0,0,0,0,0,0,0,0,0,0
135,00657K,國泰日經225+U,23.77,+0.12,+0.51,05/14,0,0,0,0,0,0,0,0,0,0,,0
136,00660,元大歐洲50,42.7,+0.06,+0.14,05/14,0,0,0,0,0,0,0,0,0,0,,0
137,00661,元大日經225,81.2,-0.45,-0.55,05/14,0,0,0,0,0,0,0,0,0,0,,0
138,00662,富邦NASDAQ,119.45,+1.1,+0.93,05/14,0,0,0,0,-0.01,-0.05,-0.05,+0.03,+0.03,+0.03,,-0.05
139,00663L,國泰臺灣加權正2,92.05,+1.05,+1.15,05/14,0,0,0,0,0,0,0,0,0,0,,0
140,00664R,國泰臺灣加權反1,1.82,-0.01,-0.55,05/14,0,0,0,0,0,0,0,0,0,0,,0
141,00665L,富邦恒生國企正2,10.39,+0.05,+0.48,05/14,0,0,0,0,0,0,0,0,0,0,,0
142,00666R,富邦恒生國企反1,8.75,-0.02,-0.23,05/14,0,0,0,0,0,0,0,0,0,0,,0
143,00668,國泰美國道瓊,57.3,+0.1,+0.17,05/14,0,0,0,0,0,0,0,0,0,0,,0
144,00668K,國泰美國道瓊+U,18.16,-0.02,-0.11,05/14,0,0,0,0,0,0,0,0,0,0,,0
145,00669R,國泰美國道瓊反1,5.51,-0.01,-0.18,05/14,0,0,0,0,0,0,0,0,0,0,,0
146,00670L,富邦NASDAQ正2,208.85,+3.85,+1.88,05/14,0,0,0,0,0,0,0,0,0,0,,0
147,00671R,富邦NASDAQ反1,2.45,-0.03,-1.21,05/14,0,0,0,0,0,0,0,0,0,0,,0
148,00673R,期元大S&P原油反1,11.97,-0.06,-0.5,05/14,0,0,0,0,0,0,0,0,0,0,,0
149,00674R,期元大S&P黃金反1,26.3,0,0,05/14,0,0,0,0,0,0,0,0,0,0,,0
150,00675L,富邦臺灣加權正2,278.4,+2.2,+0.8,05/14,0,0,0,0,0,0,0,0,0,0,,0
151,00676R,富邦臺灣加權反1,6.21,-0.02,-0.32,05/14,0,0,0,0,0,0,0,0,0,0,,0
152,00678,群益那斯達克生技,36.33,-0.1,-0.27,05/14,0,0,0,0,0,0,0,0,0,0,,0
153,00680L,元大美債20正2,6.8,-0.03,-0.44,05/14,0,0,0,0,0,0,0,0,0,-0.31,,0
154,00681R,元大美債20反1,21.26,+0.05,+0.24,05/14,0,0,0,0,0,0,0,0,0,0,,0
155,00682U,期元大美元指數,20.23,0,0,05/14,0,0,0,0,0,0,0,0,0,0,,0
156,00683L,期元大美元指正2,20.95,+0.15,+0.72,05/14,0,0,0,0,0,0,0,0,0,0,,0
157,00684R,期元大美元指反1,15.34,-0.05,-0.32,05/14,0,0,0,0,0,0,0,0,0,0,,0
158,00685L,群益臺灣加權正2,251.85,+2.55,+1.02,05/14,0,0,0,0,0,0,0,0,0,0,,0
159,00686R,群益臺灣加權反1,1.12,+0.01,+0.9,05/14,0,0,0,0,0,0,0,0,0,0,,0
160,00687C,國泰20年美債+櫃U,9.24,-0.03,-0.32,05/14,0,0,0,0,0,0,0,0,0,,,0
161,00688L,國泰20年美債正2,6.78,-0.03,-0.44,05/14,0,0,0,0,0,0,0,0,0,0,,0
162,00689R,國泰20年美債反1,22.15,+0.06,+0.27,05/14,0,0,0,0,0,0,0,0,0,0,,0
163,00690,兆豐藍籌30,73.5,+0.3,+0.41,05/14,0,0,0,0,0,0,0,0,0,0,,0
164,00692,富邦公司治理,83.8,+0.35,+0.42,05/14,0,0,0,0,0,+0.02,+0.02,+0.02,+0.02,+0.02,,+0.02
165,00693U,期街口S&P黃豆,22.72,-0.04,-0.18,05/14,0,0,0,0,0,0,0,0,0,0,,0
166,00694B,富邦美債1-3,41.5,+0.02,+0.05,05/14,0,0,0,0,0,0,0,+0.29,+0.14,-2.37,,+0.07
167,00695B,富邦美債7-10,35,-0.03,-0.09,05/14,0,0,0,0,0,0,0,0,0,0,,0
168,00696B,富邦美債20年,28.66,-0.04,-0.14,05/14,0,0,0,0,0,0,0,0,0,0,,0
169,00697B,元大美債7-10,35.52,-0.01,-0.03,05/14,0,0,0,0,0,0,0,0,0,0,,0
170,00700,富邦恒生國企,17.9,+0.06,+0.34,05/14,0,0,0,0,0,0,0,0,0,-1.35,,0
171,00701,國泰股利精選30,31.84,+0.35,+1.11,05/14,0,0,0,0,0,0,0,0,-5.96,+0.13,,0
172,00702,國泰標普低波高息,23.77,-0.03,-0.13,05/14,0,0,0,0,0,0,0,0,0,0,,0
173,00703,台新MSCI中國,20.65,0,0,05/14,0,0,0,0,0,0,0,0,0,0,,0
174,00706L,期元大S&P日圓正2,19.58,-0.07,-0.36,05/14,0,0,0,0,0,0,0,0,0,0,,0
175,00707R,期元大S&P日圓反1,31.65,-0.03,-0.09,05/14,0,0,0,0,0,0,0,0,0,0,,0
176,00708L,期元大S&P黃金正2,97.4,-0.2,-0.2,05/14,0,0,0,0,0,-0.07,0,-0.51,+0.37,+0.37,,-0.37
177,00709,富邦歐洲,38.33,+0.01,+0.03,05/14,0,0,0,0,0,0,0,0,0,0,,0
178,00710B,復華彭博非投等債,18.86,+0.02,+0.11,05/14,0,0,0,0,0,0,0,+0.55,+0.55,+0.46,,-0.05
179,00711B,復華彭博新興債,15.99,-0.03,-0.19,05/14,0,0,0,0,0,0,0,0,0,0,,0
180,00712,復華富時不動產,8.89,-0.05,-0.56,05/14,0,0,0,0,0,0,0,0,-0.1,0,,0
181,00713,元大台灣高息低波,55.55,+0.4,+0.73,05/14,0,0,0,+0.01,0,+0.05,+0.04,-0.13,-1.06,+0.15,,-0.04
182,00714,群益道瓊美國地產,21.43,-0.23,-1.06,05/14,0,0,0,0,0,0,0,0,0,0,,0
183,00715L,期街口布蘭特正2,63.75,-0.1,-0.16,05/14,0,0,0,0,0,0,0,0,0,0,,0
184,00717,富邦美國特別股,15.22,+0.02,+0.13,05/14,0,0,0,0,0,0,0,0,0,0,,0
185,00719B,元大美債1-3,30.88,+0.03,+0.1,05/14,0,0,0,0,0,0,0,-0.1,-1.21,-0.53,,-0.33
186,00720B,元大投資級公司債,32.79,+0.03,+0.09,05/14,0,0,0,0,0,0,0,0,0,0,,0
187,00722B,群益投資級電信債,35.75,+0.05,+0.14,05/14,0,0,0,0,0,0,0,0,-0.05,-0.05,,0
188,00723B,群益投資級科技債,30.59,+0.02,+0.07,05/14,0,0,0,0,0,0,0,0,0,0,,0
189,00724B,群益投資級金融債,33.6,+0.03,+0.09,05/14,0,0,0,0,0,0,0,0,-0.02,-0.06,,0
190,00725B,國泰投資級公司債,34.89,+0.04,+0.11,05/14,0,0,0,0,0,0,0,0,0,0,,0
191,00726B,國泰新興投等債,32.7,-0.01,-0.03,05/14,0,0,0,0,0,0,0,0,0,0,,0
192,00727B,國泰優選非投等債,39.16,-0.04,-0.1,05/14,0,0,0,0,0,0,0,0,0,0,,0
193,00728,第一金工業30,58.45,+0.55,+0.95,05/14,0,0,0,0,0,0,0,0,0,0,,0
194,00730,富邦臺灣優質高息,26.85,+0.21,+0.79,05/14,0,-0.13,-0.13,-0.13,-0.13,+0.09,+0.09,+0.62,+0.62,-0.97,,+0.62
195,00731,復華富時高息低波,74.95,+0.25,+0.33,05/14,0,0,0,0,0,0,0,+0.04,+0.74,+0.74,,0
