排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
31,8046,南電,1005,+89,+9.72,04/30,+0.11,+0.15,+0.31,+0.97,+1.28,+2.31,+5.48,+5.22,+8.39,+3.48,+8.21,+8.37
32,6768,志強-KY,78.1,+0.8,+1.03,04/30,+0.11,+0.17,+0.23,+0.29,+0.28,+0.24,-0.1,-1.96,-1.55,+0.6,,-1.12
33,3218,大學光,136,-3,-2.16,04/30,+0.11,+0.2,+0.3,+0.3,+0.3,+0.3,+0.3,+0.3,+0.34,-2.88,+0.25,+0.3
34,6146,耕興,221,+4,+1.84,04/30,+0.11,+0.11,+0.11,+0.11,+0.11,+0.11,+0.23,+0.23,+0.01,-3.69,-0.46,+0.23
35,2753,八方雲集,177.5,-1.5,-0.84,04/30,+0.11,+0.21,+0.21,+0.21,+0.21,+0.21,+0.21,0,-0.63,-1.39,,+0.02
36,00980D,主動聯博投等入息,20.39,-0.03,-0.15,04/30,+0.1,+0.19,+0.29,+0.38,+0.38,+0.41,+0.37,+0.48,,,,-0.07
37,1560,中砂,540,+19,+3.65,04/30,+0.1,+0.2,+0.17,-0.37,-0.64,-0.71,-4.04,-3.25,-1.45,+1.66,+2.73,-3.67
38,2480,敦陽科,143,0,0,04/30,+0.09,+0.19,+0.19,+0.19,+0.18,+0.17,+0.15,-0.05,+0.34,+0.37,+0.31,+0.1
39,6189,豐藝,47.95,-0.1,-0.21,04/30,+0.09,+0.17,+0.24,+0.24,+0.23,+0.21,+0.19,+0.42,-2.34,+0.42,+0.41,+0.23
40,3026,禾伸堂,212.5,-23.5,-9.96,04/30,+0.09,+0.09,+0.09,+0.12,+0.44,+0.43,+0.47,+0.3,+0.61,+0.81,-0.03,+0.21
41,1608,華榮,32.7,0,0,04/30,+0.09,+0.09,+0.09,+0.08,+0.08,+0.08,+0.06,+0.18,+0.28,+0.29,+0.29,-0.02
42,4763,材料*-KY,42.3,-0.6,-1.4,04/30,+0.09,+0.09,+0.09,-0.37,-2.04,-2.22,-2.72,-2.67,-2.62,-2.26,-2.26,-3.35
43,3081,聯亞,2640,+195,+7.98,04/30,+0.08,+0.07,-0.78,-1.77,-1.98,-2.46,+1.54,+5.76,+9.39,+15.9,+12.1,+4.13
44,2731,雄獅,159,+0.5,+0.32,04/30,+0.08,+0.16,+0.24,+0.32,+0.32,+0.19,+1.17,+1.21,-1.58,-13.1,-0.19,+1.17
45,1612,宏泰,35.65,+0.1,+0.28,04/30,+0.08,+0.14,+0.21,+0.21,+0.21,+0.21,+0.21,+0.21,+0.21,+0.23,+0.19,+0.21
46,1307,三芳,31.7,+0.35,+1.12,04/30,+0.08,+0.15,+0.15,+0.15,+0.15,+0.15,+0.15,-0.28,+0.12,+0.34,+0.22,+0.11
47,7750,新代,2575,+175,+7.29,04/30,+0.08,+0.08,+0.08,+0.15,+0.15,+0.21,+0.23,+0.24,,,,+0.24
48,3293,鈊象,748,-8,-1.06,04/30,+0.07,+0.06,0,-0.07,-0.34,-0.43,-0.88,+3.81,+2.2,+1.65,-2.36,-1.28
49,2597,潤弘,157,+2.5,+1.62,04/30,+0.07,+0.07,+0.07,+0.07,-0.01,-0.01,-0.01,-0.13,-2.71,-0.21,+0.07,-0.02
50,3711,日月光投控,478,-10.5,-2.15,04/30,+0.06,+0.08,+0.11,+0.15,+0.15,+0.2,+0.33,-1.6,-3.94,+0.87,,+0.32
51,9802,鈺齊-KY,77.5,+0.2,+0.26,04/30,+0.06,+0.13,+0.2,+0.26,+0.26,+0.26,-1.59,-1.37,-5.14,-3.32,-0.3,-2.13
52,2059,川湖,3910,-250,-6.01,04/30,+0.06,+0.2,+0.24,+0.71,+0.94,+0.89,+1.03,-3.56,-2.44,+3.47,+5.09,-1.8
53,9941,裕融,77.1,-1.7,-2.16,04/30,+0.06,+0.08,+0.1,+0.11,+0.01,+0.01,-2.74,-3.26,-5.37,-1.79,-2.08,-3.34
54,3533,嘉澤,2615,-35,-1.32,04/30,+0.06,+0.1,+0.15,+0.11,+0.53,+0.68,+4.65,+2.79,-0.69,-7.89,+3.61,+5.23
55,8070,長華*,47.95,+1.1,+2.35,04/30,+0.05,+0.05,+0.05,+0.05,+0.03,-0.26,-0.83,-3.09,+7.08,+7.19,+7.17,-1.97
56,00997A,主動群益美國增長,11.15,+0.07,+0.63,04/30,+0.05,+0.08,+0.08,+0.25,+0.25,,,,,,,
57,6805,富世達,2070,0,0,04/30,+0.05,-0.38,-0.36,-0.74,-1.02,-2.54,+1.33,+0.5,+7.67,,,-4.73
58,3037,欣興,883,+80,+9.96,04/30,+0.05,+0.02,+0.01,-0.11,-0.16,+1.92,+4.36,+6.29,+7.8,+4.94,+9.4,+5.76
59,6830,汎銓,850,+77,+9.96,04/30,+0.05,+0.25,+0.39,+0.39,+0.39,+0.47,+2.1,+2.29,+2.29,+1.59,,+2.29
60,2727,王品,226.5,+0.5,+0.22,04/30,+0.05,+0.1,+0.15,+0.19,+0.18,+0.05,+0.25,-0.3,-2.26,-2.96,+0.32,+0.2
61,5534,長虹,77.8,-0.6,-0.77,04/30,+0.04,+0.08,+0.12,+0.17,+0.17,+0.17,+0.14,+0.14,-0.57,+0.14,-0.73,+0.14
62,2467,志聖,609,+55,+9.93,04/30,+0.04,+0.04,+0.04,-0.13,+0.16,+0.75,+1.64,+2.33,+2.3,+2.6,+2.6,+1.94
63,2204,中華,54.1,-0.1,-0.18,04/30,+0.04,+0.07,+0.1,+0.13,+0.03,+0.01,-0.09,-0.5,-1.42,-4.81,+0.99,-0.4
64,2855,統一證,35.6,+0.5,+1.42,04/30,+0.04,+0.04,+0.04,+0.03,+0.1,+0.05,+0.25,+0.06,-0.55,+0.4,+0.3,+0.07
65,3665,貿聯-KY,2770,-10,-0.36,04/30,+0.03,+0.21,+0.12,+0.24,+0.41,+1.57,+0.58,-2.02,-2.38,+11.7,+12.3,-4
66,3017,奇鋐,2835,0,0,04/30,+0.03,+0.05,+0.02,+0.15,+0.47,+0.71,+2.17,-0.71,+2.44,-9.49,+4.52,-0.55
67,3189,景碩,528,+20,+3.94,04/30,+0.03,+0.18,+0.53,+1.07,+1.36,-0.14,+2.1,+3.87,+5.56,+2.16,+5.7,+5.7
68,2360,致茂,2120,+65,+3.16,04/30,+0.03,+0.07,+0.09,-0.29,-0.36,+0.23,+1.22,+1.7,+5.95,+5.7,+5.77,+0.87
69,2368,金像電,1390,+30,+2.21,04/30,+0.03,-0.02,-0.09,+0.24,+0.39,+0.89,+3.37,+4.13,+3.54,+5.35,+14,-0.2
70,2548,華固,126,-1.5,-1.18,04/30,+0.02,+0.04,+0.07,+0.09,+0.09,+0.07,+0.37,+0.49,-1.34,-0.53,-0.95,+0.37
71,9907,統一實,17.55,-0.15,-0.85,04/30,+0.02,+0.01,+0.05,+0.04,-0.07,-0.09,-0.35,+2.64,+2.68,+2.63,+2.65,-0.25
72,6669,緯穎,4675,-170,-3.51,04/30,+0.02,+0.13,+0.28,+1.22,+2.02,+2.07,+0.94,+0.39,+0.51,+2.33,,-0.44
73,4532,瑞智,22.9,-0.2,-0.87,04/30,+0.02,+0.02,+0.02,+0.01,-0.1,-0.13,-0.19,-0.24,-0.28,+0.25,-0.21,-0.23
74,8454,富邦媒,170.5,-2,-1.16,04/30,+0.02,-0.04,-0.13,-0.19,-0.19,-0.19,-0.18,+0.38,+0.13,-1.11,+0.14,+0.1
75,1319,東陽,74.8,0,0,04/30,+0.02,-0.07,-0.06,-0.05,-0.38,-0.88,-1.97,-1.52,-7.29,+6.84,+3.13,-1.91
76,2049,上銀,312.5,+4,+1.3,04/30,+0.02,+0.08,+0.13,+0.03,+0.03,-0.05,-0.11,+0.02,-1.38,-2.87,+0.27,+0.11
77,0052,富邦科技,52.65,-0.4,-0.75,04/30,+0.02,+0.01,+0.02,+0.03,-0.19,-0.13,-0.74,+0.3,+0.26,+0.25,+0.53,+0.09
78,2383,台光電,4545,+105,+2.36,04/30,+0.01,-0.01,-0.08,+0.05,+0.27,+0.35,+2.1,+2.55,-2.75,+0.45,+5.48,+0.61
79,9939,宏全,111.5,-1,-0.89,04/30,+0.01,-0.01,-0.01,-0.08,-0.2,-0.22,-0.5,-0.99,-5.34,-0.57,+3.2,-0.72
80,6531,愛普*,840,+20,+2.44,04/30,+0.01,+0.01,+0.02,+0.02,+0.48,+0.66,+0.79,+0.84,+0.9,-1.39,,-0.65
81,6121,新普,357.5,-6.5,-1.79,04/30,+0.01,+0.02,+0.05,0,-0.3,-0.44,-1.8,-5.58,-7.23,+12.3,+13.2,-4.37
82,9910,豐泰,70.1,-0.7,-0.99,04/30,+0.01,+0.02,+0.03,+0.12,+0.34,+0.36,+0.35,+0.5,+0.48,-0.2,+0.22,+0.24
83,2308,台達電,2165,0,0,04/30,+0.01,+0.02,+0.02,+0.01,+0.08,+0.07,+0.3,+0.36,+0.93,+0.83,+2.07,+0.43
84,6944,兆聯實業,903,0,0,04/30,+0.01,+0.01,+0.01,0,0,+0.34,+0.13,-0.29,,,,-0.45
85,4749,新應材,1005,-5,-0.5,04/30,+0.01,+0.06,+0.13,+0.13,-0.07,-0.98,-1.49,-1.46,+2.87,,,-0.53
86,6223,旺矽,4925,-20,-0.4,04/30,+0.01,0,-0.03,-0.11,-0.19,+0.17,+0.21,-1.09,+7.54,+16,+13.2,-0.86
87,2345,智邦,2280,+70,+3.17,04/30,0,0,+0.05,+0.17,+0.32,+0.72,+1.42,+1.35,+0.32,+2.72,-1.58,+0.64
88,2454,聯發科,2610,+35,+1.36,04/30,0,+0.09,+0.17,+0.31,+0.64,+0.64,+0.71,+1.4,-2.53,+1.72,+4,+0.77
89,2357,華碩,581,-7,-1.19,04/30,0,-0.04,-0.09,-0.09,0,+0.1,+0.69,+4.41,+4.74,+9.1,+13.5,-0.42
90,00692,富邦公司治理,79.1,-0.35,-0.44,04/30,0,0,0,0,+0.01,+0.01,+0.01,+0.01,+0.01,+0.01,,+0.01
91,6670,復盛應用,251,-2,-0.79,04/30,0,+0.02,+0.04,-0.06,-0.55,-0.52,-0.19,-4.57,+0.28,+7.09,,-0.74
92,2330,台積電,2135,-45,-2.06,04/30,0,+0.01,+0.01,+0.03,+0.03,+0.01,+0.12,+0.22,+0.2,+0.43,+0.75,+0.15
93,2455,全新,347.5,+31.5,+9.97,04/30,0,+0.01,+0.31,+0.24,+0.72,+1.91,+1.9,+0.28,+1.65,-6.43,-9.39,+2.61
94,2458,義隆,136.5,+2.5,+1.87,04/30,0,-0.02,-0.05,-0.64,-1.07,-1.56,-0.9,-1.15,+6.06,+13.6,+10.5,-3.98
95,2006,東和鋼鐵,65.2,-1.9,-2.83,04/30,0,-0.02,-0.03,-0.09,-0.14,-0.19,-1.02,-1.77,-4.64,-0.44,+2.96,-1.44
96,5269,祥碩,1365,+60,+4.6,04/30,0,0,+0.01,-0.01,+0.07,+0.07,-0.27,+0.2,-8.85,-4.56,-0.05,+0.31
97,3443,創意,4260,+140,+3.4,04/30,0,-0.1,-0.09,-0.29,-0.27,+0.36,+1.7,+3.82,+2.34,-0.4,+6.82,+1.88
98,3653,健策,5380,-65,-1.19,04/30,0,-0.01,0,-0.14,+0.4,+0.6,+1.23,+3.13,-0.77,-9.84,+7.93,+0.11
99,1477,聚陽,211.5,-0.5,-0.24,04/30,0,+0.01,+0.02,-0.2,-0.81,-0.99,-0.53,-6.46,-2.3,+5.28,+5.91,-1.47
100,2637,慧洋-KY,71.7,+0.1,+0.14,04/30,0,0,0,0,+0.05,+0.01,-0.44,-2.09,-4.5,+0.36,+8.22,-1.55
101,00400A,主動國泰動能高息,12.92,+0.21,+1.65,04/30,0,0,0,0,0,,,,,,,
102,00401A,主動摩根台灣鑫收,12.03,+0.15,+1.26,04/30,0,0,0,0,0,,,,,,,
103,0050,元大台灣50,90.5,-0.25,-0.28,04/30,0,0,0,+0.01,+0.01,+0.04,+0.47,+0.7,+0.72,+1.07,+1.46,+0.6
104,0051,元大中型100,126.75,+1.2,+0.96,04/30,0,0,0,0,0,0,0,0,0,0,0,0
105,0053,元大電子,209.25,+1.8,+0.87,04/30,0,0,0,0,0,0,0,0,0,0,0,0
106,0055,元大MSCI金融,33.25,-0.25,-0.75,04/30,0,0,0,0,0,0,0,0,0,0,0,0
107,0056,元大高股息,40.9,-0.03,-0.07,04/30,0,0,0,-0.24,+0.01,+0.03,+0.03,+0.04,+0.03,+0.07,+0.74,+0.03
108,0057,富邦摩台,270.5,+0.85,+0.32,04/30,0,0,0,0,0,0,0,0,0,0,0,0
109,0061,元大寶滬深,24.4,+0.13,+0.54,04/30,0,0,0,0,0,0,0,-1.15,-1.15,-1.15,-11.5,-1.15
110,006203,元大MSCI台灣,164.95,-1.05,-0.63,04/30,0,0,0,0,0,0,0,0,0,0,0,0
111,006204,永豐臺灣加權,196.5,+0.15,+0.08,04/30,0,0,0,0,0,0,0,0,0,0,0,0
112,006205,富邦上証,40.79,+0.38,+0.94,04/30,0,0,0,0,-1.46,-1.46,-2.14,-2.14,-2.14,-4.09,-54.4,-2.14
113,006206,元大上證50,37.22,+0.3,+0.81,04/30,0,0,0,0,0,0,0,0,0,0,-3.63,0
114,006207,復華滬深,32.85,+0.26,+0.8,04/30,0,0,0,0,0,0,0,0,0,0,-1.02,0
115,006208,富邦台50,209.75,-0.7,-0.33,04/30,0,0,0,0,0,0,-0.02,-0.04,+0.2,+0.46,+0.49,-0.02
116,00625K,富邦上証+R,8.72,0,0,04/30,0,0,0,0,0,0,0,0,0,0,,0
117,00631L,元大台灣50正2,28.61,-0.21,-0.73,04/30,0,0,0,0,-0.02,-0.22,-0.23,-0.21,-0.21,-0.21,-0.22,-0.21
118,00632R,元大台灣50反1,11.98,+0.05,+0.42,04/30,0,0,0,0,+0.03,+0.03,+0.03,+0.09,+0.06,+0.09,-0.38,+0.03
119,00633L,富邦上証正2,51.55,+0.15,+0.29,04/30,0,0,0,0,0,0,0,0,0,0,-1.3,0
120,00634R,富邦上証反1,3.11,0,0,04/30,0,0,0,0,0,0,0,0,0,0,0,0
121,00635U,期元大S&P黃金,47.82,-0.44,-0.91,04/30,0,0,0,0,0,0,0,0,-0.83,0,0,0
122,00636,國泰中國A50,28.32,+0.17,+0.6,04/30,0,0,0,0,0,0,0,0,-0.14,+0.83,+0.61,0
123,00636K,國泰中國A50+U,8.98,-0.01,-0.11,04/30,0,0,0,0,0,0,0,0,0,0,,0
124,00637L,元大滬深300正2,21.28,+0.07,+0.33,04/30,0,0,0,0,0,0,0,0,0,-0.71,-0.12,0
125,00638R,元大滬深300反1,6.66,+0.02,+0.3,04/30,0,0,0,0,0,0,0,0,0,0,0,0
126,00639,富邦深100,17.22,+0.1,+0.58,04/30,0,0,0,0,0,0,0,-0.35,-0.35,-0.35,-0.46,0
127,00640L,富邦日本正2,90.85,-0.9,-0.98,04/30,0,0,0,0,0,0,0,0,0,0,0,0
128,00641R,富邦日本反1,4.09,+0.02,+0.49,04/30,0,0,0,0,0,0,0,0,0,0,0,0
129,00642U,期元大S&P石油,33.15,+3.01,+9.99,04/30,0,0,0,0,0,0,0,0,0,0,-0.4,0
130,00643,群益深証中小,19.71,+0.18,+0.92,04/30,0,0,0,0,0,0,0,0,0,0,-1.66,0
131,00643K,群益深証中小+R,4.21,0,0,04/30,0,0,0,0,0,0,0,0,0,0,,0
132,00645,富邦日本,52.25,-0.25,-0.48,04/30,0,0,0,0,0,0,0,0,0,+0.37,+0.3,0
133,00647L,元大S&P500正2,122.65,-0.55,-0.45,04/30,0,0,0,0,0,0,0,0,0,0,0,0
134,00648R,元大S&P500反1,4.21,+0.03,+0.72,04/30,0,0,0,0,0,0,0,0,0,0,0,0
135,00650L,復華香港正2,17.33,-0.35,-1.98,04/30,0,0,0,0,0,0,0,0,0,0,0,0
136,00651R,復華香港反1,5.25,+0.08,+1.55,04/30,0,0,0,0,0,0,0,0,0,0,0,0
137,00652,富邦印度,32.72,-0.71,-2.12,04/30,0,0,0,0,0,0,0,0,0,-0.35,0,0
138,00653L,富邦印度正2,45.84,-1.99,-4.16,04/30,0,0,0,0,0,0,0,0,0,-0.11,0,0
139,00654R,富邦印度反1,6.87,+0.17,+2.54,04/30,0,0,0,0,0,0,0,0,0,0,0,0
140,00655L,國泰中國A50正2,35.93,+0.01,+0.03,04/30,0,0,0,0,-0.13,-0.13,-0.13,-0.13,-0.13,-0.27,-0.27,-0.13
141,00656R,國泰中國A50反1,5.87,0,0,04/30,0,0,0,0,0,0,0,0,0,0,0,0
142,00657,國泰日經225,69.5,-0.1,-0.14,04/30,0,0,0,0,0,0,0,0,0,0,,0
143,00657K,國泰日經225+U,22.01,-0.32,-1.43,04/30,0,0,0,0,0,0,0,0,0,0,,0
144,00660,元大歐洲50,42.1,-0.41,-0.96,04/30,0,0,0,0,0,0,0,0,0,0,,0
145,00661,元大日經225,76.3,-0.15,-0.2,04/30,0,0,0,0,0,0,0,0,0,0,,0
146,00662,富邦NASDAQ,110.45,+0.5,+0.45,04/30,0,-0.01,-0.01,-0.01,-0.05,-0.05,-0.05,+0.04,+0.04,+0.04,,-0.05
147,00663L,國泰臺灣加權正2,82,-0.55,-0.67,04/30,0,0,0,0,0,0,0,0,0,0,,0
148,00664R,國泰臺灣加權反1,1.94,+0.01,+0.52,04/30,0,0,0,0,0,0,0,0,0,0,,0
149,00665L,富邦恒生國企正2,9.87,-0.2,-1.99,04/30,0,0,0,0,0,0,0,0,0,0,,0
150,00666R,富邦恒生國企反1,9.05,+0.15,+1.69,04/30,0,0,0,0,0,0,0,0,0,0,,0
151,00668,國泰美國道瓊,56.15,-0.5,-0.88,04/30,0,0,0,0,0,0,0,0,0,0,,0
152,00668K,國泰美國道瓊+U,17.84,-0.1,-0.56,04/30,0,0,0,0,0,0,0,0,0,0,,0
153,00669R,國泰美國道瓊反1,5.66,+0.08,+1.43,04/30,0,0,0,0,0,0,0,0,0,0,,0
154,00670L,富邦NASDAQ正2,177.65,-0.5,-0.28,04/30,0,0,0,0,0,0,0,0,0,0,,0
155,00671R,富邦NASDAQ反1,2.67,0,0,04/30,0,0,0,0,0,0,0,0,0,0,,0
156,00673R,期元大S&P原油反1,11.25,-1.17,-9.42,04/30,0,0,0,0,0,0,0,0,0,0,,0
157,00674R,期元大S&P黃金反1,27.18,+0.33,+1.23,04/30,0,0,0,0,0,0,0,0,0,0,,0
158,00675L,富邦臺灣加權正2,248.2,-2.35,-0.94,04/30,0,0,0,0,0,0,0,0,0,0,,0
159,00676R,富邦臺灣加權反1,6.61,+0.02,+0.3,04/30,0,0,0,0,0,0,0,0,0,0,,0
160,00678,群益那斯達克生技,34.67,-0.62,-1.76,04/30,0,0,0,0,0,0,0,0,0,0,,0
161,00679B,元大美債20年,26.82,-0.17,-0.63,04/30,0,0,0,0,0,0,0,0,-0.11,0,,0
162,00680L,元大美債20正2,6.9,-0.13,-1.85,04/30,0,0,0,0,0,0,0,0,0,-0.3,,0
163,00681R,元大美債20反1,21.16,+0.23,+1.1,04/30,0,0,0,0,0,0,0,0,0,0,,0
164,00682U,期元大美元指數,20.15,+0.03,+0.15,04/30,0,0,0,0,0,0,0,0,0,0,,0
165,00683L,期元大美元指正2,21.18,+0.2,+0.95,04/30,0,0,0,0,0,0,0,0,0,0,,0
166,00684R,期元大美元指反1,15.3,-0.09,-0.58,04/30,0,0,0,0,0,0,0,0,0,0,,0
167,00685L,群益臺灣加權正2,224.15,-1.45,-0.64,04/30,0,0,0,0,0,0,0,0,0,0,,0
168,00686R,群益臺灣加權反1,1.19,0,0,04/30,0,0,0,0,0,0,0,0,0,0,,0
169,00687B,國泰20年美債,27.86,-0.18,-0.64,04/30,0,0,0,0,0,0,0,0,-0.15,+0.01,,0
170,00687C,國泰20年美債+櫃U,9.29,-0.1,-1.06,04/30,0,0,0,0,0,0,0,0,0,,,0
171,00688L,國泰20年美債正2,6.87,-0.14,-2,04/30,0,0,0,0,0,0,0,0,0,0,,0
172,00689R,國泰20年美債反1,22.12,+0.26,+1.19,04/30,0,0,0,0,0,0,0,0,0,0,,0
173,00690,兆豐藍籌30,67.1,+0.25,+0.37,04/30,0,0,0,0,0,0,0,0,0,0,,0
174,00693U,期街口S&P黃豆,22.41,+0.32,+1.45,04/30,0,0,0,0,0,0,0,0,0,0,,0
175,00694B,富邦美債1-3,41.7,+0.09,+0.22,04/30,0,0,0,0,0,0,+0.05,+0.22,+0.1,-1.76,,+0.05
176,00695B,富邦美債7-10,35.2,-0.06,-0.17,04/30,0,0,0,0,0,0,0,0,0,0,,0
177,00696B,富邦美債20年,28.92,-0.17,-0.58,04/30,0,0,0,0,0,0,0,0,0,0,,0
178,00697B,元大美債7-10,35.75,-0.05,-0.14,04/30,0,0,0,0,0,0,0,0,0,0,,0
179,00700,富邦恒生國企,17.45,-0.13,-0.74,04/30,0,0,0,0,0,0,0,0,0,-1.35,,0
180,00701,國泰股利精選30,30.09,-0.09,-0.3,04/30,0,0,0,0,0,0,0,0,-5.88,+0.12,,0
181,00702,國泰標普低波高息,23.68,0,0,04/30,0,0,0,0,0,0,0,0,0,0,,0
182,00703,台新MSCI中國,20.2,-0.09,-0.44,04/30,0,0,0,0,0,0,0,0,0,0,,0
183,00706L,期元大S&P日圓正2,19.05,-0.2,-1.04,04/30,0,0,0,0,0,0,0,0,0,0,,0
184,00707R,期元大S&P日圓反1,32.18,+0.13,+0.41,04/30,0,0,0,0,0,0,0,0,0,0,,0
185,00708L,期元大S&P黃金正2,92.1,-1.75,-1.86,04/30,0,0,0,0,-0.04,-0.07,-0.14,-0.51,+0.37,+0.37,,-0.37
186,00709,富邦歐洲,37.45,-0.35,-0.93,04/30,0,0,0,0,0,0,0,0,0,0,,0
187,00710B,復華彭博非投等債,18.98,+0.06,+0.32,04/30,0,0,0,0,0,0,0,+0.55,+0.55,+0.46,,-0.05
188,00711B,復華彭博新興債,16.09,-0.01,-0.06,04/30,0,0,0,0,0,0,0,0,0,0,,0
189,00712,復華富時不動產,9.06,-0.14,-1.52,04/30,0,0,0,0,0,0,0,0,-0.1,0,,0
