排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
51,8069,元太,215,+19.5,+9.97,05/13,+0.02,+0.1,+0.1,+0.1,+0.09,+0.14,+0.08,+0.98,-0.65,-3.11,+0.8,+0.45
52,6488,環球晶,750,-35,-4.46,05/13,+0.02,+0.02,+0.1,+0.16,+0.68,+1.47,+1.7,+5.39,+3.14,+5.67,+5.82,+5
53,1216,統一,75.2,+2.1,+2.87,05/13,+0.02,+0.03,+0.03,+0.03,-0.09,-0.73,-1.05,+1.28,+2.06,+8.51,+8.79,-1.67
54,3264,欣銓,230,+1.5,+0.66,05/13,+0.02,-0.06,-0.1,+0.07,+0.51,+1,+1.68,+9.79,+1.17,+19.5,+19.4,+7.74
55,6782,視陽,188,-2,-1.05,05/13,+0.01,+0.01,+0.05,+0.05,+0.05,-0.02,+0.18,-0.27,+0.19,-3.96,,+0.1
56,9917,中保科,113,+0.5,+0.44,05/13,+0.01,+0.01,+0.01,0,-0.02,-0.03,-0.42,-1.03,-3.19,-0.99,-0.25,-0.61
57,3209,全科,62.7,-3.8,-5.71,05/13,+0.01,+0.01,+0.01,+0.01,-0.01,+0.16,+0.12,+0.03,+0.27,+0.56,+0.57,+0.04
58,3008,大立光,2850,+55,+1.97,05/13,+0.01,-0.01,-0.02,-0.03,-0.08,-0.86,-1.18,+0.95,+0.52,+0.56,+0.51,-0.45
59,2379,瑞昱,552,-3,-0.54,05/13,+0.01,+0.01,0,-0.05,-0.07,-1.1,-3.29,-4.25,-6.43,+0.39,+3.71,-4.27
60,6139,亞翔,686,+6,+0.88,05/13,+0.01,+0.01,+0.01,+0.05,+0.13,-0.64,-1.1,-0.93,-0.22,+2.64,+2.72,-0.25
61,3702,大聯大,110.5,-3.5,-3.07,05/13,+0.01,-0.05,+0.22,+0.27,-0.06,-3.03,-2.06,-6.03,-13.2,-6.8,-1.01,-3.22
62,2451,創見,327,-24,-6.84,05/13,+0.01,+0.01,-0.02,-0.1,-0.5,-0.48,+0.51,-4.56,-6.07,+5.09,+2.23,-1.86
63,4772,台特化,308.5,-6.5,-2.06,05/13,+0.01,+0.02,+0.02,+0.02,-0.03,-0.11,-0.21,-0.24,-0.25,,,-0.26
64,1785,光洋科,154,-4.5,-2.84,05/13,+0.01,+0.02,+0.02,+0.05,+0.17,+0.21,+0.18,+1.45,+1.37,+1.5,+1.44,+0.19
65,00646,元大S&P500,73.5,+0.45,+0.62,05/13,+0.01,+0.01,+0.01,+0.02,+0.04,+0.06,+0.41,+0.55,+0.23,+0.23,+0.23,+0.58
66,3443,創意,5330,-240,-4.31,05/13,+0.01,-0.08,-0.04,+0.5,+1.11,+1.44,+2.35,+3.7,+3.64,-0.84,+8.44,+3.21
67,5434,崇越,412.5,-11,-2.6,05/13,+0.01,+0.04,+0.04,+0.07,-0.06,-0.09,-0.58,-1.94,-1.85,+1.41,+3.27,-0.83
68,4968,立積,115.5,-5,-4.15,05/13,+0.01,+0.06,+0.06,+0.06,+0.07,+0.07,-0.03,+0.11,-0.12,-3.55,-7.79,+0.05
69,3481,群創,37.5,+2,+5.63,05/13,+0.01,+0.01,+0.01,+0.06,+0.04,-0.34,-0.35,+0.24,-0.52,-0.41,-2.02,+0.12
70,4904,遠傳,96.9,+1.4,+1.47,05/13,+0.01,+0.01,0,+0.01,-0.28,-0.22,-0.5,-1.47,-5.57,+4.02,+7.09,-0.8
71,8054,安國,101,-1.5,-1.46,05/13,+0.01,+0.01,+0.01,+0.01,+0.02,+0.01,0,+0.05,+0.08,-0.25,-0.25,+0.05
72,2467,志聖,626,-23,-3.54,05/13,+0.01,+0.01,0,+0.03,-0.53,-0.4,+1.04,+1.75,+1.76,+2.02,+2.02,+1.36
73,2436,偉詮電,72.8,-3.8,-4.96,05/13,+0.01,+0.01,+0.01,+0.01,+0.02,+0.05,+0.11,+0.19,-0.06,-0.12,-0.11,+0.19
74,2472,立隆電,233.5,+10.5,+4.71,05/13,+0.01,+0.11,+1.2,+1.21,+1.27,+1.71,+1.51,+1.65,+1.06,+2.18,+2.75,-0.18
75,6138,茂達,287.5,-2,-0.69,05/13,+0.01,+0.01,+0.01,+0.01,+0.02,-0.4,-0.53,-0.54,-2.13,-10.2,+0.7,-0.31
76,5269,祥碩,1430,-95,-6.23,05/13,+0.01,+0.08,+0.23,+0.24,+0.26,+0.19,-0.04,+0.52,-8.72,-4.62,+0.04,+0.44
77,2363,矽統,59.9,-3.3,-5.22,05/13,+0.01,+0.01,+0.01,+0.01,+0.02,+0.01,-0.02,+0.05,0,+0.1,+0.17,+0.05
78,5236,凌陽創新,162.5,-4,-2.4,05/13,0,0,+0.01,+0.01,+0.01,+0.01,+0.02,+0.05,+0.06,+0.06,,+0.04
79,3006,晶豪科,216.5,-3.5,-1.59,05/13,0,-0.08,-0.08,-0.08,-0.08,-0.16,-0.18,+0.8,+0.11,-0.15,+0.48,+0.74
80,3030,德律,414,+6,+1.47,05/13,0,+0.03,+0.03,+0.06,+0.08,-0.19,+0.28,-6.42,+0.56,+0.56,+0.61,+0.44
81,1215,卜蜂,135.5,+0.5,+0.37,05/13,0,+0.04,+0.04,+0.02,-0.13,-0.53,+0.1,+5.52,+4.26,+8.95,+7.27,+0.77
82,5351,鈺創,87,+3.2,+3.82,05/13,0,+0.01,+0.02,+0.02,+0.03,+0.02,-0.1,+0.12,+0.1,+0.12,+0.13,+0.06
83,6104,創惟,100.5,-1.5,-1.47,05/13,0,0,+0.01,+0.01,+0.01,+0.01,-0.09,-0.01,-1.25,-0.33,-2.04,-0.01
84,6202,盛群,54.9,-3.3,-5.67,05/13,0,0,+0.01,+0.01,+0.01,+0.01,0,+0.05,-0.05,-0.31,-0.08,+0.04
85,7749,意騰-KY,488,-20,-3.94,05/13,0,0,+0.01,+0.01,+0.02,+0.01,-0.05,-0.17,,,,+0.01
86,6732,昇佳電子,165.5,-5,-2.93,05/13,0,0,+0.01,+0.01,+0.01,0,+0.01,+0.03,-0.15,-6.14,,+0.03
87,009816,凱基台灣TOP50,13.9,-0.16,-1.14,05/13,0,0,0,0,0,+0.01,+0.05,,,,,
88,8261,富鼎,132,+1,+0.76,05/13,0,0,+0.01,+0.01,+0.01,+0.09,-0.06,-0.22,-0.11,+0.03,-2.09,-0.22
89,6462,神盾,130.5,-0.5,-0.38,05/13,0,0,+0.01,+0.01,+0.01,+0.01,-0.09,-0.02,-0.08,-0.02,-0.22,-0.02
90,6719,力智,202.5,+7.5,+3.85,05/13,0,0,+0.01,+0.01,+0.01,0,+0.02,-0.16,-0.01,-3.3,,-0.15
91,7750,新代,2765,-305,-9.93,05/13,0,0,0,0,+0.08,+0.19,+0.09,+0.26,,,,+0.26
92,3545,敦泰,55.7,-2.2,-3.8,05/13,0,0,0,0,+0.01,0,+0.01,+0.03,-0.2,0,-0.19,+0.02
93,6643,M31,656,-41,-5.88,05/13,0,+0.01,+0.01,+0.01,+0.02,+0.34,-0.4,+0.92,+0.6,-6.07,,+0.92
94,2891,中信金,54.9,+1.4,+2.62,05/13,0,+0.02,+0.01,-0.04,-0.31,-0.83,-0.29,-2.62,+1.61,+10.2,+12.6,-0.73
95,5222,全訊,127,-2,-1.55,05/13,0,0,0,0,0,-0.01,-0.31,-1.01,-0.01,-2.3,,-1.14
96,2401,凌陽,24.95,-1,-3.85,05/13,0,0,0,0,+0.01,0,+0.01,+0.03,-0.07,+0.06,-0.13,+0.03
97,6533,晶心科,234,-11.5,-4.68,05/13,0,0,0,0,+0.01,0,-0.14,+0.01,-0.2,-0.41,,-0.05
98,6274,台燿,1450,0,0,05/13,0,+0.02,-0.11,+0.33,+1.15,+2.06,-6.39,-2.33,+6.01,+11.2,+5.09,-8.37
99,6962,奕力-KY,38.1,+0.35,+0.93,05/13,0,0,0,0,0,-0.02,-0.02,+0.13,+0.12,,,-0.03
100,6794,向榮生技,81.8,+0.4,+0.49,05/13,0,0,0,0,0,0,0,0,0,,,0
101,3228,金麗科,211,-15.5,-6.84,05/13,0,0,+0.01,+0.01,+0.01,+0.01,+0.01,+0.04,+0.02,+0.03,+0.05,+0.03
102,1560,中砂,633,-35,-5.24,05/13,0,+0.02,+0.02,+0.06,+0.41,-0.6,-2.76,-2.55,-3.17,+2.07,+2.93,-3.52
103,2534,宏盛,18.45,-0.35,-1.86,05/13,0,0,0,0,0,0,0,0,0,-0.19,-0.07,0
104,2388,威盛,74.8,-0.1,-0.13,05/13,0,0,0,0,-0.01,+0.18,+0.17,+0.18,-0.19,-0.03,-0.03,+0.17
105,3034,聯詠,486.5,-0.5,-0.1,05/13,0,0,-0.02,+0.09,-0.01,-0.08,-2.6,-6.22,-16.2,+6.87,+12.8,-4.55
106,3013,晟銘電,107,-3,-2.73,05/13,0,0,0,0,0,0,-0.12,-1.66,-0.19,+0.03,+0.03,-1.12
107,2371,大同,30,-0.1,-0.33,05/13,0,0,0,0,0,-0.02,+0.01,-3.69,-0.44,+0.36,+0.33,-0.5
108,6526,達發,703,-31,-4.22,05/13,0,0,0,+0.49,+0.54,+0.55,+0.77,+0.63,+0.03,,,+0.74
109,4919,新唐,166,-15,-8.29,05/13,0,-0.18,-0.18,-0.18,-0.17,-0.16,-0.14,-0.13,-0.25,-5.6,-2.38,-0.13
110,3227,原相,223,-5.5,-2.41,05/13,0,0,-0.01,-0.01,-0.12,-1.39,-1.55,-2.98,-1.9,+7.43,+7.52,-2.35
111,2542,興富發,42.7,+1.6,+3.89,05/13,0,+0.01,+0.01,+0.02,+0.01,-0.7,-0.78,-1.52,-0.32,-3.53,-4.07,-1.16
112,2540,愛山林,53.2,+3.2,+6.4,05/13,0,0,0,0,0,0,0,-0.1,0,-0.12,-0.12,-0.09
113,3703,欣陸,20.3,-0.2,-0.98,05/13,0,0,0,0,0,0,+0.01,+0.01,-0.1,-0.04,-0.04,+0.01
114,3023,信邦,299.5,-2,-0.66,05/13,0,-0.02,-0.05,-0.07,-0.2,-1.96,-2.35,+0.36,+5.55,+4.08,+2.06,-3.02
115,3035,智原,194,-14.5,-6.95,05/13,0,+0.1,+0.1,+0.08,+0.07,+0.07,-0.09,-0.01,-0.98,-5.02,-1.37,0
116,3048,益登,46.45,-0.45,-0.96,05/13,0,0,0,0,0,0,0,0,0,0,-0.01,0
117,3293,鈊象,724,-14,-1.9,05/13,0,-0.02,-0.03,+0.03,+0.04,-0.6,-0.72,+3.83,+2,+1.61,-2.2,-1.3
118,5904,寶雅,562,+1,+0.18,05/13,0,0,0,0,-0.05,-0.07,+0.12,+0.41,-10.2,-0.96,-0.44,+0.37
119,2409,友達,20.2,-0.5,-2.42,05/13,0,+0.01,+0.01,+0.01,+0.01,+0.01,-0.08,-0.35,-0.26,-4.64,-4.37,-0.36
120,3704,合勤控,36.55,-0.5,-1.35,05/13,0,0,0,0,0,-0.03,-0.03,0,0,-0.3,-0.85,0
121,2395,研華,464.5,-30,-6.07,05/13,0,0,0,+0.01,0,-0.13,-0.05,+0.02,-0.66,+0.07,+0.37,+0.11
122,2362,藍天,38.8,-0.9,-2.27,05/13,0,0,0,0,0,0,0,-0.1,-0.01,+0.01,-0.13,0
123,2455,全新,374,-1,-0.27,05/13,0,-0.07,-0.07,-0.07,+1.62,+2.41,+2.96,+3.92,+3.12,-5.55,-4.93,+4.3
124,3706,神達,82.1,-3.8,-4.42,05/13,0,+0.14,+0.14,+0.14,+0.16,+0.16,+0.16,-1,-0.14,+0.19,-1.18,+0.01
125,2367,燿華,61.2,-3.6,-5.56,05/13,0,+0.54,+0.54,+0.54,+0.54,+0.25,+0.16,+0.54,+0.54,+1.04,+1.07,+0.54
126,3532,台勝科,246.5,-18,-6.81,05/13,0,0,0,+0.23,+0.43,+0.76,+0.49,+1.54,+1.9,+0.29,-1.28,+1.59
127,6861,睿生光電,420,-6,-1.41,05/13,0,0,0,0,0,0,0,-0.16,0,0,,-0.16
128,6770,力積電,60.5,-1.6,-2.58,05/13,0,0,+0.01,+0.01,+0.01,0,-0.15,+0.19,+0.21,-0.81,,-0.15
129,1402,遠東新,26.75,+0.1,+0.38,05/13,0,0,0,0,-0.02,-0.06,-0.56,-1.48,-5.09,-3.74,+2.42,-1.13
130,2352,佳世達,26.25,+0.3,+1.16,05/13,0,+0.03,+0.03,+0.03,+0.03,-0.05,-0.07,-0.17,-0.31,-0.44,-1.23,-0.07
131,00400A,主動國泰動能高息,13.95,-0.19,-1.34,05/13,0,0,0,0,0,0,,,,,,
132,00401A,主動摩根台灣鑫收,12.81,-0.07,-0.54,05/13,0,0,0,0,0,0,,,,,,
133,00403A,主動統一升級50,10.18,-0.62,-5.74,05/13,0,,,,,,,,,,,
134,0050,元大台灣50,95.5,-1.35,-1.39,05/13,0,0,+0.01,+0.01,+0.07,+0.09,+0.44,+0.82,+0.76,+1.14,+1.53,+0.67
135,0051,元大中型100,133.75,-0.85,-0.63,05/13,0,0,0,0,0,0,0,0,0,0,0,0
136,0053,元大電子,221.4,-3.5,-1.56,05/13,0,0,0,0,0,0,0,0,0,0,0,0
137,0055,元大MSCI金融,33.75,+0.3,+0.9,05/13,0,0,0,0,0,0,0,0,-0.18,0,0,0
138,0056,元大高股息,45.15,-0.43,-0.94,05/13,0,0,+0.01,+0.02,+0.02,+0.04,+0.05,+0.06,+0.04,+0.08,+0.78,+0.05
139,0057,富邦摩台,293.3,+4.45,+1.54,05/13,0,0,0,0,0,0,0,0,0,0,0,0
140,0061,元大寶滬深,25.42,+0.12,+0.47,05/13,0,0,0,0,0,0,0,-1.15,-1.15,-1.15,-11.6,-1.15
141,006203,元大MSCI台灣,174.15,-3.3,-1.86,05/13,0,0,0,0,0,0,0,0,0,0,0,0
142,006204,永豐臺灣加權,206.1,-4.25,-2.02,05/13,0,0,0,0,0,0,0,0,0,0,0,0
143,006205,富邦上証,42.3,+0.15,+0.36,05/13,0,-1.47,-1.47,-1.47,-1.47,-1.47,-2.15,-2.15,-2.15,-4.11,-54.2,-2.15
144,006206,元大上證50,38.15,-0.11,-0.29,05/13,0,0,0,0,0,0,0,0,0,0,-1.85,0
145,006207,復華滬深,34.12,+0.17,+0.5,05/13,0,0,0,0,0,0,0,0,0,0,+1.61,0
146,00625K,富邦上証+R,9.07,0,0,05/13,0,0,0,0,0,0,0,0,0,0,,0
147,00631L,元大台灣50正2,31.85,-0.67,-2.06,05/13,0,0,0,0,0,-0.04,-0.22,-0.2,-0.2,-0.2,-0.21,-0.2
148,00632R,元大台灣50反1,11.31,+0.1,+0.89,05/13,0,0,0,0,0,-0.06,-0.06,0,-0.03,0,-0.18,-0.06
149,00633L,富邦上証正2,54.4,+0.1,+0.18,05/13,0,0,0,0,0,0,0,0,0,0,0,0
150,00634R,富邦上証反1,3.01,0,0,05/13,0,0,0,0,0,0,0,0,0,0,-1.61,0
151,00635U,期元大S&P黃金,49.26,-0.19,-0.38,05/13,0,0,0,0,0,0,0,0,-0.86,0,0,0
152,00636,國泰中國A50,29.13,+0.1,+0.34,05/13,0,0,0,0,0,0,0,0,-0.14,+0.85,+0.62,0
153,00636K,國泰中國A50+U,9.26,+0.13,+1.42,05/13,0,0,0,0,0,0,0,0,0,0,,0
154,00637L,元大滬深300正2,22.46,+0.1,+0.45,05/13,0,0,0,0,0,0,0,0,0,-0.61,-0.06,0
155,00638R,元大滬深300反1,6.45,+0.02,+0.31,05/13,0,0,0,0,0,0,0,0,0,0,0,0
156,00639,富邦深100,18.13,+0.18,+1,05/13,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
157,00640L,富邦日本正2,100.9,+2.4,+2.44,05/13,0,0,0,0,0,0,0,0,0,0,0,0
158,00641R,富邦日本反1,3.88,-0.04,-1.02,05/13,0,0,0,0,0,0,0,0,0,0,0,0
159,00642U,期元大S&P石油,30.58,+0.56,+1.87,05/13,0,0,0,0,0,0,0,0,0,0,-0.22,0
160,00643,群益深証中小,20.86,+0.33,+1.61,05/13,0,0,0,0,0,0,0,0,0,0,-1.7,0
161,00643K,群益深証中小+R,4.43,0,0,05/13,0,0,0,0,0,0,0,0,0,0,,0
162,00645,富邦日本,55.15,+0.6,+1.1,05/13,0,0,0,0,0,0,0,0,0,+0.38,+0.31,0
163,00647L,元大S&P500正2,131.9,+0.7,+0.53,05/13,0,0,0,0,0,0,0,0,0,0,0,0
164,00648R,元大S&P500反1,4.04,-0.01,-0.25,05/13,0,0,0,0,0,0,0,0,0,0,0,0
165,00650L,復華香港正2,18.12,-0.08,-0.44,05/13,0,0,0,0,0,0,0,0,0,0,0,0
166,00651R,復華香港反1,5.11,+0.06,+1.19,05/13,0,0,0,0,0,0,0,0,0,0,0,0
167,00652,富邦印度,31.92,-0.25,-0.78,05/13,0,0,0,0,0,0,0,0,0,-0.35,0,0
168,00653L,富邦印度正2,44.28,-0.62,-1.38,05/13,0,0,0,0,0,0,0,0,0,-0.11,0,0
169,00654R,富邦印度反1,6.94,+0.04,+0.58,05/13,0,0,0,0,0,0,0,0,0,0,0,0
170,00655L,國泰中國A50正2,37.89,+0.09,+0.24,05/13,0,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.14,-0.28,-0.28,-0.14
171,00656R,國泰中國A50反1,5.69,-0.01,-0.18,05/13,0,0,0,0,0,0,0,0,0,0,0,0
172,00657,國泰日經225,74.6,+0.6,+0.81,05/13,0,0,0,0,0,0,0,0,0,0,0,0
173,00657K,國泰日經225+U,23.65,+0.04,+0.17,05/13,0,0,0,0,0,0,0,0,0,0,,0
174,00660,元大歐洲50,42.64,+0.05,+0.12,05/13,0,0,0,0,0,0,0,0,0,0,,0
175,00661,元大日經225,81.65,+0.65,+0.8,05/13,0,0,0,0,0,0,0,0,0,0,,0
176,00662,富邦NASDAQ,118.35,+0.3,+0.25,05/13,0,0,0,0,-0.02,-0.05,-0.05,+0.03,+0.03,+0.03,,-0.05
177,00663L,國泰臺灣加權正2,91,-2.15,-2.31,05/13,0,0,0,0,0,0,0,0,0,0,,0
178,00664R,國泰臺灣加權反1,1.83,+0.01,+0.55,05/13,0,0,0,0,0,0,0,0,0,0,,0
179,00665L,富邦恒生國企正2,10.34,-0.03,-0.29,05/13,0,0,0,0,0,0,0,0,0,0,,0
180,00666R,富邦恒生國企反1,8.77,0,0,05/13,0,0,0,0,0,0,0,0,0,0,,0
181,00668,國泰美國道瓊,57.2,+0.25,+0.44,05/13,0,0,0,0,0,0,0,0,0,0,,0
182,00668K,國泰美國道瓊+U,18.18,+0.02,+0.11,05/13,0,0,0,0,0,0,0,0,0,0,,0
183,00669R,國泰美國道瓊反1,5.52,0,0,05/13,0,0,0,0,0,0,0,0,0,0,,0
184,00670L,富邦NASDAQ正2,205,+0.2,+0.1,05/13,0,0,0,0,0,0,0,0,0,0,,0
