排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
122,2412,中華電,136,0,0,05/06,0,0,0,0,-0.03,-0.07,-0.11,-0.12,-0.63,+0.44,+1.14,-0.05
123,2401,凌陽,25.1,-0.05,-0.2,05/06,0,0,0,0,0,0,+0.01,+0.03,-0.07,+0.06,-0.13,+0.03
124,8261,富鼎,122,-2.5,-2.01,05/06,0,0,0,0,+0.09,+0.08,-0.06,-0.23,-0.12,+0.02,-2.1,-0.23
125,8358,金居,458.5,+25.5,+5.89,05/06,0,-0.21,-0.24,-0.46,-3.49,+0.3,-8.2,-3.55,+11.7,+9.92,+8.69,-8.29
126,3545,敦泰,53,0,0,05/06,0,0,0,0,0,-0.01,+0.01,+0.02,-0.47,0,-0.2,+0.02
127,3376,新日興,205,-0.5,-0.24,05/06,0,+0.03,+0.03,+0.03,+0.53,+1.52,+1.17,+0.65,-5.31,+1.81,-0.82,+2.4
128,2892,第一金,28.8,+0.4,+1.41,05/06,0,0,0,0,-0.03,-0.1,-0.08,-3.72,-3.43,-1.25,+0.35,-0.15
129,00981A,主動統一台股增長,29.3,-0.16,-0.54,05/06,0,0,0,0,+0.01,+0.01,+0.02,+0.05,,,,+0.01
130,6462,神盾,129,-1,-0.77,05/06,0,0,0,0,0,-0.01,-0.07,-0.03,-0.09,-0.02,-0.23,-0.02
131,2455,全新,348,-38.5,-9.96,05/06,0,+0.26,+1.68,+1.68,+2.46,+3.34,+3.09,+3.6,+3.42,-5.36,-6.11,+4.37
132,5880,合庫金,22.95,+0.05,+0.22,05/06,0,0,0,0,0,-0.01,+0.05,+0.02,-0.11,+0.11,+0.37,+0.04
133,3324,雙鴻,1105,-65,-5.56,05/06,0,0,+0.56,+0.55,+0.37,-0.66,-0.85,-2.42,-0.26,-4.14,-5.88,-1.62
134,6732,昇佳電子,154,-0.5,-0.32,05/06,0,+0.01,+0.01,+0.01,+0.01,0,+0.02,+0.02,-0.48,-5.42,,+0.03
135,6533,晶心科,241.5,-2,-0.82,05/06,0,0,0,0,0,0,-0.13,+0.01,-0.2,-0.41,,-0.06
136,2886,兆豐金,39.55,+0.45,+1.15,05/06,0,0,0,-0.01,-0.18,-0.3,-0.3,-0.74,-1.65,+1.7,+2.19,-0.43
137,4919,新唐,161,-4,-2.42,05/06,0,0,0,0,+0.02,+0.01,+0.04,+0.04,-0.07,-7.08,-2.2,+0.05
138,6679,鈺太,302,+15,+5.23,05/06,0,+0.01,+0.01,+0.01,+0.01,+0.17,+0.48,+1.05,+0.85,-11.8,,+0.5
139,2885,元大金,56.2,+0.8,+1.44,05/06,0,0,-0.01,-0.04,+0.01,-0.04,+0.14,-2.03,-0.24,+1.49,+4.99,-0.63
140,3231,緯創,146.5,+4.5,+3.17,05/06,0,0,-0.01,-0.04,+0.06,+0.01,-0.07,-2.06,-1.97,-1.13,+0.7,-0.61
141,3227,原相,216,+3,+1.41,05/06,0,-0.15,-0.24,-0.1,-0.93,-1.37,-1.6,-3.08,-2.48,+7.44,+7.46,-2.34
142,1722,台肥,46.85,-0.15,-0.32,05/06,0,0,0,0,0,0,-0.05,-0.68,-0.17,-0.04,+0.09,-0.07
143,1303,南亞,93.8,-0.2,-0.21,05/06,0,-0.03,-0.04,-0.05,-0.2,-0.46,-0.05,+0.11,-2.49,-2.9,-0.74,-0.1
144,4763,材料*-KY,42.75,-0.65,-1.5,05/06,0,0,0,+0.09,-1.39,-2.73,-3.09,-3.23,-3.12,-2.78,-2.78,-3.87
145,5222,全訊,134,-3.5,-2.55,05/06,0,0,0,0,-0.01,-0.02,-0.31,-1.2,-0.02,-2.3,,-1.14
146,6290,良維,280.5,-10.5,-3.61,05/06,0,0,0,0,0,+0.07,+0.09,-0.05,+0.37,+0.31,-2,-0.28
147,1519,華城,887,-8,-0.89,05/06,0,-0.02,-0.01,-0.06,+0.06,-0.02,-1.12,-0.1,-0.27,-3.5,-0.09,-0.99
148,6505,台塑化,54.8,-0.6,-1.08,05/06,0,0,0,0,-0.02,-0.03,-0.03,0,-0.18,-0.04,-0.13,-0.01
149,1229,聯華,41.35,-0.25,-0.6,05/06,0,0,0,0,0,0,0,0,0,-0.01,+0.01,0
150,2493,揚博,139,+3,+2.21,05/06,0,0,0,0,+0.05,-0.09,-0.14,+0.15,+0.12,+0.17,+0.17,+0.15
151,1504,東元,67.3,-1.2,-1.75,05/06,0,0,0,0,0,-0.05,-0.46,-7.29,-9.84,-2.31,-1.14,-0.71
152,2395,研華,409.5,+13,+3.28,05/06,0,0,0,-0.02,-0.04,-0.31,-0.04,-0.07,-0.76,+0.06,+0.37,+0.1
153,6781,AES-KY,1140,+20,+1.79,05/06,0,0,0,-0.25,-0.16,-0.62,-1.58,-1.37,-3.61,-2.59,,-4.71
154,3481,群創,28.1,+0.85,+3.12,05/06,0,0,-0.02,-0.02,-0.25,-0.44,-0.41,+0.18,-0.52,-0.44,-2.08,+0.06
155,5434,崇越,425,+13.5,+3.28,05/06,0,+0.01,+0.01,-0.14,-0.13,-0.16,-0.82,-2.53,-2.36,+1.36,+3.2,-0.9
156,2371,大同,30.4,-0.3,-0.98,05/06,0,0,0,0,-0.01,-0.03,+0.01,-3.73,-0.45,+0.36,+0.32,-0.5
157,5314,世紀*,72.1,-1.8,-2.44,05/06,0,0,0,0,-0.07,-0.06,-0.06,-0.07,+0.03,+0.16,+0.16,-0.07
158,2379,瑞昱,544,+11,+2.06,05/06,0,+0.01,+0.01,-0.02,-0.37,-0.89,-3.26,-4.1,-6.54,+0.54,+3.86,-4.22
159,6770,力積電,58.1,+2.7,+4.87,05/06,0,0,0,0,-0.01,-0.11,-0.16,+0.17,+0.2,-0.81,,-0.17
160,2409,友達,18.05,+0.2,+1.12,05/06,0,0,0,0,0,-0.01,-0.09,-0.36,-0.34,-4.66,-4.44,-0.38
161,6191,精成科,99.5,-0.5,-0.5,05/06,0,0,0,0,+0.03,-0.42,-2.32,-4.38,-4.4,+0.86,+0.94,-2.57
162,2301,光寶科,185,+14,+8.19,05/06,0,-0.01,-0.03,-0.07,-0.32,-0.67,-0.94,-6.22,-6.49,-1.19,+2.03,-2.17
163,2915,潤泰全,43.45,+0.2,+0.46,05/06,0,0,-0.07,-0.07,-0.16,-0.6,-0.67,-2.78,-2.13,-4.86,-5.55,-2.04
164,2834,臺企銀,16.2,+0.05,+0.31,05/06,0,0,0,0,0,0,+0.03,+0.02,-0.46,-0.03,+0.11,+0.02
165,2481,強茂,101.5,-0.5,-0.49,05/06,0,-0.2,-0.26,-0.41,-0.56,-0.87,-3.93,-3.45,+1.65,+2.83,-0.29,-4.83
166,2812,台中銀,19.75,-0.05,-0.25,05/06,0,0,0,0,0,0,+0.03,-0.01,-0.02,+0.01,-0.07,-0.01
167,2539,櫻花建,39.7,-0.2,-0.5,05/06,0,0,0,0,0,0,-0.01,0,-0.17,+0.05,+0.05,-0.01
