排名,代號,名稱,成交,漲跌價,漲跌幅,法人買賣日期,當日買賣超佔發行張數,2日買賣超佔發行張數,3日買賣超佔發行張數,5日買賣超佔發行張數,10日買賣超佔發行張數,1個月買賣超佔發行張數,3個月買賣超佔發行張數,半年買賣超佔發行張數,1年買賣超佔發行張數,3年買賣超佔發行張數,10年買賣超佔發行張數,今年買賣超佔發行張數
59,6679,鈺太,312.5,+7.5,+2.46,05/18,+0.01,+0.01,+0.01,+0.03,+0.1,+0.12,+0.58,+0.52,+0.95,-11.9,,+0.6
60,2368,金像電,1250,-40,-3.1,05/18,+0.01,-0.16,+0.01,+0.04,-0.06,+0.41,+2.94,+1.3,+3.93,+5.07,+14,-0.18
61,3711,日月光投控,510,-37,-6.76,05/18,+0.01,+0.02,+0.01,+0.18,+0.33,+0.51,+0.67,-1.13,-3.52,+1.14,,+0.67
62,3653,健策,3270,-195,-5.63,05/18,+0.01,-0.03,-0.16,-0.08,-1.65,-1.28,-0.11,+0.39,-3.5,-11.7,+6.42,-1.4
63,3028,增你強,81.2,+2.5,+3.18,05/18,+0.01,+0.12,+0.12,+0.12,+0.12,+0.12,+0.12,+0.12,+0.12,+0.1,+0.1,+0.12
64,2072,世紀風電,174.5,-5.5,-3.06,05/18,+0.01,+0.04,+0.04,+0.03,+0.08,+0.33,,,,,,
65,3036,文曄,263.5,-6.5,-2.41,05/18,+0.01,+0.12,+0.09,+1.18,+1.55,+1.19,+1.99,+3.44,+8,+8.93,+10.5,+1.74
66,2383,台光電,4545,-70,-1.52,05/18,+0.01,-0.04,0,+0.15,+0.3,+0.66,+1.55,+1.81,-3.48,-0.1,+3.58,+0.92
67,3131,弘塑,2775,-95,-3.31,05/18,0,-0.16,-0.37,-0.82,-1.96,-3.03,-0.4,-2.67,-0.7,-4.41,-5.76,-4.01
68,2489,瑞軒,39.75,-0.6,-1.49,05/18,0,+0.07,+0.07,+0.07,+0.07,-1.74,+0.71,+0.71,+0.71,+0.72,+0.55,+0.71
69,0056,元大高股息,44.5,+0.05,+0.11,05/18,0,+0.01,+0.01,+0.01,+0.03,+0.04,+0.06,+0.07,+0.06,+0.09,+0.79,+0.06
70,3526,凡甲,366,-8,-2.14,05/18,0,+0.07,+0.07,-0.24,+0.76,+1.64,+0.82,+1.39,-0.3,+3.66,+3.03,+1.24
71,6789,采鈺,549,-38,-6.47,05/18,0,0,0,0,+0.08,-0.04,+0.23,+0.36,+0.53,+0.61,,+0.32
72,2337,旺宏,160,-2.5,-1.54,05/18,0,-0.11,-0.09,+0.07,+0.2,-1.22,-1.96,+0.74,+2.76,-1.77,+6.35,+0.24
73,2542,興富發,44.6,+0.85,+1.94,05/18,0,+0.03,+0.03,+0.03,+0.03,-0.63,-0.76,-1.51,-0.31,-3.51,-4.04,-1.14
74,3324,雙鴻,982,-13,-1.31,05/18,0,0,-0.02,-0.34,-0.56,-0.14,-2.33,-3.1,-0.84,-3.34,-6.38,-2.18
75,2855,統一證,39.8,-1,-2.45,05/18,0,+0.04,+0.03,+0.06,+0.1,+0.22,+0.33,+0.18,-0.4,+0.52,+0.42,+0.19
76,2637,慧洋-KY,72.8,0,0,05/18,0,0,-0.01,-0.02,-0.1,0,-0.37,-1.93,-4.13,+0.19,+8.17,-1.6
77,3481,群創,38.7,+2.6,+7.2,05/18,0,0,0,0,+0.05,-0.36,-0.36,+0.23,-0.52,-0.22,-2.03,+0.11
78,3034,聯詠,475.5,+9,+1.93,05/18,0,+0.05,+0.03,0,+0.11,+0.04,-2.6,-6.18,-16,+7.38,+12.8,-4.55
79,2377,微星,113,+1,+0.89,05/18,0,-0.38,-0.79,-0.8,-0.82,-0.68,-0.39,-4.34,-10.2,-8.45,-6.42,-0.25
80,2371,大同,28.6,-0.55,-1.89,05/18,0,-0.01,-0.01,-0.01,-0.01,-0.02,0,-3.69,-0.46,+0.24,+0.32,-0.51
81,2409,友達,19.25,+0.2,+1.05,05/18,0,0,0,0,0,0,-0.09,-0.36,-0.27,-4.64,-4.38,-0.38
82,3706,神達,80.1,+0.2,+0.25,05/18,0,0,0,0,+0.01,+0.03,+0.03,-1.17,-0.28,+0.05,-1.32,-0.12
83,6770,力積電,62,-0.8,-1.27,05/18,0,0,+0.04,+0.05,+0.06,+0.05,-0.11,+0.23,+0.26,-0.79,,-0.11
84,2412,中華電,137,-1,-0.72,05/18,0,0,0,+0.02,+0.03,-0.02,-0.11,-0.08,-0.59,+0.44,+1.13,-0.02
85,2609,陽明,48.55,+0.5,+1.04,05/18,0,-0.01,-0.01,-0.01,-0.01,-0.04,-0.1,-3.53,+0.1,+4.67,+4.04,-0.4
86,00400A,主動國泰動能高息,13.05,-0.15,-1.14,05/18,0,0,0,0,0,0,,,,,,
87,00401A,主動摩根台灣鑫收,12.35,-0.03,-0.24,05/18,0,0,0,0,0,0,,,,,,
88,00403A,主動統一升級50,9.84,-0.16,-1.6,05/18,0,0,0,0,,,,,,,,
89,0051,元大中型100,129.3,+0.2,+0.15,05/18,0,0,0,0,0,0,0,0,0,0,0,0
90,0053,元大電子,218.2,-3.1,-1.4,05/18,0,0,0,0,0,0,0,0,0,0,0,0
91,0055,元大MSCI金融,33.49,-0.17,-0.51,05/18,0,0,0,0,0,0,0,0,-0.39,0,0,0
92,0057,富邦摩台,281.95,-4.5,-1.57,05/18,0,0,0,0,0,0,0,0,0,0,0,0
93,0061,元大寶滬深,24.8,-0.2,-0.8,05/18,0,0,0,0,0,0,0,-1.16,-1.16,-1.16,-12.1,-1.16
94,006203,元大MSCI台灣,172.3,-0.8,-0.46,05/18,0,0,0,0,0,0,0,0,0,0,0,0
95,006204,永豐臺灣加權,203.8,-1.35,-0.66,05/18,0,0,0,0,0,0,0,0,0,0,0,0
96,006205,富邦上証,40.9,-0.33,-0.8,05/18,0,0,0,0,0,0,-0.67,-0.67,-0.67,-2.64,-52.8,-0.67
97,006206,元大上證50,36.92,-0.41,-1.1,05/18,0,0,0,0,0,0,0,0,0,0,-1.85,0
98,006207,復華滬深,33.14,-0.38,-1.13,05/18,0,0,0,0,0,0,0,0,0,0,+0.72,0
99,006208,富邦台50,219.4,-1,-0.45,05/18,0,0,0,0,0,0,-0.02,-0.03,+0.19,+0.46,+0.5,-0.03
100,00625K,富邦上証+R,9.08,0,0,05/18,0,0,0,0,0,0,0,0,0,0,,0
101,00631L,元大台灣50正2,30.91,-0.35,-1.12,05/18,0,0,0,0,0,-0.02,-0.21,-0.2,-0.2,-0.2,-0.2,-0.2
102,00632R,元大台灣50反1,11.47,+0.01,+0.09,05/18,0,0,0,0,0,-0.06,-0.06,0,0,0,-0.2,-0.06
103,00633L,富邦上証正2,51.5,-1.15,-2.18,05/18,0,0,0,0,0,0,0,0,0,0,0,0
104,00634R,富邦上証反1,3.1,+0.04,+1.31,05/18,0,0,0,0,0,0,0,0,0,0,-1.61,0
105,00635U,期元大S&P黃金,47.62,-0.43,-0.89,05/18,0,0,0,0,0,0,0,0,-0.86,0,0,0
106,00636,國泰中國A50,28.36,-0.32,-1.12,05/18,0,0,0,0,0,0,0,0,-0.14,+0.85,+0.62,0
107,00636K,國泰中國A50+U,9,-0.23,-2.49,05/18,0,0,0,0,0,0,0,0,0,0,,0
108,00637L,元大滬深300正2,21.29,-0.46,-2.11,05/18,0,0,0,0,0,0,0,0,-0.05,-0.55,-0.06,0
109,00638R,元大滬深300反1,6.63,+0.11,+1.69,05/18,0,0,0,0,0,0,0,0,0,0,0,0
110,00639,富邦深100,17.71,-0.2,-1.12,05/18,0,0,0,0,0,0,0,0,-0.36,-0.36,-0.47,0
111,00640L,富邦日本正2,96.55,-0.85,-0.87,05/18,0,0,0,0,0,0,0,0,0,0,0,0
112,00641R,富邦日本反1,3.95,+0.01,+0.25,05/18,0,0,0,0,0,0,0,0,0,0,0,0
113,00642U,期元大S&P石油,32.62,+1.62,+5.23,05/18,0,0,0,0,0,0,0,0,0,0,-0.23,0
114,00643,群益深証中小,20.13,-0.09,-0.45,05/18,0,0,0,0,0,0,0,0,0,0,-1.71,0
115,00643K,群益深証中小+R,4.4,0,0,05/18,0,0,0,0,0,0,0,0,0,0,,0
116,00645,富邦日本,53.95,-0.4,-0.74,05/18,0,0,0,0,0,0,0,0,0,+0.39,+0.32,0
117,00647L,元大S&P500正2,130.35,-3.1,-2.32,05/18,0,0,0,0,0,0,0,0,0,0,0,0
118,00648R,元大S&P500反1,4.07,+0.06,+1.5,05/18,0,0,0,0,0,0,0,0,0,0,0,0
119,00650L,復華香港正2,17.25,-0.44,-2.49,05/18,0,0,0,0,0,0,0,0,0,0,0,0
120,00651R,復華香港反1,5.24,+0.09,+1.75,05/18,0,0,0,0,0,0,0,0,0,0,0,0
121,00652,富邦印度,31.99,-0.37,-1.14,05/18,0,0,0,0,0,0,0,0,0,-0.35,0,0
122,00653L,富邦印度正2,44.45,-1.31,-2.86,05/18,0,0,0,0,0,0,0,0,0,-0.11,0,0
123,00654R,富邦印度反1,6.96,+0.11,+1.61,05/18,0,0,0,0,0,0,0,0,0,0,0,0
124,00655L,國泰中國A50正2,35.91,-0.8,-2.18,05/18,0,0,0,0,0,0,0,0,0,-0.14,-0.14,0
125,00656R,國泰中國A50反1,5.86,+0.08,+1.38,05/18,0,0,0,0,0,0,0,0,0,0,0,0
126,00657,國泰日經225,71.7,-0.75,-1.04,05/18,0,0,0,0,0,0,0,0,0,0,0,0
127,00657K,國泰日經225+U,22.63,-1.14,-4.8,05/18,0,0,0,0,0,0,0,0,0,0,,0
128,00660,元大歐洲50,42.04,-0.49,-1.15,05/18,0,0,0,0,0,0,0,0,0,0,,0
129,00661,元大日經225,78.9,-0.5,-0.63,05/18,0,0,0,0,0,0,0,0,0,0,,0
130,00662,富邦NASDAQ,117.8,-1,-0.84,05/18,0,-0.01,-0.01,-0.01,-0.01,-0.06,-0.06,+0.02,+0.02,+0.02,,-0.06
131,00663L,國泰臺灣加權正2,88.4,-1.4,-1.56,05/18,0,0,0,0,0,0,0,0,0,0,,0
132,00664R,國泰臺灣加權反1,1.86,+0.01,+0.54,05/18,0,0,0,0,0,0,0,0,0,0,,0
133,00665L,富邦恒生國企正2,9.75,-0.23,-2.3,05/18,0,0,0,0,0,0,0,0,0,0,,0
134,00666R,富邦恒生國企反1,9.08,+0.15,+1.68,05/18,0,0,0,0,0,0,0,0,0,0,,0
135,00668,國泰美國道瓊,56.7,-0.6,-1.05,05/18,0,0,0,0,0,0,0,0,0,0,,0
136,00668K,國泰美國道瓊+U,18.09,-0.07,-0.39,05/18,0,0,0,0,0,0,0,0,0,0,,0
137,00669R,國泰美國道瓊反1,5.6,+0.07,+1.27,05/18,0,0,0,0,0,0,0,0,0,0,,0
138,00670L,富邦NASDAQ正2,201.5,-5.1,-2.47,05/18,0,0,0,0,0,0,0,0,0,0,,0
139,00671R,富邦NASDAQ反1,2.5,+0.03,+1.21,05/18,0,0,0,0,0,0,0,0,0,0,,0
140,00673R,期元大S&P原油反1,11.27,-0.58,-4.89,05/18,0,0,0,0,0,0,0,0,0,0,,0
141,00674R,期元大S&P黃金反1,27.2,+0.23,+0.85,05/18,0,0,0,0,0,0,0,0,0,0,,0
142,00675L,富邦臺灣加權正2,267.45,-3.6,-1.33,05/18,0,0,0,0,0,0,0,0,0,0,,0
143,00676R,富邦臺灣加權反1,6.34,+0.05,+0.79,05/18,0,0,0,0,0,0,0,0,0,0,,0
144,00678,群益那斯達克生技,35.33,-0.64,-1.78,05/18,0,0,0,0,0,0,0,0,0,0,,0
145,00679B,元大美債20年,26.16,-0.25,-0.95,05/18,0,0,0,0,0,0,0,0,-0.23,0,,0
146,00680L,元大美債20正2,6.56,-0.16,-2.38,05/18,0,0,0,0,0,0,0,0,0,-0.32,,0
147,00681R,元大美債20反1,21.63,+0.31,+1.45,05/18,0,0,0,0,0,0,0,0,0,0,,0
148,00682U,期元大美元指數,20.41,+0.24,+1.19,05/18,0,0,0,0,0,0,0,0,0,0,,0
149,00683L,期元大美元指正2,21.25,+0.06,+0.28,05/18,0,0,0,0,0,0,0,0,0,0,,0
150,00684R,期元大美元指反1,15.21,-0.09,-0.59,05/18,0,0,0,0,0,0,0,0,0,0,,0
151,00685L,群益臺灣加權正2,241.65,-3.7,-1.51,05/18,0,0,0,0,0,0,0,0,0,0,,0
152,00686R,群益臺灣加權反1,1.13,0,0,05/18,0,0,0,0,0,0,0,0,0,0,,0
153,00687B,國泰20年美債,27.19,-0.26,-0.95,05/18,0,0,0,0,0,0,0,0,-0.31,+0.02,,0
154,00687C,國泰20年美債+櫃U,9.07,-0.14,-1.52,05/18,0,0,0,0,0,0,0,0,0,,,0
155,00688L,國泰20年美債正2,6.54,-0.16,-2.39,05/18,0,0,0,0,0,0,0,0,0,0,,0
156,00689R,國泰20年美債反1,22.6,+0.36,+1.62,05/18,0,0,0,0,0,0,0,0,0,0,,0
157,00690,兆豐藍籌30,72,+0.1,+0.14,05/18,0,0,0,0,0,0,0,0,0,0,,0
158,00692,富邦公司治理,82.45,-0.55,-0.66,05/18,0,0,0,0,0,+0.01,+0.02,+0.02,+0.02,+0.02,,+0.02
159,00693U,期街口S&P黃豆,22.25,+0.07,+0.32,05/18,0,0,0,0,0,0,0,0,0,0,,0
160,00694B,富邦美債1-3,41.61,+0.19,+0.46,05/18,0,0,0,0,0,0,0,+0.9,+0.42,-7.28,,+0.21
161,00695B,富邦美債7-10,34.76,-0.11,-0.32,05/18,0,0,0,0,0,0,0,0,0,0,,0
162,00696B,富邦美債20年,28.24,-0.25,-0.88,05/18,0,0,0,0,0,0,0,0,0,0,,0
163,00697B,元大美債7-10,35.29,-0.1,-0.28,05/18,0,0,0,0,0,0,0,0,0,0,,0
164,00700,富邦恒生國企,17.32,-0.19,-1.09,05/18,0,0,0,0,0,0,0,0,0,-1.35,,0
165,00701,國泰股利精選30,31.62,-0.23,-0.72,05/18,0,0,0,0,0,0,0,0,-5.96,+0.13,,0
166,00702,國泰標普低波高息,23.62,-0.14,-0.59,05/18,0,0,0,0,0,0,0,0,0,0,,0
167,00703,台新MSCI中國,20.03,-0.18,-0.89,05/18,0,0,0,0,0,0,0,0,0,0,,0
168,00706L,期元大S&P日圓正2,19.34,-0.09,-0.46,05/18,0,0,0,0,0,0,0,0,0,0,,0
169,00707R,期元大S&P日圓反1,31.86,+0.1,+0.31,05/18,0,0,0,0,0,0,0,0,0,0,,0
170,00708L,期元大S&P黃金正2,91.25,-1.7,-1.83,05/18,0,0,0,0,0,-0.04,0,-0.52,+0.37,+0.37,,-0.37
171,00709,富邦歐洲,37.55,-0.4,-1.05,05/18,0,0,0,0,0,0,0,0,0,0,,0
172,00710B,復華彭博非投等債,18.86,+0.04,+0.21,05/18,0,0,0,0,0,0,0,+0.55,+0.55,+0.46,,-0.05
173,00711B,復華彭博新興債,15.82,-0.11,-0.69,05/18,0,0,0,0,0,0,0,0,0,0,,0
174,00712,復華富時不動產,8.77,-0.05,-0.57,05/18,0,0,0,0,0,0,0,0,-0.1,0,,0
175,00713,元大台灣高息低波,54.95,-0.45,-0.81,05/18,0,+0.08,+0.08,+0.08,+0.08,+0.14,+0.12,-0.04,-1,+0.22,,+0.04
176,00714,群益道瓊美國地產,21.02,-0.25,-1.18,05/18,0,0,0,0,0,0,0,0,0,0,,0
177,00715L,期街口布蘭特正2,69.15,+4.95,+7.71,05/18,0,0,0,0,0,0,0,0,0,0,,0
178,00717,富邦美國特別股,15.02,-0.1,-0.66,05/18,0,0,0,0,0,0,0,0,0,0,,0
179,00719B,元大美債1-3,30.92,+0.09,+0.29,05/18,0,0,0,0,0,0,0,-0.1,-1.21,-0.53,,-0.33
180,00720B,元大投資級公司債,32.48,-0.14,-0.43,05/18,0,0,0,0,0,0,0,0,0,0,,0
181,00722B,群益投資級電信債,35.37,-0.17,-0.48,05/18,0,0,0,0,0,0,0,0,-0.05,-0.05,,0
182,00723B,群益投資級科技債,30.29,-0.14,-0.46,05/18,0,0,0,0,0,0,0,0,0,0,,0
183,00724B,群益投資級金融債,33.31,-0.12,-0.36,05/18,0,0,0,0,0,0,0,0,-0.02,-0.06,,0
184,00725B,國泰投資級公司債,34.56,-0.14,-0.4,05/18,0,0,0,0,0,0,0,0,0,0,,0
185,00726B,國泰新興投等債,32.46,-0.16,-0.49,05/18,0,0,0,0,0,0,0,0,0,0,,0
186,00727B,國泰優選非投等債,39.24,+0.07,+0.18,05/18,0,0,0,0,0,0,0,0,0,0,,0
187,00728,第一金工業30,57.7,-0.35,-0.6,05/18,0,0,0,0,0,0,0,0,0,0,,0
188,00730,富邦臺灣優質高息,26.19,+0.05,+0.19,05/18,0,0,0,-0.13,-0.13,-0.05,+0.09,+0.62,+0.62,-0.97,,+0.62
189,00731,復華富時高息低波,74.45,-0.4,-0.53,05/18,0,0,0,0,0,0,0,+0.04,+0.74,+0.74,,0
190,00733,富邦臺灣中小,67.2,+0.5,+0.75,05/18,0,0,0,0,0,0,0,0,0,-0.07,,0
191,00734B,台新JPM新興債,15.55,-0.07,-0.45,05/18,0,0,0,0,0,0,0,0,0,0,,0
192,00735,國泰臺韓科技,96.9,-0.1,-0.1,05/18,0,0,0,0,0,0,0,0,0,0,,0
193,00736,國泰新興市場,29.96,-0.52,-1.71,05/18,0,0,0,0,0,0,0,0,0,0,,0
194,00737,國泰AI機器人,36.71,-0.14,-0.38,05/18,0,0,0,0,0,0,0,0,0,0,,0
195,00738U,期元大道瓊白銀,61.05,-3.65,-5.64,05/18,0,0,0,0,0,0,0,0,0,0,,0
196,00739,元大MSCI A股,28.74,-0.46,-1.58,05/18,0,0,0,0,0,0,0,0,0,0,,0
197,00740B,富邦全球投等債,38.24,-0.2,-0.52,05/18,0,0,0,-0.02,-0.02,-0.02,-0.02,+0.01,+0.01,+0.01,,+0.01
